name	xstart	xend	ystart	yend	dp	fill
MDL001-Q24C22520006L-RNA-D11-20221223	28824	29370	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	29370	29420	4.5	5.5	2	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	29420	29722	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	29722	29771	4.5	5.5	2	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	29771	29867	4.5	5.5	0	grey100
ZDH230101391R	0	4993	6	7	0	grey100
ZDH230101391R	4993	5069	6	7	2	grey40
ZDH230101391R	5069	8320	6	7	0	grey100
ZDH230101391R	8320	8396	6	7	2	grey40
ZDH230101391R	8396	8531	6	7	0	grey100
ZDH230101391R	8531	8607	6	7	2	grey40
ZDH230101391R	8607	15166	6	7	0	grey100
ZDH230101391R	15166	15242	6	7	2	grey40
ZDH230101391R	15242	17340	6	7	0	grey100
ZDH230101391R	17340	17416	6	7	2	grey40
ZDH230101391R	17416	25958	6	7	0	grey100
ZDH230101391R	25958	26034	6	7	2	grey40
ZDH230101391R	26034	29867	6	7	0	grey100
