contig	length	gc	case.fre	case.mean.depth	case.mean.cov	control.fre	control.mean.depth	control.mean.cov	annotation	human	Specy
k61_942	400	0.57	2	0.392317394794175	0.0755265068990559	56	0.811222749615258	0.0401159882772831	N	N	Klebsiella pneumoniae
k61_1693	13838	0.511273305390953	6	4.09593213410615	0.109901710170253	385	2.22745460503639	0.0639359202214788	N	N	Klebsiella pneumoniae
k61_1135	296	0.472972972972973	3	0.435931410172138	0.145140307806069	294	0.311868266866329	0.142232658381533	N	N	Salvelinus sp. IW2-2015
k61_918	258	0.313953488372093	1	0.433466590519703	0.058252427184466	9	0.0324416002633883	0.00613623694356205	N	N	Candida tropicalis MYA-3404
k61_46	229	0.427947598253275	2	0.48763200825796	0.0773326572008114	60	1.51029118330166	0.050229722310635	N	N	Klebsiella pneumoniae
k61_670	281	0.619217081850534	1	0.431486880466472	0.0588235294117647	35	0.733589782943459	0.031359919113369	N	N	Klebsiella pneumoniae
k61_1380	215	0.632558139534884	1	0.418474614180273	0.0588235294117647	45	0.840333862131705	0.0383406717638084	N	N	Klebsiella pneumoniae
k61_459	230	0.473913043478261	3	0.625953722478177	0.164586924008326	371	0.441501369349854	0.216451692067109	N	N	NA
k61_759	730	0.43013698630137	4	0.553752461827461	0.165468415143802	506	0.438383923171001	0.225255400240194	N	N	NA
k61_110	239	0.472803347280335	4	0.448515203892196	0.188922604186672	298	0.328187706836635	0.156368043781284	N	N	NA
k61_354	240	0.466666666666667	1	0.225415356982488	0.0547822182308038	1	0.00309985187899889	0.00108927471610142	N	N	Caudoviricetes sp.
k61_1457	238	0.441176470588235	4	0.168881496812649	0.103322063162645	212	0.202148354553949	0.128695367521011	N	N	Equus asinus
k61_325	243	0.378600823045267	1	0.375359934183464	0.0588235294117647	11	0.0249375607887005	0.00689961284228693	N	N	Scheffersomyces spartinae
k61_150	467	0.295503211991435	2	0.774367875384769	0.0652065081351689	9	0.195190146561903	0.00576323235484397	N	N	Human respiratory syncytial virus B
k61_1037	301	0.591362126245847	2	0.491533367733058	0.0737229102167183	41	0.903861882036256	0.0349449251258285	N	N	Klebsiella pneumoniae
k61_959	502	0.557768924302789	1	0.563182527301092	0.0588235294117647	74	1.17640855784775	0.044487739594278	N	N	Klebsiella pneumoniae
k61_153	432	0.627314814814815	2	0.25843790352849	0.0692359702501691	43	0.774943388696257	0.0343851179108868	N	N	Klebsiella pneumoniae
k61_638	394	0.431472081218274	1	3.20647255557741	0.0588235294117647	8	0.413635820497327	0.0106183025123577	N	N	Morbillivirus canis
k61_1093	264	0.617424242424242	1	0.482570806100218	0.0588235294117647	39	0.671350964953433	0.0369743431970859	N	N	Klebsiella pneumoniae
k61_860	280	0.442857142857143	2	0.460027758966347	0.07482851797963	50	1.00954609022515	0.0416547429314517	N	N	Klebsiella pneumoniae
k61_1027	381	0.312335958005249	1	0.466131907308378	0.0588235294117647	8	0.0283952368800898	0.00500838012437883	N	N	Jaculus jaculus
k61_1468	442	0.429864253393665	2	1.34798376608733	0.0789052426591836	62	1.02601104752952	0.0434522669730265	N	N	Klebsiella pneumoniae
k61_100	217	0.589861751152074	1	0.314434207417907	0.0569336168202221	49	0.859384254868086	0.0388279185648679	N	N	Klebsiella pneumoniae
k61_256	527	0.345351043643264	1	0.611727709951906	0.0588235294117647	4	0.0307867815718698	0.00394520221102969	N	N	Human respiratory syncytial virus B
k61_878	210	0.466666666666667	5	1.13823441738121	0.204222241931985	444	1.03847914908208	0.322063686503835	N	N	NA
k61_1270	204	0.519607843137255	2	0.341497474775194	0.0807047456663825	30	0.425271495183058	0.0295360616775682	N	N	Klebsiella pneumoniae
k61_1051	287	0.466898954703833	3	0.75930899828658	0.166255377749186	316	0.382968878762463	0.150366076792208	N	N	NA
k61_1016	204	0.333333333333333	1	0.432738669238187	0.0588235294117647	8	0.0374235001802494	0.00509759308081887	N	N	Candida albicans
k61_1407	491	0.372708757637475	1	0.803649237472765	0.0588235294117647	16	0.0519397585487367	0.00771032384667059	N	N	Callobius nomeus
k61_1746	258	0.511627906976744	2	1.52665708517264	0.109931674822343	48	1.07762303472003	0.0399281601775279	N	N	Klebsiella pneumoniae
k61_568	872	0.376146788990826	1	0.630402698713894	0.0588235294117647	3	0.0180116636469269	0.00264466291994205	N	N	Klebsiella pneumoniae
k61_1528	1480	0.575675675675676	3	0.847047021546248	0.0788410080775304	121	1.18627337475981	0.0495979241147006	N	N	Klebsiella pneumoniae
k61_278	252	0.444444444444444	3	0.457624469296088	0.144529186274917	261	0.278046827758438	0.130916494751345	N	N	NA
k61_1017	536	0.451492537313433	3	0.795695710406509	0.171865543436418	469	0.519667661225866	0.207829843529329	N	N	NA
k61_607	296	0.543918918918919	2	0.386708923191547	0.0733129765776072	78	1.0485274784546	0.0488919312540269	N	N	Klebsiella pneumoniae
k61_1015	248	0.495967741935484	1	0.876170850505806	0.0588235294117647	57	1.18689823498887	0.0489972731559516	N	N	Klebsiella pneumoniae
k61_553	233	0.339055793991416	5	0.342912612762712	0.167249396917923	232	0.236657006982884	0.144049026190137	N	N	NA
k61_1178	581	0.339070567986231	1	0.43781512605042	0.0573949579831933	19	0.0356147602895013	0.00744245058997763	N	N	Scheffersomyces amazonensis
k61_1715	303	0.656765676567657	1	0.530819774718398	0.0588235294117647	45	0.740223242775085	0.035136951502053	N	N	Klebsiella pneumoniae
k61_185	294	0.557823129251701	2	0.388315560142185	0.0740740740740741	55	1.03444272359793	0.042157790436448	N	N	Klebsiella pneumoniae
k61_925	910	0.592307692307692	2	0.623124270813654	0.0684024429443909	65	0.992757715698277	0.0399086936384558	N	N	Klebsiella pneumoniae
k61_1411	245	0.575510204081633	1	0.23998294970162	0.0588235294117647	53	1.15163188035555	0.0447880717944531	N	N	Klebsiella pneumoniae
k61_643	241	0.493775933609959	3	0.477695650079624	0.14334738327071	210	0.22978482708525	0.116924182598519	N	N	NA
k61_843	235	0.348936170212766	5	0.170555914182521	0.136317836235292	232	0.194503723209745	0.133679175610156	N	N	Chinchilla lanigera
k61_960	212	0.287735849056604	1	0.431608788093551	0.0588235294117647	9	0.93326409765249	0.00742111776866067	N	N	Human respiratory syncytial virus B
k61_1703	2615	0.630210325047801	2	1.79188043372726	0.0745901050194608	82	1.01030465735413	0.0371451838386078	N	N	Klebsiella pneumoniae
k61_1000	281	0.562277580071174	4	1.27907169221226	0.173504925918315	446	0.98450230062533	0.286849011597178	N	N	NA
k61_19	285	0.414035087719298	1	0.204807504397108	0.0553058432675396	1	0.00371951942792266	0.00127090641045193	N	N	Caudoviricetes sp.
k61_615	614	0.480456026058632	2	3.74832048508897	0.0807047456663825	61	1.36818766537389	0.0409957576847677	N	N	Klebsiella pneumoniae
k61_1133	261	0.555555555555556	1	0.454474859250631	0.0588235294117647	42	0.664316937584824	0.0361005368395518	N	N	Klebsiella pneumoniae
k61_1624	402	0.527363184079602	1	0.378961647552103	0.0588235294117647	68	1.03128695218217	0.0487889212920819	N	N	Klebsiella pneumoniae
k61_1159	518	0.548262548262548	1	0.550728548300054	0.0588235294117647	69	0.98999777435963	0.0444786308366678	N	N	Klebsiella pneumoniae
k61_1436	218	0.408256880733945	1	0.350597609561753	0.0588235294117647	10	0.0380598981072976	0.007172519873132	N	N	Saccharomyces cerevisiae
k61_1548	549	0.571948998178506	1	0.398045193687231	0.0588235294117647	64	0.789668778281153	0.0391110742597492	N	N	Klebsiella pneumoniae
k61_1230	514	0.538910505836576	2	0.633427143379177	0.0838884498137066	124	1.15909405754241	0.0545708430312171	N	N	Klebsiella pneumoniae
k61_1591	208	0.384615384615385	1	0.433971178832979	0.0588235294117647	17	0.0398435704238866	0.00978832305834857	N	N	Saccharomyces cerevisiae
k61_616	274	0.343065693430657	1	0.776018099547512	0.0588235294117647	14	0.358527077218406	0.00755988245182167	N	N	Human respiratory syncytial virus B
k61_1129	282	0.556737588652482	1	0.253802455561664	0.0560747663551402	39	0.581759601077238	0.0342141841511944	N	N	Klebsiella pneumoniae
k61_1478	257	0.459143968871595	4	0.558656418513061	0.196549339519457	413	0.411298550640427	0.230574169573659	N	N	Melanogrammus aeglefinus
k61_598	218	0.504587155963303	3	0.325839770580135	0.114773488925175	171	0.17111386576366	0.088764867111746	N	N	NA
k61_1550	229	0.528384279475983	3	0.447580488949749	0.134517164743692	195	0.278847789212033	0.120671308022039	N	N	NA
k61_1350	275	0.436363636363636	4	0.720255815740931	0.168404129944661	390	0.517431232365512	0.211408603353939	N	N	NA
k61_391	332	0.496987951807229	2	0.374350002232623	0.0857043113981498	48	1.12099492278236	0.0393390712999701	N	N	Klebsiella pneumoniae
k61_727	1389	0.524838012958963	2	1.72416694549319	0.0717832197256585	88	1.13201600369968	0.0463948233205898	N	N	Klebsiella pneumoniae
k61_600	238	0.630252100840336	2	0.240617320064765	0.077617769099341	38	0.761181261542321	0.0345291800707137	N	N	Klebsiella pneumoniae
k61_631	324	0.561728395061728	2	0.30545400342052	0.0720780443412361	43	0.808614879269877	0.0340449160873884	N	N	Klebsiella pneumoniae
k61_480	537	0.495344506517691	1	1.95521726278451	0.0588235294117647	72	0.619968599780149	0.0401968992398068	N	N	Scheffersomyces sp.
k61_1192	446	0.385650224215247	1	0.895436655674929	0.0588235294117647	8	0.101743801429735	0.00886560088961265	N	N	parainfluenza virus 5
k61_397	1550	0.447741935483871	2	189.253624461629	0.117234596103814	99	15.0735540003471	0.0537511402811259	N	N	Influenza A virus
k61_121	204	0.426470588235294	1	0.7875150060024	0.0588235294117647	8	0.063762612969211	0.00744470498269228	N	N	parainfluenza virus 5
k61_91	258	0.60077519379845	1	0.298935956635213	0.0588235294117647	39	0.739646519491129	0.0353734875879771	N	N	Klebsiella pneumoniae
k61_1718	270	0.444444444444444	1	0.662745098039218	0.0588235294117647	61	1.23338259257999	0.0494196323729567	N	N	Klebsiella pneumoniae
k61_649	573	0.575916230366492	2	0.858049788542867	0.0665849673202614	60	1.01682837762761	0.0394637562649298	N	N	Klebsiella pneumoniae
k61_1602	230	0.130434782608696	6	1.50862811980165	0.231576119206202	543	3.24130397247893	0.464266159565789	N	N	NA
k61_1477	625	0.5296	2	0.619197733233421	0.0660359685275384	54	1.41754641705491	0.0403155037963954	N	N	Klebsiella pneumoniae
k61_979	687	0.363901018922853	1	0.693402664933376	0.0588235294117647	3	0.018745733193001	0.00254896397182935	N	N	Klebsiella pneumoniae
k61_1560	450	0.48	2	0.681310831866285	0.0793284634115084	66	1.53641847942503	0.0464846482351743	N	N	Klebsiella pneumoniae
k61_310	309	0.527508090614887	2	0.548198559820951	0.0733408748114631	54	0.999686507376805	0.0439961467359634	N	N	Klebsiella pneumoniae
k61_135	200	0.41	1	0.371635094715852	0.0588235294117647	13	0.0345695294869297	0.00777408974882603	N	N	Saccharomyces cerevisiae
k61_967	261	0.53639846743295	2	0.691482553591997	0.0760456273764259	47	1.2853373646456	0.0383112681162118	N	N	Klebsiella pneumoniae
k61_776	381	0.440944881889764	3	0.838567681934735	0.147196960519554	291	0.417037551255645	0.125184431414518	N	N	NA
k61_1126	312	0.163461538461538	5	19.4198664329698	0.165778421202242	484	35.8157406157745	0.411673576861918	N	N	NA
k61_1287	258	0.352713178294574	1	0.40237593408699	0.0559494155968576	10	0.0332045346894118	0.00680087941694927	N	N	Candidozyma auris
k61_1645	202	0.346534653465347	3	0.15381436505049	0.110752164093552	232	0.305358799781451	0.155557662031323	N	N	NA
k61_1216	265	0.584905660377358	2	0.185724947418414	0.0782504466607865	38	0.758101736847323	0.0339644346039747	N	N	Klebsiella pneumoniae
k61_1099	368	0.570652173913043	1	0.120535035719714	0.0588235294117647	51	11.8719165650961	0.0452842647623624	N	N	Klebsiella pneumoniae
k61_972	301	0.485049833887043	3	0.510249946871145	0.113102399473088	55	1.46377534719231	0.0447940878254151	N	N	Klebsiella pneumoniae
k61_797	691	0.422575976845152	1	0.592071611253194	0.0588235294117647	37	0.0644670408872124	0.0125705318625729	N	N	Candidozyma auris
k61_745	208	0.375	4	0.517752775093494	0.174600960559051	203	0.311012312634352	0.127281277841076	N	N	NA
k61_684	208	0.447115384615385	3	0.424817684464204	0.139960188968554	309	0.307260030813333	0.171453173479594	N	N	NA
k61_672	1458	0.425240054869685	2	267.61854442163	0.115970904490829	53	16.4903303059679	0.0430936954334805	N	N	Influenza A virus
k61_1233	1004	0.361553784860558	1	0.9663803892797	0.0588235294117647	23	0.0451392408252994	0.00741522498264314	N	N	Moellerella wisconsensis
k61_77	261	0.478927203065134	2	0.215598739495798	0.0924369747899159	44	1.08042732230079	0.0374495463485486	N	N	Klebsiella pneumoniae
k61_668	326	0.5	2	0.437345708867508	0.0861915763284166	42	1.08760182645904	0.0376067809953405	N	N	Klebsiella pneumoniae
k61_1639	233	0.583690987124464	2	0.297775263951734	0.10343137254902	47	0.970596940262199	0.0374060708511275	N	N	Klebsiella pneumoniae
k61_1246	310	0.458064516129032	4	0.841887240489128	0.166450659702809	414	0.506568840826792	0.21074043139324	N	N	Lampetra fluviatilis
k61_1282	204	0.362745098039216	5	0.340635634417052	0.202622652174888	178	0.165527774093679	0.109434509238874	N	N	NA
k61_472	804	0.519900497512438	3	0.914909022749003	0.0845371325044287	102	1.58517198016075	0.0536099727102484	N	N	Klebsiella pneumoniae
k61_560	327	0.565749235474006	1	0.359358288770054	0.0588235294117647	57	1.2146289488634	0.0436885673537707	N	N	Klebsiella pneumoniae
k61_1615	221	0.547511312217195	1	0.409510930809105	0.0588235294117647	39	0.774959976237471	0.0367664525083527	N	N	Klebsiella pneumoniae
k61_399	266	0.477443609022556	3	0.702022674879313	0.146120952847249	417	0.516065474634046	0.223416692577822	N	N	NA
k61_948	2974	0.555144586415602	2	1.67989007083622	0.0769501810707644	143	1.18095598778912	0.0465505215606035	N	N	NA
k61_1395	209	0.583732057416268	1	0.301563663440059	0.0588235294117647	35	0.727753167497811	0.0302056813651424	N	N	Klebsiella pneumoniae
k61_747	907	0.490628445424476	2	1.00977834508178	0.0638009049773756	65	1.31336690412095	0.0431937494786068	N	N	Klebsiella pneumoniae
k61_1454	207	0.444444444444444	1	0.25684584178499	0.0588235294117647	5	0.0276487877789505	0.00504770752478945	N	N	Cavia porcellus
k61_217	305	0.465573770491803	4	1.6402742976405	0.172201469179135	244	0.864681046753086	0.177117768022773	N	N	NA
k61_1011	289	0.536332179930796	4	0.26396698712135	0.120614643463045	443	0.367802484206142	0.227416773096328	N	N	Lampetra fluviatilis
k61_1378	296	0.402027027027027	1	0.511451639479321	0.0588235294117647	12	0.0416257935605577	0.00766063871515219	N	N	Candida albicans
k61_1538	228	0.456140350877193	1	0.653129579233829	0.0588235294117647	8	0.0672114026546113	0.0082879876816804	N	N	parainfluenza virus 5
k61_1670	215	0.558139534883721	1	0.315340253748558	0.0567474048442906	47	1.05998579573725	0.0406902367528433	N	N	Klebsiella pneumoniae
k61_47	256	0.50390625	1	0.629393553086871	0.0588235294117647	42	0.856830462079615	0.0377922823263866	N	N	Klebsiella pneumoniae
k61_126	228	0.464912280701754	4	3.53931680809687	0.205434711427877	501	2.30626482288758	0.449178071259265	N	N	NA
k61_612	236	0.593220338983051	2	0.359381715591376	0.0777750430716219	41	0.859233481771149	0.0371142607077144	N	N	Klebsiella pneumoniae
k61_1697	359	0.62116991643454	2	0.595446264964981	0.0833583528770695	44	0.816074559390726	0.0367766741389893	N	N	Klebsiella pneumoniae
k61_1097	392	0.512755102040816	5	11.1084029815396	0.151843869797133	142	9.8511096742362	0.0846465443112186	N	N	Klebsiella pneumoniae
k61_1435	269	0.353159851301115	1	1.37023352054389	0.0588235294117647	16	0.0689334477276274	0.00943915966960682	N	N	Saccharomyces cerevisiae
k61_1243	263	0.570342205323194	1	0.336774444877289	0.0588235294117647	44	0.702742226756525	0.0357861348983467	N	N	Klebsiella pneumoniae
k61_339	719	0.393602225312935	1	0.750502765208647	0.0588235294117647	16	0.0457644695540437	0.00735508373212264	N	N	Geotrichum candidum
k61_1125	442	0.504524886877828	1	0.489192386278094	0.0588235294117647	44	0.718341588251227	0.0294293129118587	N	N	Klebsiella pneumoniae
k61_903	208	0.447115384615385	4	0.772548258624192	0.187145981500337	359	0.486099905128106	0.218465224976776	N	N	NA
k61_178	253	0.351778656126482	1	0.604734576757535	0.0588235294117647	16	0.0556538187449682	0.00885429668629409	N	N	Candidozyma auris
k61_1003	250	0.6	1	0.419838523644752	0.0588235294117647	48	0.68461100290105	0.0363056030183719	N	N	Klebsiella pneumoniae
k61_870	248	0.608870967741935	1	0.265123070504798	0.0588235294117647	50	0.949720432602083	0.0396019908590161	N	N	Klebsiella pneumoniae
k61_1724	237	0.527426160337553	2	0.469548856383047	0.0724460822189882	45	0.684546981831426	0.0360823037593813	N	N	Klebsiella pneumoniae
k61_1404	236	0.415254237288136	1	0.437999590079934	0.0588235294117647	11	0.0344868936683451	0.00713949806872162	N	N	Saccharomyces cerevisiae
k61_1090	449	0.605790645879733	2	0.409533568530975	0.0775613800308091	56	0.760451783266084	0.0379788028992105	N	N	Klebsiella pneumoniae
k61_220	596	0.395973154362416	1	3.05077030812325	0.0587068160597572	47	0.212211581577242	0.0196788369416259	N	N	Saccharomyces cerevisiae
k61_1706	722	0.412742382271468	4	0.633046375194287	0.173886632249831	511	0.550609104726518	0.283204263329347	N	N	NA
k61_1067	282	0.482269503546099	3	0.448764759956068	0.112907752793341	54	0.894155740153189	0.0434387737357089	N	N	Klebsiella pneumoniae
k61_326	654	0.585626911314985	1	0.517358354384698	0.0588235294117647	57	0.735876981413017	0.0387534801404239	N	N	Klebsiella pneumoniae
k61_777	328	0.490853658536585	1	0.658492553031441	0.0588235294117647	8	0.0757563799746636	0.00911770860070861	N	N	parainfluenza virus 5
k61_17	240	0.429166666666667	3	0.33819987765221	0.133428313854277	102	0.0782941115744825	0.055813911702959	N	N	Vulpes vulpes
k61_1083	385	0.587012987012987	1	0.493966817496229	0.0588235294117647	41	0.671857018571473	0.033069101539645	N	N	Klebsiella pneumoniae
k61_1188	298	0.483221476510067	2	0.51704424503324	0.0880898214407468	56	0.942604635106513	0.0426696986353774	N	N	Klebsiella pneumoniae
k61_375	647	0.403400309119011	1	1.06155462184874	0.0588235294117647	8	0.129104066900255	0.00858612389553842	N	N	parainfluenza virus 5
k61_1138	296	0.320945945945946	1	0.440270225737354	0.0588235294117647	12	0.0265003535880118	0.00687809936143083	N	N	Saccharomyces cerevisiae
k61_183	235	0.514893617021277	2	0.193023390458546	0.0965686274509804	41	1.1578219483046	0.0378111403119829	N	N	Klebsiella pneumoniae
k61_798	924	0.483766233766234	2	0.464997444554889	0.0768551793707837	53	0.857888405760506	0.0353773230087774	N	N	Klebsiella pneumoniae
k61_1448	1652	0.535714285714286	2	2.04191732911184	0.0714866824661314	153	1.36532534631318	0.0525156430287222	N	N	Klebsiella pneumoniae
k61_758	205	0.497560975609756	2	0.368397311244905	0.0805995475113122	41	1.02229044438545	0.0374963739953194	N	N	Klebsiella pneumoniae
k61_1497	269	0.401486988847584	4	0.873438446557512	0.183057372737167	249	0.453635498494583	0.154619608859238	N	N	Siniperca chuatsi
k61_20	291	0.467353951890034	2	0.643324636176089	0.103482195553807	56	1.40645714461021	0.045108004252877	N	N	Klebsiella pneumoniae
k61_535	222	0.40990990990991	1	0.381103792868499	0.0588235294117647	9	0.0316920714824382	0.0066269688576259	N	N	Saccharomyces cerevisiae
k61_457	219	0.36986301369863	1	0.284629981024668	0.0588235294117647	20	0.0391879790829112	0.0114317768795075	N	N	Saccharomyces cerevisiae
k61_160	317	0.302839116719243	1	0.505882352941177	0.0588235294117647	13	0.0318963179886553	0.00706681082488232	N	N	Humulus lupulus
k61_641	243	0.584362139917695	1	0.9257785467128	0.0584775086505191	55	1.07234793654018	0.0445971333500326	N	N	Klebsiella pneumoniae
k61_1290	336	0.574404761904762	2	0.690452201434388	0.0721846260628145	56	0.974216873554628	0.0406502632222725	N	N	Klebsiella pneumoniae
k61_947	829	0.548854041013269	2	3.53530949443858	0.0885821309655938	54	1.07627373398198	0.0377525764536368	N	N	Klebsiella pneumoniae
k61_508	438	0.598173515981735	2	0.660880240460639	0.0784203474125132	60	1.13020824305702	0.0426958202402923	N	N	Klebsiella pneumoniae
k61_428	1371	0.399708242159008	1	2.65037760995114	0.0588235294117647	29	0.106840322282227	0.00919399441305415	N	N	Candida albicans
k61_1254	277	0.451263537906137	3	0.417218774391948	0.14568887149528	177	0.261722072739739	0.107377346729611	N	N	NA
k61_647	538	0.446096654275093	1	0.189779538758509	0.0588235294117647	1	0.00402273546011288	0.00125418617993569	N	N	Caudoviricetes sp.
k61_1430	375	0.437333333333333	5	0.70745856214852	0.184565373061834	397	0.364340068358759	0.178441819436062	N	N	NA
k61_856	208	0.384615384615385	1	0.356557377049181	0.0588235294117647	10	0.0293236884716948	0.00630869917629514	N	N	Candida dubliniensis CD36
k61_383	674	0.553412462908012	2	0.398235046230882	0.0699193721351565	73	1.08841774790644	0.0445928062989971	N	N	Klebsiella pneumoniae
k61_1620	892	0.404708520179372	1	2.83771325006895	0.0588235294117647	53	0.204294711769767	0.0187016902832947	N	N	Saccharomyces cerevisiae
k61_1288	370	0.562162162162162	2	0.621071577989759	0.0668664248541239	66	0.990554015146779	0.0436344232742081	N	N	Klebsiella pneumoniae
k61_746	259	0.44015444015444	4	0.22464741010589	0.108898747004286	220	0.181586328476881	0.117884424377069	N	N	Ralstonia solanacearum
k61_1183	310	0.583870967741935	1	0.358680057388809	0.0588235294117647	50	1.03707276144377	0.0389216545815992	N	N	Klebsiella pneumoniae
k61_1599	699	0.589413447782546	2	0.834975175967824	0.0716911764705882	53	0.784505117685443	0.0357804365368154	N	N	Klebsiella pneumoniae
k61_48	310	0.354838709677419	1	0.985665990534147	0.058553076402975	17	0.0616826099810136	0.0106900092746357	N	N	Candidozyma auris
k61_1142	233	0.416309012875536	5	0.176382975022704	0.133850523942346	254	0.270226804220825	0.169465149962456	N	N	NA
k61_45	227	0.550660792951542	1	0.352720863626349	0.0588235294117647	41	0.946442514070824	0.0348798538753706	N	N	Klebsiella pneumoniae
k61_1605	215	0.469767441860465	2	1.56883272478321	0.109243697478992	66	1.49741153922962	0.0569242094849792	N	N	Klebsiella pneumoniae
k61_542	303	0.412541254125413	3	1.19250358919964	0.166209630809276	423	0.639296407793023	0.241068843935474	N	N	NA
k61_1427	322	0.462732919254658	1	0.194285714285714	0.0559663865546218	1	0.00339083171271523	0.00121594304630173	N	N	Caudoviricetes sp.
k61_155	496	0.314516129032258	1	0.418431372549019	0.0588235294117647	3	0.0111476454002945	0.00247372041325573	N	N	Klebsiella pneumoniae
k61_679	250	0.564	1	0.542356748524652	0.0588235294117647	45	0.805486374603623	0.0387946725693125	N	N	Klebsiella pneumoniae
k61_432	449	0.579064587973274	2	0.493054542305328	0.0688443519000521	50	1.02701000454056	0.0385157599157118	N	N	Klebsiella pneumoniae
k61_209	359	0.445682451253482	1	0.211317944899479	0.0588235294117647	1	0.00381191432396252	0.00118473895582329	N	N	Caudoviricetes sp.
k61_1393	253	0.347826086956522	4	0.200732888433471	0.121103441818853	224	0.208174615717918	0.133395766934774	N	N	Populus trichocarpa
k61_370	224	0.450892857142857	4	0.200337622726205	0.121381804591091	208	0.197333545161135	0.119625088188595	N	N	Ralstonia solanacearum
k61_317	215	0.595348837209302	2	0.395129157853165	0.0796006475984889	41	1.03718243471367	0.0386106529220396	N	N	Klebsiella pneumoniae
k61_1262	215	0.544186046511628	2	0.428043206961684	0.0796006475984889	36	0.509134775506545	0.0319377311792948	N	N	Klebsiella pneumoniae
k61_1389	211	0.454976303317536	1	0.941999177293294	0.0588235294117647	10	0.0696078541409095	0.00786676450318457	N	N	Candida albicans
k61_366	278	0.539568345323741	2	0.268670396860879	0.0745713061204814	41	0.821719702841742	0.0346884903170865	N	N	Klebsiella pneumoniae
k61_1585	231	0.333333333333333	1	0.406826964362387	0.0588235294117647	10	0.0377920587748253	0.00706234606223947	N	N	Streptococcus parauberis
k61_1006	267	0.47565543071161	4	0.399002775298658	0.158887367970254	393	0.410719131035362	0.204811307248028	N	N	NA
k61_113	225	0.528888888888889	1	0.552858905800082	0.0588235294117647	45	0.754224279491651	0.0394784656439411	N	N	Klebsiella pneumoniae
k61_974	397	0.571788413098237	2	0.449900473326126	0.0801872988001171	55	1.16134286132273	0.0420580522879126	N	N	Klebsiella pneumoniae
k61_211	253	0.537549407114625	1	0.407932554129144	0.0588235294117647	51	0.725138550500875	0.039758891353262	N	N	Klebsiella pneumoniae
k61_1546	473	0.450317124735729	4	0.570331086400903	0.156764345792354	463	0.420566951182258	0.206732096741666	N	N	NA
k61_1493	292	0.363013698630137	1	0.579198159710812	0.0588235294117647	8	0.055840433183972	0.00802166689715946	N	N	parainfluenza virus 5
k61_42	230	0.656521739130435	1	0.332975525976814	0.0588235294117647	34	0.720190229727059	0.032692485109374	N	N	Klebsiella pneumoniae
k61_511	274	0.576642335766423	1	0.865725490196076	0.0588235294117647	55	0.988089672346761	0.0444723510972139	N	N	NA
k61_1065	296	0.584459459459459	1	0.347093223254214	0.0588235294117647	40	0.685697281273144	0.0356874423449545	N	N	NA
k61_1682	301	0.588039867109635	2	0.418075527296608	0.0737229102167183	41	0.752338153585891	0.0333818269343371	N	N	Klebsiella pneumoniae
k61_79	242	0.495867768595041	2	0.341758793278882	0.0894109396914446	57	1.38111860398174	0.0491126589640222	N	N	Klebsiella pneumoniae
k61_1588	288	0.361111111111111	1	0.267363571934798	0.0570517363571935	13	0.0286817547365924	0.00705568204865387	N	N	Saccharomyces cerevisiae
k61_635	257	0.33852140077821	1	0.436696532917803	0.0588235294117647	10	0.033146099326258	0.00599020061962888	N	N	Candida jiufengensis
k61_390	312	0.618589743589744	2	0.582535784062745	0.0840601224717016	47	0.977027242792793	0.0395724458952454	N	N	Klebsiella pneumoniae
k61_418	263	0.585551330798479	1	0.293351216708182	0.0580570990611228	42	0.838066696762055	0.0345763135587819	N	N	Klebsiella pneumoniae
k61_1048	207	0.642512077294686	1	0.393627450980392	0.0588235294117647	36	0.498543554463111	0.0323008168040186	N	N	Klebsiella pneumoniae
k61_692	595	0.389915966386555	1	0.516090201428457	0.0588235294117647	20	0.0433060169419096	0.00918381735764928	N	N	Candidozyma auris
k61_277	302	0.559602649006622	1	0.465990169652767	0.0588235294117647	40	0.806702148683213	0.0353365074225296	N	N	Klebsiella pneumoniae
k61_711	1233	0.556366585563666	2	0.933166725177643	0.0696180270098521	78	1.10896312392571	0.0415703392054358	N	N	Klebsiella pneumoniae
k61_1026	230	0.430434782608696	1	2.34539163258886	0.0585089650833595	24	0.264060550797281	0.0142449088242354	N	N	Candidozyma auris
k61_495	325	0.415384615384615	3	0.726004123348702	0.158037807112796	441	0.511032874740638	0.236061048295629	N	N	NA
k61_521	288	0.545138888888889	1	0.345909792488424	0.0588235294117647	36	0.626101688775993	0.0318273443184336	N	N	Klebsiella pneumoniae
k61_1102	530	0.562264150943396	2	0.749381611849795	0.0767882572023223	47	0.664692851906847	0.0359083214054006	N	N	Klebsiella pneumoniae
k61_414	300	0.56	2	0.484004980970208	0.0862102217936355	61	1.35467275342093	0.0474246692241461	N	N	Klebsiella pneumoniae
k61_61	275	0.570909090909091	2	0.261266787017147	0.0747440766671845	48	0.838372530246289	0.0376427901936183	N	N	Klebsiella pneumoniae
k61_345	289	0.401384083044983	1	0.297223237120935	0.0588235294117647	5	1.2518714429017	0.00548499046619971	N	N	Klebsiella pneumoniae
k61_922	202	0.618811881188119	1	0.250507099391481	0.0588235294117647	39	0.7303929091728	0.0353132058490996	N	N	Klebsiella pneumoniae
k61_748	248	0.419354838709677	1	0.522390891840607	0.0588235294117647	16	0.0698968112189825	0.00993174148222687	N	N	Saccharomyces cerevisiae
