fragment	annotation	frquency	length	status
rand.29.k141_1338	Variovorax sp. V93	1	422	Annotated
rand.29.k141_5588	Pseudomonas aeruginosa	6	1750	Annotated
rand.29.k141_1510	Pseudomonas aeruginosa	63	328	Annotated
rand.29.k141_5284	Stenotrophomonas maltophilia	76	348	Annotated
rand.29.k141_4209	Variovorax paradoxus	1	379	Annotated
rand.29.k141_4694	Burkholderia pseudomallei	9	612	Annotated
rand.29.k141_5426	Pusillimonas sp. DMV24BSW_D	1	306	Annotated
rand.29.k141_2482	Ralstonia solanacearum	3	332	Annotated
rand.29.k141_6276	Mnemiopsis leidyi	1	344	Annotated
rand.29.k141_5339	Stenotrophomonas maltophilia	60	417	Annotated
rand.29.k141_890	Burkholderia pseudomallei	2	626	Annotated
rand.29.k141_2807	Purpureocillium takamizusanense	2	306	Annotated
rand.29.k141_2512	Ralstonia solanacearum	57	383	Annotated
rand.29.k141_3408	Delftia acidovorans	4	451	Annotated
rand.29.k141_4514	Stenotrophomonas maltophilia	2	571	Annotated
rand.29.k141_2799	Ralstonia solanacearum	41	373	Annotated
rand.29.k141_5450	Xanthomonas oryzae pv. oryzae	13	927	Annotated
rand.29.k141_1223	Pseudomonas aeruginosa	12	547	Annotated
rand.29.k141_914	Burkholderia cepacia	6	474	Annotated
rand.29.k141_3582	Pseudomonas tohonis	3	432	Annotated
rand.81.k141_7021	Xanthomonas sp. WHRI 6108	1	408	Annotated
rand.81.k141_6899	Mastacembelus armatus	1	301	Annotated
rand.81.k141_1211	Ralstonia solanacearum	33	558	Annotated
rand.81.k141_837	Burkholderia cepacia ATCC 25416	3	477	Annotated
rand.81.k141_4955	Burkholderia glumae	12	475	Annotated
rand.81.k141_4803	Xanthomonas citri pv. malvacearum	15	315	Annotated
rand.81.k141_1226	Variovorax sp. SCN45	1	391	Annotated
rand.81.k141_4597	Delftia acidovorans	7	321	Annotated
rand.81.k141_2473	Pseudomonas chlororaphis	5	437	Annotated
rand.81.k141_4060	Stenotrophomonas maltophilia	1	369	Annotated
rand.81.k141_3078	Pseudomonas aeruginosa	17	333	Annotated
rand.81.k141_1583	Pseudomonas atacamensis	7	438	Annotated
rand.81.k141_2871	Stenotrophomonas maltophilia	8	313	Annotated
rand.81.k141_6992	Stenotrophomonas maltophilia	25	725	Annotated
rand.81.k141_116	Delftia tsuruhatensis	10	385	Annotated
rand.81.k141_940	Escherichia coli	59	344	Annotated
rand.81.k141_1784	Burkholderia pseudomallei	44	573	Annotated
rand.81.k141_1394	NA	NA	641	Unannotated
rand.81.k141_3554	Pseudomonas protegens	25	446	Annotated
rand.81.k141_1809	Stenotrophomonas maltophilia	9	412	Annotated
rand.81.k141_1186	Mycolicibacterium smegmatis	18	386	Annotated
rand.81.k141_716	Glycine max	85	337	Annotated
rand.81.k141_7744	Chikungunya virus	100	11773	Annotated
rand.81.k141_487	Comamonas thiooxydans	2	395	Annotated
rand.81.k141_6437	Stenotrophomonas maltophilia	1	575	Annotated
rand.81.k141_3895	Variovorax paradoxus	9	336	Annotated
rand.81.k141_2840	Variovorax paradoxus EPS	1	308	Annotated
rand.81.k141_3900	Stenotrophomonas maltophilia	3	425	Annotated
rand.81.k141_372	Variovorax paradoxus	1	379	Annotated
rand.81.k141_6114	Variovorax paradoxus	3	332	Annotated
rand.81.k141_90	Stenotrophomonas maltophilia	8	504	Annotated
rand.81.k141_6740	Sphingomonas paucimobilis	5	350	Annotated
rand.81.k141_7945	NA	NA	282	Unannotated
rand.81.k141_5735	human gammaherpesvirus 4	19	654	Annotated
rand.81.k141_5207	Stenotrophomonas maltophilia	1	843	Annotated
rand.81.k141_892	Stenotrophomonas maltophilia	2	465	Annotated
rand.81.k141_2192	uncultured Cohaesibacter sp.	4	303	Annotated
rand.81.k141_2371	Variovorax paradoxus	2	520	Annotated
rand.81.k141_4438	Delftia tsuruhatensis	9	404	Annotated
rand.81.k141_6737	Chondrocystis sp. NIES-4102	1	365	Annotated
rand.81.k141_282	Paraburkholderia fungorum	2	428	Annotated
rand.81.k141_3246	Achromobacter xylosoxidans	31	403	Annotated
rand.81.k141_3398	Cupriavidus taiwanensis	9	315	Annotated
rand.81.k141_5155	Fusarium odoratissimum NRRL 54006	8	507	Annotated
rand.81.k141_7396	Rhizobium sp. NXC24	1	357	Annotated
rand.81.k141_5891	Stenotrophomonas maltophilia	27	312	Annotated
rand.81.k141_7628	Stenotrophomonas maltophilia	3	507	Annotated
rand.81.k141_3411	Stenotrophomonas maltophilia	3	423	Annotated
rand.81.k141_305	Achromobacter xylosoxidans	28	351	Annotated
rand.89.k141_6408	Stenotrophomonas maltophilia	2	508	Annotated
rand.81.k141_5473	Burkholderia pseudomallei	9	612	Annotated
rand.81.k141_5454	Bordetella hinzii	11	653	Annotated
rand.81.k141_3169	Stenotrophomonas maltophilia	6	404	Annotated
rand.81.k141_6499	Bordetella hinzii	11	313	Annotated
rand.81.k141_243	Delftia acidovorans	7	434	Annotated
rand.81.k141_2116	Burkholderia glumae	17	414	Annotated
rand.81.k141_5251	NA	NA	320	Unannotated
rand.81.k141_2123	Aedes aegypti	10	558	Annotated
rand.81.k141_3220	Variovorax paradoxus	9	321	Annotated
rand.89.k141_2135	Pleurocapsa sp. FMAR1	1	334	Annotated
rand.89.k141_6396	Xanthomonas citri pv. malvacearum	15	465	Annotated
rand.89.k141_2868	Pseudomonas xanthosomatis	1	352	Annotated
rand.89.k141_6399	Alicycliphilus denitrificans	2	424	Annotated
rand.89.k141_2418	Pseudomonas sp. LG1D9	1	502	Annotated
rand.89.k141_2154	synthetic construct	46	465	Annotated
rand.89.k141_7282	NA	NA	330	Unannotated
rand.89.k141_7459	Burkholderia contaminans	3	438	Annotated
rand.89.k141_3071	Acinetobacter baumannii	13	563	Annotated
rand.89.k141_624	Ralstonia insidiosa	2	496	Annotated
rand.89.k141_3091	Variovorax paradoxus	6	407	Annotated
rand.89.k141_2183	Delftia tsuruhatensis	2	302	Annotated
rand.89.k141_586	Stenotrophomonas maltophilia	3	767	Annotated
rand.89.k141_7901	Stenotrophomonas maltophilia	2	368	Annotated
rand.89.k141_2366	Stenotrophomonas maltophilia	2	387	Annotated
rand.89.k141_2382	Ralstonia solanacearum	5	368	Annotated
rand.89.k141_852	Stenotrophomonas maltophilia	21	687	Annotated
rand.89.k141_8099	Azonexus hydrophilus	1	411	Annotated
rand.89.k141_4610	Variovorax paradoxus	2	324	Annotated
rand.89.k141_7230	Delftia acidovorans	8	928	Annotated
rand.89.k141_6798	Bradyrhizobium quebecense	1	356	Annotated
rand.89.k141_867	Bradyrhizobium diazoefficiens	77	335	Annotated
rand.89.k141_1100	Delftia tsuruhatensis	10	553	Annotated
rand.89.k141_6814	Streptomyces europaeiscabiei	7	308	Annotated
rand.89.k141_5054	Delftia acidovorans	8	328	Annotated
rand.89.k141_7214	Xanthomonas campestris pv. campestris	15	307	Annotated
rand.89.k141_3913	Variovorax paradoxus	11	320	Annotated
rand.89.k141_1062	Burkholderia cepacia	4	313	Annotated
rand.89.k141_4547	Variovorax paradoxus	2	344	Annotated
rand.89.k141_8378	Auritidibacter ignavus	7	330	Annotated
rand.89.k141_1041	Stenotrophomonas maltophilia	3	334	Annotated
rand.89.k141_8062	Ralstonia solanacearum	9	464	Annotated
rand.89.k141_2571	Delftia tsuruhatensis	10	384	Annotated
rand.89.k141_5081	Stenotrophomonas maltophilia	5	630	Annotated
rand.89.k141_186	Roseibium aggregatum	4	632	Annotated
rand.89.k141_2793	Variovorax paradoxus	2	318	Annotated
rand.89.k141_5260	Xylella fastidiosa	5	314	Annotated
rand.89.k141_7644	Burkholderia cenocepacia	26	395	Annotated
rand.89.k141_8322	Stenotrophomonas maltophilia	24	546	Annotated
rand.89.k141_3890	Stenotrophomonas maltophilia	5	416	Annotated
rand.89.k141_5278	Stenotrophomonas maltophilia	14	412	Annotated
rand.89.k141_783	Variovorax paradoxus	7	334	Annotated
rand.89.k141_4191	Variovorax paradoxus	1	304	Annotated
rand.89.k141_1206	Stenotrophomonas maltophilia	6	393	Annotated
rand.89.k141_4795	Pseudomonas chlororaphis	22	399	Annotated
rand.89.k141_1012	Variovorax sp. SCN45	1	332	Annotated
rand.89.k141_3501	Ralstonia solanacearum	5	341	Annotated
rand.89.k141_156	Achromobacter xylosoxidans	31	397	Annotated
rand.89.k141_560	Stenotrophomonas maltophilia	1	316	Annotated
rand.89.k141_6735	Achromobacter xylosoxidans	35	404	Annotated
rand.89.k141_6084	Myxococcus xanthus	10	698	Annotated
rand.89.k141_5004	Variovorax paradoxus	9	329	Annotated
rand.89.k141_2069	Pseudomonas aeruginosa	87	498	Annotated
rand.89.k141_2742	Variovorax paradoxus	7	547	Annotated
rand.89.k141_102	Stenotrophomonas maltophilia	59	428	Annotated
rand.89.k141_1607	Caulobacter vibrioides	6	316	Annotated
rand.89.k141_772	Stenotrophomonas maltophilia	3	478	Annotated
rand.89.k141_6060	NA	NA	374	Unannotated
rand.89.k141_3463	Stenotrophomonas maltophilia	10	445	Annotated
rand.89.k141_1630	Ralstonia insidiosa	2	312	Annotated
rand.89.k141_7391	Planktothrix agardhii	9	498	Annotated
rand.89.k141_5243	Stenotrophomonas maltophilia	1	972	Annotated
rand.89.k141_944	Variovorax paradoxus	9	317	Annotated
rand.89.k141_5202	Achromobacter xylosoxidans	19	602	Annotated
rand.89.k141_1387	NA	NA	384	Unannotated
rand.89.k141_8450	Rhodococcus phage Dorin	1	326	Annotated
rand.89.k141_5741	Paraburkholderia fungorum	5	540	Annotated
rand.89.k141_1844	NA	NA	394	Unannotated
rand.89.k141_4997	Variovorax sp. SCN45	1	331	Annotated
rand.89.k141_5160	Cupriavidus taiwanensis	9	312	Annotated
rand.89.k141_4100	Delftia tsuruhatensis	3	630	Annotated
rand.89.k141_5641	NA	NA	412	Unannotated
rand.89.k141_3830	Xanthomonas hyacinthi	1	386	Annotated
rand.89.k141_5704	Stenotrophomonas maltophilia	3	301	Annotated
rand.89.k141_4335	Ralstonia solanacearum	34	406	Annotated
rand.89.k141_6195	Mycobacterium avium subsp. paratuberculosis	10	340	Annotated
rand.89.k141_7980	Achromobacter denitrificans	8	303	Annotated
rand.89.k141_707	Enterobacter hormaechei	46	452	Annotated
rand.89.k141_912	Achromobacter xylosoxidans	4	340	Annotated
rand.89.k141_1132	Bordetella pertussis	15	449	Annotated
rand.89.k141_4220	Xanthomonas sacchari	9	397	Annotated
rand.89.k141_1787	Ralstonia insidiosa	2	309	Annotated
rand.89.k141_4683	Variovorax paradoxus	1	385	Annotated
rand.89.k141_5121	Suinzona borowieci	3	348	Annotated
rand.89.k141_4688	Stenotrophomonas maltophilia	1	430	Annotated
rand.89.k141_6431	Variovorax paradoxus	3	343	Annotated
rand.89.k141_4023	Delftia lacustris	5	317	Annotated
rand.65.k141_1368	Achromobacter xylosoxidans	2	609	Annotated
rand.65.k141_2536	Ralstonia pseudosolanacearum	34	305	Annotated
rand.65.k141_5329	Cupriavidus oxalaticus	4	352	Annotated
rand.65.k141_5707	Tistrella mobilis	13	452	Annotated
rand.65.k141_5164	Delftia lacustris	1	316	Annotated
rand.65.k141_3261	Pseudomonas aeruginosa	35	774	Annotated
rand.65.k141_3265	NA	NA	311	Unannotated
rand.65.k141_7312	Burkholderia thailandensis	12	449	Annotated
rand.65.k141_2317	Asaia lannensis	1	335	Annotated
rand.65.k141_2795	Stenotrophomonas maltophilia	21	490	Annotated
rand.65.k141_3953	Xanthomonas translucens pv. undulosa	14	435	Annotated
rand.65.k141_3292	Stenotrophomonas maltophilia	21	372	Annotated
rand.65.k141_965	Stenotrophomonas maltophilia	1	1010	Annotated
rand.65.k141_3255	Stenotrophomonas maltophilia	2	304	Annotated
rand.65.k141_6541	Variovorax paradoxus	5	414	Annotated
rand.65.k141_4394	Variovorax paradoxus	3	442	Annotated
rand.65.k141_7135	Pseudomonas aeruginosa	35	371	Annotated
rand.65.k141_1704	Variovorax paradoxus	2	373	Annotated
rand.65.k141_3577	Pseudomonas syringae pv. actinidiae	14	347	Annotated
rand.65.k141_3128	Stenotrophomonas maltophilia	5	355	Annotated
rand.65.k141_4977	Pseudomonas aeruginosa	12	562	Annotated
rand.65.k141_4545	Oxalobacter aliiformigenes	6	337	Annotated
rand.65.k141_6309	Achromobacter xylosoxidans	6	316	Annotated
rand.65.k141_2688	Ralstonia solanacearum	51	402	Annotated
rand.65.k141_3521	Stenotrophomonas maltophilia	2	358	Annotated
rand.65.k141_918	Stenotrophomonas maltophilia	12	362	Annotated
rand.65.k141_730	Caulobacter flavus	1	329	Annotated
rand.65.k141_4921	Burkholderia cenocepacia	25	367	Annotated
rand.65.k141_3679	Bradyrhizobium diazoefficiens	53	364	Annotated
rand.65.k141_7706	NA	NA	282	Unannotated
rand.65.k141_7481	Ralstonia solanacearum	2	630	Annotated
rand.65.k141_322	Pseudomonas aeruginosa	42	528	Annotated
rand.65.k141_2464	Achromobacter xylosoxidans	32	368	Annotated
rand.65.k141_3690	Bordetella holmesii	66	301	Annotated
rand.65.k141_1986	Stenotrophomonas maltophilia	1	506	Annotated
rand.65.k141_4444	Stenotrophomonas maltophilia	2	563	Annotated
rand.65.k141_521	synthetic construct	11	344	Annotated
rand.65.k141_4304	Paracidovorax citrulli	12	309	Annotated
rand.65.k141_2427	Xanthomonas campestris pv. raphani	12	457	Annotated
rand.65.k141_3057	Achromobacter xylosoxidans	3	405	Annotated
rand.65.k141_6048	Stenotrophomonas maltophilia	13	341	Annotated
rand.65.k141_6487	Achromobacter xylosoxidans	2	341	Annotated
rand.65.k141_3878	Uranotaenia lowii	6	1418	Annotated
rand.65.k141_6250	Delftia acidovorans	7	520	Annotated
rand.65.k141_6061	Glycine max	6	483	Annotated
rand.65.k141_3473	Burkholderia pseudomallei	64	324	Annotated
rand.65.k141_2830	Variovorax paradoxus	2	316	Annotated
rand.65.k141_259	Burkholderia multivorans	6	370	Annotated
rand.65.k141_5835	Escherichia coli	15	464	Annotated
rand.65.k141_4635	bacterium enrichment culture	1	401	Annotated
rand.65.k141_7026	Achromobacter xylosoxidans NH44784-1996	1	328	Annotated
rand.65.k141_7030	Caulobacter flavus	1	318	Annotated
rand.65.k141_2224	Stenotrophomonas maltophilia	67	371	Annotated
rand.65.k141_177	Variovorax sp. SCN45	1	333	Annotated
rand.65.k141_7034	NA	NA	563	Unannotated
rand.65.k141_1218	Stenotrophomonas maltophilia	1	410	Annotated
rand.65.k141_2653	Solanum lycopersicum	12	364	Annotated
rand.65.k141_4848	Pteropus vampyrus	17	305	Annotated
rand.89.k141_7537	Mesorhizobium sp. ANAO-SY3R2	1	339	Annotated
rand.89.k141_1579	Staphylococcus argenteus	21	363	Annotated
rand.89.k141_262	Kytococcus sedentarius	4	310	Annotated
rand.89.k141_279	Stenotrophomonas maltophilia	5	356	Annotated
rand.89.k141_1566	Burkholderia multivorans	36	315	Annotated
rand.89.k141_4965	Stenotrophomonas maltophilia	2	624	Annotated
rand.89.k141_8232	Rhodoferax ferrireducens T118	1	629	Annotated
rand.89.k141_934	Diaphorobacter sp. C33	1	324	Annotated
rand.89.k141_3597	Ralstonia pseudosolanacearum	28	342	Annotated
rand.89.k141_4260	Stenotrophomonas maltophilia	2	651	Annotated
rand.89.k141_1825	Ralstonia insidiosa	2	347	Annotated
rand.71.k141_1249	Burkholderia multivorans	26	344	Annotated
rand.65.k141_6423	Xanthomonas campestris pv. raphani	19	410	Annotated
rand.71.k141_4989	Stenotrophomonas maltophilia	1	404	Annotated
rand.65.k141_2404	Pseudomonas fulva	2	301	Annotated
rand.71.k141_3867	Streptococcus parauberis	19	347	Annotated
rand.71.k141_3906	Pseudomonas aeruginosa	12	498	Annotated
rand.65.k141_3402	Cupriavidus taiwanensis	9	429	Annotated
rand.65.k141_36	Stenotrophomonas maltophilia K279a	1	474	Annotated
rand.65.k141_3607	Pseudomonas aeruginosa	34	639	Annotated
rand.65.k141_80	Burkholderia glumae	29	312	Annotated
rand.65.k141_5418	Ralstonia solanacearum	14	313	Annotated
rand.65.k141_838	Pseudomonas aeruginosa	34	361	Annotated
rand.71.k141_571	Variovorax paradoxus	1	341	Annotated
rand.71.k141_5322	Stenotrophomonas maltophilia	4	371	Annotated
rand.71.k141_2922	Stenotrophomonas maltophilia	1	439	Annotated
rand.71.k141_3849	Stenotrophomonas maltophilia	2	337	Annotated
rand.71.k141_4920	Xanthomonas translucens pv. undulosa	12	353	Annotated
rand.71.k141_4398	Stenotrophomonas maltophilia	2	349	Annotated
rand.71.k141_606	Stenotrophomonas maltophilia	28	415	Annotated
rand.71.k141_618	Pseudomonas aeruginosa	39	352	Annotated
rand.71.k141_3569	Stenotrophomonas maltophilia	5	551	Annotated
rand.71.k141_3577	Agrobacterium tumefaciens	16	460	Annotated
rand.71.k141_1095	Pseudomonas aeruginosa	30	370	Annotated
rand.71.k141_4964	Delftia acidovorans	1	318	Annotated
rand.71.k141_2247	NA	NA	389	Unannotated
rand.71.k141_4607	Achromobacter xylosoxidans	17	491	Annotated
rand.71.k141_5292	Roseomonas mucosa	10	535	Annotated
rand.71.k141_3204	Stenotrophomonas maltophilia	1	371	Annotated
rand.71.k141_1479	Burkholderia plantarii	2	467	Annotated
rand.71.k141_1498	uncultured Cohaesibacter sp.	4	480	Annotated
rand.71.k141_3654	Photobacterium leiognathi subsp. mandapamensis	7	477	Annotated
rand.71.k141_533	Stenotrophomonas maltophilia	4	499	Annotated
rand.71.k141_3684	Pseudomonas aeruginosa	78	348	Annotated
rand.71.k141_1697	Pseudomonas aeruginosa	20	371	Annotated
rand.89.k141_4209	Streptococcus salivarius	27	313	Annotated
rand.65.k141_3319	NA	NA	339	Unannotated
rand.89.k141_1122	Cupriavidus taiwanensis	9	307	Annotated
rand.65.k141_7330	Achromobacter xylosoxidans	3	301	Annotated
rand.65.k141_5744	Bordetella pertussis	58	416	Annotated
rand.65.k141_2398	Stenotrophomonas maltophilia	14	309	Annotated
rand.65.k141_6382	Bordetella hinzii	19	320	Annotated
rand.89.k141_5526	Stenotrophomonas maltophilia	10	319	Annotated
rand.89.k141_442	Stenotrophomonas maltophilia	1	840	Annotated
rand.89.k141_3987	Serratia marcescens	6	451	Annotated
rand.89.k141_1992	Caudoviricetes sp.	1	349	Annotated
rand.25.k141_2937	Escherichia phage T7	88	2424	Annotated
rand.71.k141_2731	Xanthomonas citri pv. malvacearum	15	583	Annotated
rand.25.k141_2549	Xanthomonas citri pv. citri	29	339	Annotated
rand.71.k141_5069	Achromobacter xylosoxidans	4	336	Annotated
rand.25.k141_2740	Pseudomonas aeruginosa	32	336	Annotated
rand.25.k141_590	Achromobacter xylosoxidans	11	348	Annotated
rand.25.k141_3350	Ralstonia solanacearum	7	426	Annotated
rand.71.k141_5345	NA	NA	318	Unannotated
rand.71.k141_4566	Bordetella pertussis	80	361	Annotated
rand.71.k141_656	Ralstonia insidiosa	2	324	Annotated
rand.71.k141_972	Paracidovorax citrulli	12	375	Annotated
rand.71.k141_823	Burkholderia glumae	28	442	Annotated
rand.7.k141_5374	Achromobacter xylosoxidans	2	326	Annotated
rand.25.k141_1764	Variovorax paradoxus	3	371	Annotated
rand.7.k141_2253	Variovorax sp. SCN45	1	428	Annotated
rand.25.k141_927	Stenotrophomonas maltophilia	4	410	Annotated
rand.25.k141_3802	Pseudomonas aeruginosa	62	342	Annotated
rand.7.k141_6203	Bradyrhizobium elkanii	11	307	Annotated
rand.7.k141_6039	Delftia lacustris	1	303	Annotated
rand.7.k141_2268	Stenotrophomonas maltophilia	3	302	Annotated
rand.7.k141_5402	Stenotrophomonas maltophilia	4	386	Annotated
rand.7.k141_4565	Variovorax paradoxus	2	451	Annotated
rand.25.k141_2056	Stenotrophomonas maltophilia	5	308	Annotated
rand.25.k141_9	Delftia tsuruhatensis	4	344	Annotated
rand.25.k141_218	Pseudomonas aeruginosa	2	348	Annotated
rand.7.k141_3396	Xanthomonas arboricola	3	324	Annotated
rand.7.k141_5017	Stenotrophomonas maltophilia	6	563	Annotated
rand.7.k141_5361	Ralstonia pseudosolanacearum	8	380	Annotated
rand.7.k141_1138	Achromobacter xylosoxidans	4	383	Annotated
rand.7.k141_2896	Xanthomonas arboricola	11	353	Annotated
rand.7.k141_438	Achromobacter xylosoxidans	2	309	Annotated
rand.7.k141_133	Klebsiella pneumoniae	1	310	Annotated
rand.7.k141_4910	Stenotrophomonas maltophilia	12	1123	Annotated
rand.7.k141_2924	Bordetella avium	5	301	Annotated
rand.7.k141_4913	Stenotrophomonas maltophilia	2	509	Annotated
rand.7.k141_4817	Cupriavidus oxalaticus	5	413	Annotated
rand.7.k141_4191	Variovorax paradoxus	2	313	Annotated
rand.7.k141_2554	Halocatena marina	3	358	Annotated
rand.7.k141_4195	Prescottella equi	21	582	Annotated
rand.7.k141_3394	Variovorax paradoxus	8	304	Annotated
rand.7.k141_4173	Variovorax paradoxus	10	301	Annotated
rand.7.k141_3383	Bipolaris maydis	2	433	Annotated
rand.7.k141_2568	Pseudomonas protegens	4	376	Annotated
rand.7.k141_1960	Variovorax sp. SCN45	1	365	Annotated
rand.7.k141_5138	Burkholderia contaminans	17	314	Annotated
rand.7.k141_4867	Variovorax paradoxus	7	453	Annotated
rand.7.k141_2597	NA	NA	352	Unannotated
rand.7.k141_3110	Ralstonia solanacearum	42	475	Annotated
rand.7.k141_3159	Achromobacter xylosoxidans	2	311	Annotated
rand.7.k141_4364	Ralstonia solanacearum	2	332	Annotated
rand.7.k141_5495	Bordetella genomosp. 9	2	451	Annotated
rand.7.k141_2704	Stenotrophomonas maltophilia	42	331	Annotated
rand.7.k141_268	Polaromonas naphthalenivorans CJ2	1	568	Annotated
rand.7.k141_3175	NA	NA	302	Unannotated
rand.7.k141_1432	Aeromonas dhakensis	19	410	Annotated
rand.7.k141_3866	Stenotrophomonas maltophilia	1	439	Annotated
rand.7.k141_2114	Variovorax sp. PDNC026	1	393	Annotated
rand.7.k141_3578	Stenotrophomonas maltophilia	63	311	Annotated
rand.7.k141_4166	Stenotrophomonas maltophilia	65	336	Annotated
rand.7.k141_6289	Bordetella hinzii	11	328	Annotated
rand.7.k141_5136	Pseudomonas chlororaphis subsp. piscium	13	317	Annotated
rand.7.k141_4002	Pseudomonas aeruginosa	6	437	Annotated
rand.7.k141_1241	Xanthomonas oryzae pv. oryzae	16	305	Annotated
rand.7.k141_4711	Pseudomonas aeruginosa	68	331	Annotated
rand.7.k141_5981	Terrirubrum flagellatum	1	301	Annotated
rand.7.k141_4950	Cupriavidus gilardii	3	357	Annotated
rand.7.k141_3012	Stenotrophomonas maltophilia	2	484	Annotated
rand.7.k141_5952	Pseudomonas sp. JBR1	1	384	Annotated
rand.7.k141_5469	Ralstonia solanacearum	4	311	Annotated
rand.7.k141_2519	Bradyrhizobium diazoefficiens	11	316	Annotated
rand.7.k141_5958	Bordetella hinzii	11	400	Annotated
rand.7.k141_1228	Xanthomonas campestris pv. campestris	86	440	Annotated
rand.7.k141_2197	Variovorax sp. PMC12	1	372	Annotated
rand.7.k141_4148	Cupriavidus metallidurans	1	314	Annotated
rand.7.k141_345	Klebsiella pneumoniae	21	359	Annotated
rand.7.k141_1041	Pseudomonas chlororaphis	30	511	Annotated
rand.7.k141_2842	Achromobacter xylosoxidans	32	429	Annotated
rand.7.k141_4677	Mesorhizobium sp. B2-1-8	1	354	Annotated
rand.7.k141_1352	Variovorax paradoxus	10	357	Annotated
rand.7.k141_1860	Miscanthus floridulus	5	364	Annotated
rand.7.k141_1367	Stenotrophomonas maltophilia	2	347	Annotated
rand.7.k141_5813	Stenotrophomonas maltophilia	1	309	Annotated
rand.7.k141_3005	Paracidovorax avenae	10	396	Annotated
rand.7.k141_358	Delftia tsuruhatensis	2	325	Annotated
rand.7.k141_5455	Xanthomonas sacchari	9	879	Annotated
rand.7.k141_6070	Malassezia globosa CBS 7966	1	931	Annotated
rand.7.k141_3316	Burkholderia vietnamiensis	6	305	Annotated
rand.7.k141_174	Delftia tsuruhatensis	3	547	Annotated
rand.7.k141_4133	Stenotrophomonas maltophilia	14	829	Annotated
rand.7.k141_1816	Xanthomonas citri pv. phaseoli var. fuscans	4	307	Annotated
rand.7.k141_3959	Fusarium oxysporum f. sp. vasinfectum	7	313	Annotated
rand.7.k141_1831	Dufourea novaeangliae	2	331	Annotated
rand.7.k141_5771	Paracoccus sp. Arc7-R13	1	335	Annotated
rand.7.k141_2830	Ralstonia pseudosolanacearum	24	405	Annotated
rand.7.k141_4128	Bradyrhizobium diazoefficiens	58	372	Annotated
rand.7.k141_4447	Variovorax sp. V213	1	335	Annotated
rand.7.k141_3780	Delftia lacustris	1	310	Annotated
rand.21.k141_4918	Stenotrophomonas maltophilia	56	589	Annotated
rand.7.k141_2296	Cupriavidus necator N-1	1	332	Annotated
rand.21.k141_3869	Stenotrophomonas maltophilia	13	396	Annotated
rand.7.k141_4114	Ralstonia pseudosolanacearum	23	417	Annotated
rand.21.k141_3221	Stenotrophomonas maltophilia	9	327	Annotated
rand.21.k141_7551	Delftia acidovorans	3	385	Annotated
rand.21.k141_1262	Achromobacter xylosoxidans	33	334	Annotated
rand.21.k141_3440	Serratia marcescens	20	577	Annotated
rand.7.k141_1489	Delftia acidovorans	5	660	Annotated
rand.7.k141_0	Achromobacter xylosoxidans	4	308	Annotated
rand.7.k141_1972	Stenotrophomonas maltophilia	10	316	Annotated
rand.21.k141_3014	Variovorax paradoxus	2	305	Annotated
rand.21.k141_4903	Stenotrophomonas maltophilia	38	316	Annotated
rand.21.k141_6261	Pseudomonas aeruginosa	42	583	Annotated
rand.21.k141_1679	Pseudomonas chlororaphis	3	759	Annotated
rand.21.k141_6465	Chryseobacterium indologenes	12	313	Annotated
rand.21.k141_2310	NA	NA	320	Unannotated
rand.21.k141_1706	Stenotrophomonas maltophilia	6	335	Annotated
rand.21.k141_2778	Burkholderia vietnamiensis	3	370	Annotated
rand.21.k141_4270	Stenotrophomonas maltophilia	1	333	Annotated
rand.21.k141_7335	Enterobacter hormaechei	81	363	Annotated
rand.21.k141_6686	Variovorax paradoxus	2	371	Annotated
rand.21.k141_2663	Roseomonas mucosa	10	715	Annotated
rand.21.k141_5224	Achromobacter xylosoxidans	2	342	Annotated
rand.21.k141_7653	Bradyrhizobium diazoefficiens	26	325	Annotated
rand.21.k141_4392	Stenotrophomonas maltophilia	2	478	Annotated
rand.21.k141_8033	NA	NA	468	Unannotated
rand.21.k141_5913	Sinorhizobium medicae	8	308	Annotated
rand.21.k141_2624	NA	NA	378	Unannotated
rand.21.k141_7422	Variovorax sp. SCN45	1	417	Annotated
rand.21.k141_3121	Variovorax paradoxus	2	312	Annotated
rand.21.k141_6395	Pusillimonas sp. T7-7	1	337	Annotated
rand.25.k141_2613	Stenotrophomonas maltophilia	4	371	Annotated
rand.25.k141_1318	Burkholderia plantarii	2	467	Annotated
rand.25.k141_3134	Achromobacter xylosoxidans	1	366	Annotated
rand.25.k141_816	Pseudomonas aeruginosa	16	324	Annotated
rand.25.k141_454	Cupriavidus metallidurans	2	485	Annotated
rand.25.k141_64	Stenotrophomonas maltophilia	1	357	Annotated
rand.25.k141_3784	Stenotrophomonas maltophilia	55	333	Annotated
rand.25.k141_2236	Rhodoferax ferrireducens T118	1	505	Annotated
rand.25.k141_2355	Stenotrophomonas maltophilia	3	409	Annotated
rand.25.k141_468	Stenotrophomonas maltophilia	2	487	Annotated
rand.25.k141_3158	Stenotrophomonas maltophilia	2	463	Annotated
rand.25.k141_1436	Streptococcus salivarius	34	337	Annotated
rand.25.k141_3950	Paracidovorax avenae	14	286	Annotated
rand.25.k141_2323	Bordetella holmesii	64	316	Annotated
rand.25.k141_2193	Chromobacterium violaceum	3	357	Annotated
rand.25.k141_771	Escherichia coli	7	351	Annotated
