fragment	annotation	frquency	length	status
rand.69.k141_1535	GB virus C	48	556	Annotated
rand.69.k141_8593	GB virus C	52	556	Annotated
rand.69.k141_6279	GB virus C	45	217	Annotated
rand.69.k141_12891	GB virus C	49	421	Annotated
rand.69.k141_8135	GB virus C	52	212	Annotated
rand.69.k141_1990	GB virus C	87	252	Annotated
rand.69.k141_1511	GB virus C	47	283	Annotated
rand.69.k141_9563	GB virus C	73	228	Annotated
rand.69.k141_2969	GB virus C	46	412	Annotated
rand.69.k141_7217	GB virus C	46	408	Annotated
rand.69.k141_6255	GB virus C	48	624	Annotated
rand.69.k141_6260	GB virus C	51	320	Annotated
rand.69.k141_9493	GB virus C	47	1217	Annotated
rand.69.k141_52	GB virus C	61	274	Annotated
rand.69.k141_505	GB virus C	49	422	Annotated
rand.69.k141_1972	GB virus C	44	211	Annotated
rand.69.k141_986	GB virus C	60	427	Annotated
rand.69.k141_11877	GB virus C	53	236	Annotated
rand.69.k141_2431	GB virus C	55	367	Annotated
rand.69.k141_7116	GB virus C	108	441	Annotated
rand.69.k141_7620	GB virus C	50	359	Annotated
rand.69.k141_3841	GB virus C	54	489	Annotated
rand.69.k141_9515	GB virus C	57	322	Annotated
rand.69.k141_2460	GB virus C	48	462	Annotated
rand.69.k141_1958	GB virus C	53	471	Annotated
rand.69.k141_8098	GB virus C	48	545	Annotated
rand.83.k141_2107	GB virus C	50	253	Annotated
rand.69.k141_9479	GB virus C	53	386	Annotated
rand.83.k141_4215	GB virus C	63	283	Annotated
rand.69.k141_8998	GB virus C	51	324	Annotated
rand.83.k141_1694	GB virus C	56	274	Annotated
rand.83.k141_1308	GB virus C	61	277	Annotated
rand.83.k141_301	GB virus C	62	315	Annotated
rand.83.k141_7535	GB virus C	47	283	Annotated
rand.83.k141_12716	Escherichia coli	99	407	Annotated
rand.69.k141_10410	GB virus C	52	460	Annotated
rand.69.k141_3807	GB virus C	55	207	Annotated
rand.69.k141_11358	GB virus C	45	416	Annotated
rand.48.k141_4860	GB virus C	71	417	Annotated
rand.90.k141_1996	Escherichia coli	82	343	Annotated
rand.90.k141_3559	Escherichia coli	106	828	Annotated
rand.90.k141_4100	Escherichia coli	108	674	Annotated
rand.90.k141_6675	uncultured Acidobacteriota bacterium	4	1047	Annotated
rand.90.k141_3324	Escherichia coli	102	641	Annotated
rand.22.k141_836	Klebsiella pneumoniae	22	470	Annotated
rand.22.k141_1110	Klebsiella pneumoniae	28	306	Annotated
rand.89.k141_1638	Felimare picta	4	360	Annotated
rand.48.k141_2203	GB virus C	42	573	Annotated
rand.48.k141_5673	GB virus C	68	335	Annotated
rand.48.k141_8724	GB virus C	61	309	Annotated
rand.48.k141_1617	GB virus C	76	345	Annotated
rand.48.k141_2413	GB virus C	81	209	Annotated
rand.48.k141_2432	GB virus C	55	268	Annotated
rand.48.k141_22532	GB virus C	53	324	Annotated
rand.48.k141_7944	GB virus C	52	898	Annotated
rand.48.k141_6270	GB virus C	76	481	Annotated
rand.48.k141_7980	GB virus C	52	355	Annotated
rand.48.k141_2307	GB virus C	54	328	Annotated
rand.48.k141_2325	GB virus C	51	219	Annotated
rand.48.k141_3157	GB virus C	48	479	Annotated
rand.48.k141_5654	GB virus C	50	282	Annotated
rand.69.k141_12894	GB virus C	63	290	Annotated
rand.69.k141_4862	GB virus C	39	296	Annotated
rand.69.k141_2025	GB virus C	59	438	Annotated
rand.69.k141_13378	GB virus C	58	381	Annotated
rand.69.k141_9167	GB virus C	79	252	Annotated
rand.69.k141_1079	GB virus C	49	393	Annotated
rand.69.k141_5898	GB virus C	51	476	Annotated
rand.69.k141_8611	GB virus C	46	271	Annotated
rand.69.k141_580	GB virus C	55	469	Annotated
rand.69.k141_593	GB virus C	52	477	Annotated
rand.69.k141_11510	GB virus C	58	495	Annotated
rand.69.k141_1569	GB virus C	42	282	Annotated
rand.69.k141_9123	GB virus C	50	492	Annotated
rand.69.k141_6745	GB virus C	48	337	Annotated
rand.69.k141_13367	GB virus C	41	248	Annotated
rand.48.k141_3599	GB virus C	57	282	Annotated
rand.48.k141_2975	GB virus C	52	415	Annotated
rand.48.k141_8492	GB virus C	59	525	Annotated
rand.48.k141_1383	GB virus C	55	294	Annotated
rand.48.k141_565	GB virus C	54	278	Annotated
rand.48.k141_1233	GB virus C	55	279	Annotated
rand.48.k141_6922	GB virus C	55	221	Annotated
rand.48.k141_1262	GB virus C	42	2872	Annotated
rand.48.k141_1284	GB virus C	76	445	Annotated
rand.48.k141_6137	GB virus C	44	270	Annotated
rand.48.k141_8601	GB virus C	80	317	Annotated
rand.48.k141_2944	GB virus C	53	333	Annotated
rand.48.k141_8646	GB virus C	52	328	Annotated
rand.48.k141_926	GB virus C	56	282	Annotated
rand.48.k141_9216	GB virus C	47	319	Annotated
rand.48.k141_9070	GB virus C	57	347	Annotated
rand.48.k141_9240	GB virus C	57	253	Annotated
rand.48.k141_6030	GB virus C	90	225	Annotated
rand.48.k141_9279	GB virus C	58	419	Annotated
rand.48.k141_7445	GB virus C	77	344	Annotated
rand.48.k141_172	GB virus C	70	213	Annotated
rand.48.k141_5854	GB virus C	76	367	Annotated
rand.48.k141_7517	GB virus C	54	274	Annotated
rand.48.k141_6730	GB virus C	54	342	Annotated
rand.48.k141_2684	GB virus C	53	339	Annotated
rand.48.k141_3503	GB virus C	66	480	Annotated
rand.48.k141_16504	GB virus C	54	356	Annotated
rand.10.k141_9454	Human pegivirus	47	449	Annotated
rand.48.k141_73	GB virus C	52	435	Annotated
rand.10.k141_2682	GB virus C	50	447	Annotated
rand.48.k141_9015	GB virus C	50	348	Annotated
rand.48.k141_912	GB virus C	72	214	Annotated
rand.10.k141_4724	GB virus C	91	344	Annotated
rand.10.k141_1801	GB virus C	67	719	Annotated
rand.10.k141_6735	GB virus C	51	229	Annotated
rand.10.k141_2864	GB virus C	52	282	Annotated
rand.27.k141_43313	Escherichia coli	82	271	Annotated
rand.48.k141_1648	GB virus C	57	282	Annotated
rand.48.k141_31	GB virus C	54	339	Annotated
rand.48.k141_5733	GB virus C	51	552	Annotated
rand.10.k141_2964	GB virus C	48	315	Annotated
rand.10.k141_5467	GB virus C	50	211	Annotated
rand.10.k141_3007	GB virus C	60	369	Annotated
rand.10.k141_8491	GB virus C	51	287	Annotated
rand.10.k141_5984	GB virus C	51	423	Annotated
rand.10.k141_8009	GB virus C	66	508	Annotated
rand.10.k141_7093	GB virus C	85	376	Annotated
rand.10.k141_2220	GB virus C	74	215	Annotated
rand.10.k141_2255	GB virus C	73	228	Annotated
rand.10.k141_2331	GB virus C	84	316	Annotated
rand.10.k141_9227	GB virus C	46	239	Annotated
rand.10.k141_8373	GB virus C	55	282	Annotated
rand.10.k141_4900	GB virus C	75	436	Annotated
rand.47.k141_3978	Torque teno virus	59	574	Annotated
rand.86.k141_196	NA	NA	622	Unannotated
rand.37.k141_3061	Escherichia coli	92	512	Annotated
rand.37.k141_4601	Escherichia coli	98	507	Annotated
rand.82.k141_3566	Escherichia coli	21	529	Annotated
rand.82.k141_3838	Escherichia coli	91	425	Annotated
rand.45.k141_21603	Escherichia coli	94	355	Annotated
rand.45.k141_4630	Paracidovorax avenae	15	438	Annotated
rand.8.k141_2252	uncultured Acidobacteriota bacterium	1	381	Annotated
rand.77.k141_698	Cercocebus atys	29	509	Annotated
rand.44.k141_3114	GB virus C	50	2212	Annotated
rand.44.k141_279	Escherichia coli	94	623	Annotated
rand.44.k141_6687	Escherichia coli	95	458	Annotated
rand.36.k141_1138	Escherichia coli	93	393	Annotated
rand.36.k141_5966	Escherichia coli	99	531	Annotated
rand.36.k141_9542	Escherichia coli	93	305	Annotated
rand.47.k141_1758	Torque teno virus	83	643	Annotated
rand.97.k141_2145	GB virus C	68	425	Annotated
rand.8.k141_19286	Pyrinomonadaceae bacterium	4	384	Annotated
rand.97.k141_197	GB virus C	52	470	Annotated
rand.97.k141_1361	GB virus C	58	284	Annotated
rand.97.k141_4223	uncultured Verrucomicrobiae bacterium	1	679	Annotated
rand.97.k141_1951	GB virus C	60	373	Annotated
rand.97.k141_1637	GB virus C	52	234	Annotated
rand.97.k141_1984	GB virus C	64	555	Annotated
rand.97.k141_2810	GB virus C	60	494	Annotated
rand.28.k141_3620	Torque teno virus	89	478	Annotated
rand.8.k141_1306	Klebsiella pneumoniae	29	496	Annotated
rand.97.k141_623	GB virus C	57	246	Annotated
rand.97.k141_1050	GB virus C	57	380	Annotated
rand.97.k141_4611	Equine infectious anemia virus	85	393	Annotated
rand.97.k141_3565	GB virus C	57	440	Annotated
rand.97.k141_2049	GB virus C	88	409	Annotated
rand.97.k141_5787	GB virus C	63	268	Annotated
rand.97.k141_5521	GB virus C	48	385	Annotated
rand.97.k141_2979	GB virus C	47	507	Annotated
rand.97.k141_14609	NA	NA	490	Unannotated
rand.97.k141_2100	GB virus C	60	361	Annotated
rand.97.k141_3034	GB virus C	57	351	Annotated
rand.97.k141_6178	GB virus C	58	355	Annotated
rand.9.k141_2227	GB virus C	49	1255	Annotated
rand.97.k141_2608	GB virus C	73	283	Annotated
rand.9.k141_422	Escherichia coli	21	400	Annotated
rand.63.k141_526	Escherichia coli	102	393	Annotated
rand.63.k141_3032	Strigops habroptila	3	401	Annotated
rand.97.k141_5701	GB virus C	74	213	Annotated
rand.97.k141_4557	GB virus C	85	340	Annotated
rand.97.k141_5144	Escherichia coli	99	306	Annotated
rand.97.k141_4019	Escherichia coli	102	354	Annotated
rand.97.k141_17938	Escherichia coli	70	302	Annotated
rand.11.k141_10900	GB virus C	65	320	Annotated
rand.9.k141_22408	Escherichia coli	93	306	Annotated
rand.11.k141_10210	GB virus C	55	281	Annotated
rand.11.k141_1353	GB virus C	83	355	Annotated
rand.18.k141_10007	Escherichia coli	111	422	Annotated
rand.1.k141_1572	Escherichia coli	91	369	Annotated
rand.1.k141_14789	uncultured Chloroflexia bacterium	3	282	Annotated
rand.1.k141_19568	Pyrinomonadaceae bacterium	3	325	Annotated
rand.1.k141_623	NA	NA	400	Unannotated
rand.1.k141_11535	Escherichia coli	102	641	Annotated
rand.9.k141_7848	Escherichia coli	106	481	Annotated
rand.11.k141_2602	GB virus C	7	397	Annotated
rand.11.k141_12245	GB virus C	64	284	Annotated
rand.11.k141_8775	GB virus C	47	255	Annotated
rand.11.k141_8842	GB virus C	46	265	Annotated
rand.11.k141_10887	GB virus C	50	428	Annotated
rand.11.k141_12946	GB virus C	54	235	Annotated
rand.11.k141_11534	GB virus C	71	401	Annotated
rand.11.k141_12884	GB virus C	46	357	Annotated
rand.11.k141_6744	GB virus C	55	513	Annotated
rand.11.k141_12895	GB virus C	64	415	Annotated
rand.11.k141_611	GB virus C	57	595	Annotated
rand.11.k141_6054	GB virus C	44	432	Annotated
rand.11.k141_5386	GB virus C	51	254	Annotated
rand.11.k141_1308	GB virus C	58	1144	Annotated
rand.11.k141_12773	Human pegivirus	52	364	Annotated
rand.11.k141_2575	Pyrinomonadaceae bacterium	4	684	Annotated
rand.11.k141_4605	GB virus C	47	355	Annotated
rand.11.k141_3983	GB virus C	78	376	Annotated
rand.11.k141_9442	GB virus C	84	399	Annotated
rand.11.k141_10804	GB virus C	41	353	Annotated
rand.11.k141_8029	GB virus C	60	329	Annotated
rand.11.k141_5252	GB virus C	61	278	Annotated
rand.11.k141_1181	GB virus C	69	429	Annotated
rand.11.k141_5268	GB virus C	55	242	Annotated
rand.11.k141_1192	GB virus C	45	543	Annotated
rand.11.k141_8067	GB virus C	53	205	Annotated
rand.11.k141_7366	GB virus C	48	468	Annotated
rand.11.k141_3971	GB virus C	78	269	Annotated
rand.11.k141_3121	GB virus C	57	207	Annotated
rand.11.k141_3884	GB virus C	55	268	Annotated
rand.11.k141_4521	GB virus C	82	305	Annotated
rand.11.k141_12074	GB virus C	48	428	Annotated
rand.11.k141_485	GB virus C	46	225	Annotated
rand.11.k141_12083	GB virus C	61	345	Annotated
rand.11.k141_13390	GB virus C	52	212	Annotated
rand.11.k141_3135	GB virus C	49	1900	Annotated
rand.11.k141_5176	GB virus C	49	220	Annotated
rand.11.k141_10668	GB virus C	59	558	Annotated
rand.11.k141_10673	GB virus C	45	282	Annotated
rand.11.k141_5903	Equine infectious anemia virus	85	511	Annotated
rand.11.k141_2484	GB virus C	68	334	Annotated
rand.11.k141_3877	GB virus C	52	351	Annotated
rand.11.k141_11235	GB virus C	45	326	Annotated
rand.11.k141_9899	GB virus C	56	427	Annotated
rand.11.k141_11243	GB virus C	49	394	Annotated
rand.11.k141_3789	GB virus C	50	308	Annotated
rand.11.k141_8562	GB virus C	49	443	Annotated
rand.11.k141_12671	GB virus C	52	363	Annotated
rand.11.k141_6530	GB virus C	50	381	Annotated
rand.11.k141_8481	GB virus C	52	283	Annotated
rand.11.k141_1680	GB virus C	59	393	Annotated
rand.11.k141_1691	GB virus C	46	406	Annotated
rand.11.k141_5792	GB virus C	46	266	Annotated
rand.11.k141_7154	GB virus C	44	232	Annotated
rand.11.k141_27597	GB virus C	57	373	Annotated
rand.11.k141_10594	GB virus C	46	359	Annotated
rand.11.k141_9895	GB virus C	52	457	Annotated
rand.11.k141_11812	GB virus C	74	282	Annotated
rand.11.k141_11202	GB virus C	68	304	Annotated
rand.11.k141_4981	GB virus C	76	313	Annotated
rand.11.k141_1650	GB virus C	49	409	Annotated
rand.11.k141_9817	GB virus C	49	205	Annotated
rand.11.k141_5045	NA	NA	894	Unannotated
rand.11.k141_7829	GB virus C	43	201	Annotated
rand.11.k141_245	GB virus C	54	339	Annotated
rand.11.k141_12510	GB virus C	45	283	Annotated
rand.11.k141_1604	GB virus C	60	360	Annotated
rand.11.k141_7776	GB virus C	59	295	Annotated
rand.11.k141_3668	GB virus C	51	248	Annotated
rand.11.k141_9141	GB virus C	55	300	Annotated
rand.11.k141_281	GB virus C	68	237	Annotated
rand.11.k141_7795	GB virus C	60	355	Annotated
rand.11.k141_4243	GB virus C	54	311	Annotated
rand.11.k141_4954	GB virus C	57	1616	Annotated
rand.11.k141_6941	GB virus C	52	242	Annotated
rand.11.k141_5657	GB virus C	44	213	Annotated
rand.11.k141_10440	GB virus C	57	584	Annotated
rand.11.k141_7729	GB virus C	69	399	Annotated
rand.11.k141_9022	GB virus C	50	285	Annotated
rand.11.k141_3560	GB virus C	52	388	Annotated
rand.11.k141_11752	GB virus C	65	336	Annotated
rand.11.k141_9039	GB virus C	63	303	Annotated
rand.11.k141_853	GB virus C	52	259	Annotated
rand.11.k141_11772	GB virus C	47	295	Annotated
rand.11.k141_8350	GB virus C	54	298	Annotated
rand.11.k141_6989	GB virus C	54	303	Annotated
rand.11.k141_3458	GB virus C	62	382	Annotated
rand.11.k141_14439	GB virus C	51	440	Annotated
rand.11.k141_12331	GB virus C	47	282	Annotated
rand.11.k141_8983	Hepatitis B virus	104	536	Annotated
rand.11.k141_137	GB virus C	61	339	Annotated
rand.11.k141_6265	GB virus C	42	214	Annotated
rand.11.k141_10306	GB virus C	53	313	Annotated
rand.11.k141_10311	GB virus C	49	377	Annotated
rand.11.k141_13709	GB virus C	52	719	Annotated
rand.11.k141_761	GB virus C	70	314	Annotated
rand.11.k141_8958	GB virus C	40	307	Annotated
rand.11.k141_12362	GB virus C	59	225	Annotated
rand.11.k141_11693	uncultured Acidobacteriota bacterium	3	665	Annotated
rand.11.k141_11696	GB virus C	58	337	Annotated
rand.6.k141_4581	GB virus C	54	203	Annotated
rand.11.k141_724	GB virus C	70	458	Annotated
rand.6.k141_6294	GB virus C	51	245	Annotated
rand.11.k141_7550	GB virus C	68	418	Annotated
rand.11.k141_10301	GB virus C	42	450	Annotated
rand.11.k141_2051	GB virus C	47	292	Annotated
rand.11.k141_13644	GB virus C	68	313	Annotated
rand.11.k141_4100	GB virus C	47	277	Annotated
rand.11.k141_4107	GB virus C	69	382	Annotated
rand.11.k141_8896	GB virus C	59	485	Annotated
rand.11.k141_711	GB virus C	55	289	Annotated
rand.11.k141_10274	GB virus C	62	286	Annotated
rand.11.k141_3440	GB virus C	38	2411	Annotated
rand.100.k141_2723	GB virus C	41	282	Annotated
rand.6.k141_9704	Human pegivirus	41	398	Annotated
rand.100.k141_19089	GB virus C	91	378	Annotated
rand.6.k141_1897	GB virus C	39	224	Annotated
rand.92.k141_2152	NA	NA	371	Unannotated
rand.92.k141_3236	Escherichia coli	97	787	Annotated
rand.92.k141_2383	Alphatorquevirus homin13	35	324	Annotated
rand.92.k141_289	Torque teno virus	17	588	Annotated
rand.92.k141_9566	Torque teno virus	80	342	Annotated
rand.92.k141_707	Torque teno virus	65	587	Annotated
rand.6.k141_4275	GB virus C	52	391	Annotated
rand.6.k141_8593	Elizabethkingia anophelis	15	644	Annotated
rand.100.k141_7902	GB virus C	53	446	Annotated
rand.100.k141_2084	GB virus C	47	319	Annotated
rand.100.k141_3583	GB virus C	51	230	Annotated
rand.100.k141_5308	GB virus C	48	625	Annotated
rand.100.k141_3274	GB virus C	61	283	Annotated
rand.100.k141_9289	GB virus C	61	313	Annotated
rand.100.k141_3621	GB virus C	72	276	Annotated
rand.100.k141_1942	GB virus C	66	282	Annotated
rand.100.k141_5190	GB virus C	44	371	Annotated
rand.100.k141_7495	GB virus C	48	277	Annotated
rand.100.k141_3124	GB virus C	62	532	Annotated
rand.100.k141_8095	GB virus C	45	281	Annotated
rand.100.k141_6497	Corynebacterium pseudotuberculosis	6	401	Annotated
rand.100.k141_4304	GB virus C	52	1607	Annotated
rand.42.k141_12575	GB virus C	55	363	Annotated
rand.100.k141_6746	GB virus C	43	281	Annotated
rand.42.k141_7135	GB virus C	54	409	Annotated
rand.100.k141_8981	GB virus C	47	306	Annotated
rand.100.k141_6803	GB virus C	78	283	Annotated
rand.42.k141_10492	GB virus C	55	369	Annotated
rand.100.k141_6033	GB virus C	47	244	Annotated
rand.100.k141_1137	GB virus C	86	303	Annotated
rand.100.k141_8310	GB virus C	47	352	Annotated
rand.100.k141_6096	GB virus C	73	340	Annotated
rand.100.k141_2310	GB virus C	52	373	Annotated
rand.100.k141_5620	GB virus C	50	322	Annotated
rand.100.k141_5644	GB virus C	55	379	Annotated
rand.42.k141_4514	GB virus C	48	581	Annotated
rand.42.k141_14242	GB virus C	53	361	Annotated
rand.42.k141_1596	GB virus C	57	291	Annotated
rand.42.k141_373	GB virus C	58	405	Annotated
rand.42.k141_8812	GB virus C	57	336	Annotated
rand.42.k141_6293	GB virus C	57	447	Annotated
rand.42.k141_11665	GB virus C	62	241	Annotated
rand.42.k141_14203	GB virus C	50	250	Annotated
rand.42.k141_8762	GB virus C	46	333	Annotated
rand.42.k141_337	GB virus C	80	317	Annotated
rand.42.k141_2877	GB virus C	55	590	Annotated
rand.42.k141_2884	GB virus C	52	261	Annotated
rand.42.k141_10014	GB virus C	51	503	Annotated
rand.42.k141_2077	GB virus C	56	369	Annotated
rand.42.k141_248	GB virus C	70	301	Annotated
rand.42.k141_7448	GB virus C	69	337	Annotated
rand.42.k141_4009	GB virus C	53	221	Annotated
rand.42.k141_15008	GB virus C	49	322	Annotated
rand.42.k141_7026	GB virus C	50	377	Annotated
rand.42.k141_11647	GB virus C	51	234	Annotated
rand.42.k141_6215	GB virus C	51	324	Annotated
rand.42.k141_10765	GB virus C	54	245	Annotated
rand.42.k141_4028	GB virus C	44	281	Annotated
rand.42.k141_711	GB virus C	42	306	Annotated
rand.42.k141_1117	GB virus C	50	258	Annotated
rand.42.k141_8268	GB virus C	51	384	Annotated
rand.42.k141_11242	GB virus C	60	265	Annotated
rand.42.k141_11247	Human pegivirus	47	388	Annotated
rand.42.k141_11631	GB virus C	46	382	Annotated
rand.42.k141_14043	GB virus C	56	223	Annotated
rand.42.k141_21653	Escherichia coli	81	284	Annotated
rand.42.k141_9429	GB virus C	51	545	Annotated
rand.42.k141_3192	Pseudomonas trivialis	27	315	Annotated
rand.42.k141_6145	GB virus C	52	321	Annotated
rand.42.k141_2301	GB virus C	49	332	Annotated
rand.42.k141_8181	GB virus C	50	713	Annotated
rand.42.k141_4835	GB virus C	77	281	Annotated
rand.42.k141_7347	GB virus C	43	672	Annotated
rand.42.k141_9867	GB virus C	48	327	Annotated
rand.42.k141_10725	GB virus C	64	360	Annotated
rand.42.k141_14927	GB virus C	50	283	Annotated
rand.42.k141_14102	GB virus C	75	442	Annotated
rand.42.k141_10192	GB virus C	52	320	Annotated
rand.42.k141_12768	GB virus C	57	214	Annotated
rand.42.k141_1399	GB virus C	68	561	Annotated
rand.42.k141_9818	GB virus C	49	321	Annotated
rand.42.k141_3925	GB virus C	40	340	Annotated
rand.42.k141_5653	GB virus C	64	254	Annotated
rand.42.k141_13563	GB virus C	49	303	Annotated
rand.42.k141_8973	GB virus C	80	549	Annotated
rand.42.k141_14435	GB virus C	90	230	Annotated
rand.42.k141_10641	GB virus C	54	348	Annotated
rand.42.k141_8987	GB virus C	57	448	Annotated
rand.42.k141_568	GB virus C	64	272	Annotated
rand.42.k141_8128	GB virus C	45	363	Annotated
rand.42.k141_1436	GB virus C	48	391	Annotated
rand.42.k141_5085	GB virus C	40	281	Annotated
rand.42.k141_12286	GB virus C	44	504	Annotated
rand.42.k141_6352	GB virus C	55	402	Annotated
rand.42.k141_6004	GB virus C	49	427	Annotated
rand.42.k141_944	GB virus C	44	2398	Annotated
rand.42.k141_3408	GB virus C	46	407	Annotated
rand.42.k141_14346	GB virus C	46	386	Annotated
rand.42.k141_5961	GB virus C	68	210	Annotated
rand.42.k141_13516	GB virus C	51	600	Annotated
rand.42.k141_7646	GB virus C	53	423	Annotated
rand.42.k141_10163	GB virus C	49	579	Annotated
rand.42.k141_14383	GB virus C	55	358	Annotated
rand.42.k141_3449	GB virus C	61	383	Annotated
rand.49.k141_232	Human pegivirus	44	296	Annotated
rand.42.k141_5074	GB virus C	75	491	Annotated
rand.49.k141_1567	GB virus C	50	497	Annotated
rand.42.k141_14323	GB virus C	59	399	Annotated
rand.42.k141_10117	GB virus C	61	320	Annotated
rand.49.k141_1668	GB virus C	47	316	Annotated
rand.25.k141_1185	Equine infectious anemia virus	85	393	Annotated
rand.42.k141_15121	GB virus C	53	313	Annotated
rand.42.k141_10927	GB virus C	46	347	Annotated
rand.42.k141_14708	GB virus C	49	283	Annotated
rand.42.k141_11355	GB virus C	64	273	Annotated
rand.42.k141_13049	GB virus C	56	349	Annotated
rand.42.k141_13886	GB virus C	47	390	Annotated
rand.34.k141_1679	Escherichia coli	99	517	Annotated
rand.71.k141_3299	GB virus C	50	487	Annotated
rand.34.k141_2653	Escherichia coli	97	560	Annotated
rand.17.k141_6180	Escherichia coli	107	419	Annotated
rand.17.k141_3043	Escherichia coli	96	374	Annotated
rand.17.k141_3334	Torque teno virus	85	1363	Annotated
rand.20.k141_4597	GB virus C	55	783	Annotated
rand.20.k141_1176	GB virus C	52	404	Annotated
rand.71.k141_4769	Torque teno virus	79	343	Annotated
rand.71.k141_4891	GB virus C	54	1410	Annotated
rand.71.k141_2253	GB virus C	56	496	Annotated
rand.40.k141_1641	Felimare picta	3	320	Annotated
rand.96.k141_926	Oryzias latipes	4	379	Annotated
rand.96.k141_1669	uncultured Acidobacteriota bacterium	2	257	Annotated
rand.96.k141_4488	Escherichia coli	107	382	Annotated
rand.96.k141_728	Escherichia coli	81	461	Annotated
rand.96.k141_1609	Escherichia coli	56	437	Annotated
rand.64.k141_5353	Dicentrarchus labrax	9	357	Annotated
rand.94.k141_27413	Pan troglodytes	3	275	Annotated
rand.72.k141_21521	Bacillus velezensis	61	321	Annotated
rand.40.k141_5353	uncultured Acidobacteriota bacterium	3	424	Annotated
rand.40.k141_13768	NA	NA	554	Unannotated
rand.30.k141_2572	Torque teno virus	20	372	Annotated
rand.30.k141_2185	GB virus C	49	270	Annotated
rand.67.k141_3507	GB virus C	45	1320	Annotated
rand.67.k141_19199	Enterococcus cecorum	23	436	Annotated
rand.43.k141_1192	Escherichia coli	107	601	Annotated
rand.43.k141_43901	Pyrinomonadaceae bacterium	2	381	Annotated
rand.34.k141_4283	NA	NA	311	Unannotated
rand.13.k141_1451	Escherichia coli	93	563	Annotated
rand.13.k141_10997	Variovorax paradoxus	9	456	Annotated
rand.13.k141_7572	Escherichia coli	100	320	Annotated
rand.55.k141_121	Escherichia coli	91	883	Annotated
rand.55.k141_40054	Escherichia coli	22	340	Annotated
rand.55.k141_40175	Escherichia coli	94	326	Annotated
rand.55.k141_5372	Alphatorquevirus homin13	34	244	Annotated
rand.55.k141_6300	Torque teno virus	33	223	Annotated
rand.49.k141_3059	bacterium	13	366	Annotated
rand.71.k141_4531	GB virus C	57	537	Annotated
rand.71.k141_704	GB virus C	46	246	Annotated
rand.91.k141_13031	Escherichia coli	108	789	Annotated
rand.91.k141_5394	Escherichia coli	104	313	Annotated
rand.31.k141_18237	Escherichia coli	97	367	Annotated
rand.16.k141_1662	GB virus C	47	572	Annotated
rand.16.k141_10284	Escherichia coli	104	419	Annotated
rand.16.k141_5949	Escherichia coli	97	568	Annotated
rand.52.k141_959	uncultured Acidobacteriota bacterium	7	399	Annotated
rand.88.k141_1785	Torque teno virus	84	755	Annotated
rand.52.k141_31764	Torque teno virus	60	497	Annotated
rand.14.k141_6435	GB virus C	70	288	Annotated
rand.88.k141_66879	Torque teno virus	59	477	Annotated
rand.14.k141_7669	GB virus C	44	227	Annotated
rand.88.k141_5072	Torque teno virus	32	407	Annotated
rand.14.k141_6891	GB virus C	60	282	Annotated
rand.14.k141_2616	GB virus C	58	283	Annotated
rand.14.k141_530	GB virus C	55	404	Annotated
rand.14.k141_1981	GB virus C	52	392	Annotated
rand.14.k141_2709	GB virus C	53	260	Annotated
rand.14.k141_7123	Escherichia coli	94	434	Annotated
rand.14.k141_2102	GB virus C	46	219	Annotated
rand.14.k141_709	GB virus C	50	1306	Annotated
rand.14.k141_7192	GB virus C	58	422	Annotated
rand.14.k141_1883	GB virus C	72	400	Annotated
rand.14.k141_6116	GB virus C	77	279	Annotated
rand.14.k141_1624	GB virus C	70	727	Annotated
rand.14.k141_3018	GB virus C	60	2535	Annotated
rand.14.k141_1646	GB virus C	78	384	Annotated
rand.14.k141_7437	GB virus C	50	388	Annotated
rand.14.k141_3092	GB virus C	49	216	Annotated
rand.14.k141_339	GB virus C	60	302	Annotated
rand.14.k141_3167	GB virus C	50	247	Annotated
rand.14.k141_3908	GB virus C	40	345	Annotated
rand.14.k141_392	GB virus C	43	360	Annotated
rand.14.k141_3941	GB virus C	51	1070	Annotated
rand.14.k141_5180	GB virus C	78	404	Annotated
rand.14.k141_4454	GB virus C	53	369	Annotated
rand.2.k141_688	Cloning vector pLL1506	1	252	Annotated
rand.2.k141_1442	Escherichia coli	100	538	Annotated
rand.54.k141_50524	Escherichia coli	95	364	Annotated
rand.54.k141_2789	Escherichia coli	106	388	Annotated
rand.54.k141_61615	Cupriavidus sp. BIC8F	1	470	Annotated
rand.54.k141_15111	Escherichia coli	91	347	Annotated
rand.14.k141_2890	NA	NA	848	Unannotated
rand.14.k141_39	GB virus C	48	316	Annotated
rand.14.k141_4385	GB virus C	93	275	Annotated
rand.14.k141_2227	GB virus C	57	210	Annotated
rand.2.k141_23949	Escherichia coli	94	360	Annotated
rand.39.k141_1221	GB virus C	70	318	Annotated
rand.39.k141_1153	GB virus C	52	1609	Annotated
rand.39.k141_6328	GB virus C	68	282	Annotated
rand.39.k141_4177	GB virus C	65	281	Annotated
rand.60.k141_2144	Escherichia coli	35	324	Annotated
rand.35.k141_2921	Escherichia coli	107	460	Annotated
rand.35.k141_11124	Escherichia coli	92	373	Annotated
rand.24.k141_9	Ralstonia solanacearum	38	827	Annotated
rand.24.k141_37424	synthetic construct	61	316	Annotated
rand.24.k141_3051	Torque teno virus	74	526	Annotated
rand.39.k141_2424	GB virus C	48	362	Annotated
rand.99.k141_3532	Torque teno virus	70	266	Annotated
