contig	length	gc	frequency	meanDepth	meanCov	S1_fre	S1_meanDep	S1_meanCov	Specy
DNA_k71_2549	249	0.34136546184739	1	0.488030888030888	0.181467181467181	1	0.000985663082437277	0.000985663082437277	0
DNA_k71_1596	1152	0.654513888888889	2	5.18847387049761	0.210709972933583	24	0.0891498695123008	0.0168819065116367	0
DNA_k71_3922	1509	0.675281643472498	3	2.11988713120922	0.249266288637167	9	0.0198164554860379	0.00851398518026118	0
DNA_k71_1619	554	0.790613718411552	1	2.41951951951952	0.2	9	0.051889478784959	0.0108604143059187	0
DNA_k71_3258	216	0.62962962962963	1	0.695689655172414	0.2	6	0.207340504309662	0.0135170430023405	0
DNA_k71_2358	268	0.462686567164179	1	0.74006968641115	0.2	11	0.0174916864058602	0.0112626300218068	0
RNA_k71_1042	224	0.598214285714286	1	11.4607594936709	0.2	3	0.041861854068393	0.00513954628101282	0
RNA_k71_1176	224	0.638392857142857	1	6.02572614107884	0.2	3	0.0242736656759821	0.00489022712082921	0
DNA_k71_4096	465	0.47741935483871	1	1.11946050096339	0.195375722543353	14	0.263761654710669	0.0196017901173011	0
DNA_k71_2676	396	0.593434343434343	1	1.46431718061674	0.2	7	0.185995724421815	0.0144187279510744	0
DNA_k71_3175	314	0.659235668789809	1	1.21129943502825	0.2	6	0.139014606822615	0.0136814007942918	0
DNA_k71_367	407	0.606879606879607	1	0.749653579676674	0.2	8	0.168391421941708	0.0135102396286034	0
DNA_k71_4112	216	0.523148148148148	2	0.769009591035074	0.270319634703196	5	0.149961659046661	0.0117268387620822	0
DNA_k71_932	325	0.658461538461538	1	0.604610951008646	0.2	18	3.06304020209879	0.0390222929715281	0
DNA_k71_3670	1010	0.725742574257426	2	4.96023573667713	0.230344827586207	8	0.0678920118855494	0.0127372324512997	0
DNA_k71_2057	263	0.577946768060836	1	1.05	0.2	5	0.166194677029406	0.0108425209506545	0
DNA_k71_551	314	0.36624203821656	1	1.55943661971831	0.2	8	0.00650354065796686	0.00605860183705474	0
RNA_k71_514	248	0.681451612903226	1	3.91908396946564	0.2	2	0.0059786761007785	0.00201829208439294	0
RNA_k71_737	238	0.65546218487395	1	6.88359375	0.2	3	0.0211196946018809	0.00533651101370091	0
RNA_k71_479	288	0.458333333333333	2	0.954787460601414	0.334640940454894	86	0.3673884201181	0.117679796714433	0
DNA_k71_3888	234	0.670940170940171	1	1.2956862745098	0.2	6	0.16750332923468	0.012323990872175	0
DNA_k71_3788	418	0.483253588516746	1	1.64894514767932	0.2	7	0.227284333558236	0.0149400004001603	0
DNA_k71_2667	263	0.653992395437262	1	1.21241379310345	0.2	6	0.171858586117037	0.0131006037276134	0
RNA_k71_1007	374	0.302139037433155	3	0.984006203087118	0.417776747364635	102	0.217149883693684	0.129136804449504	0
RNA_k71_1167	270	0.574074074074074	1	2.97010676156584	0.184341637010676	8	0.0219622346623128	0.0100608616371536	0
RNA_k71_489	288	0.652777777777778	1	4.5244299674267	0.198697068403909	3	0.0129638694206019	0.00311149107177738	0
DNA_k71_2997	227	0.616740088105727	1	1.22936507936508	0.2	16	0.398894818953228	0.0285266576701127	0
DNA_k71_2711	220	0.55	1	0.820746887966804	0.2	4	0.169882274580827	0.0105678715980196	0
DNA_k71_3246	2367	0.653569919729616	3	5.71446409621157	0.225970952989503	21	0.0796250536048581	0.0150464779306632	0
DNA_k71_334	223	0.699551569506726	1	0.479310344827586	0.2	4	0.114183919177036	0.0107970128810905	0
DNA_k71_2346	306	0.624183006535948	1	0.7079754601227	0.2	5	0.141219504048009	0.0113462725425328	0
DNA_k71_1399	2740	0.662773722627737	2	5.36231394486562	0.211220400728597	28	0.0747901672861241	0.0149042994226466	0
DNA_k71_2811	227	0.674008810572687	1	1.29163346613546	0.198406374501992	8	0.146710120210886	0.0137729838999621	0
DNA_k71_444	344	0.380813953488372	1	1.41546391752577	0.198969072164948	2	0.00143162591800688	0.00143162591800688	0
DNA_k71_224	511	0.628180039138943	1	0.91231884057971	0.2	7	0.166616647743198	0.0115689089386066	0
DNA_k71_2713	306	0.388888888888889	1	1.10988372093023	0.198837209302326	2	0.00321543408360129	0.00242713411471839	0
DNA_k71_3340	316	0.629746835443038	1	0.730973451327434	0.2	5	0.108547112553568	0.0103552614310627	0
DNA_k71_2813	12424	0.638280746941404	3	6.36082673250419	0.24445512846909	38	0.088958924485843	0.0160342002582264	0
DNA_k71_2240	245	0.608163265306122	1	0.66793893129771	0.2	9	0.19058231402952	0.0162666754382495	0
DNA_k71_1608	236	0.652542372881356	1	0.714741035856574	0.2	8	0.160829934334239	0.015183060849054	0
DNA_k71_2932	431	0.626450116009281	1	0.775862068965518	0.2	7	0.163687577847911	0.0127593797730351	0
DNA_k71_3093	366	0.612021857923497	1	0.828428927680798	0.2	7	0.116213613508369	0.011608762155938	0
DNA_k71_3515	230	0.669565217391304	1	0.79757085020243	0.2	9	0.195181917763745	0.0149034083601437	0
DNA_k71_2199	218	0.614678899082569	1	1.25772357723577	0.197560975609756	34	0.481162246468839	0.0432000048147957	0
DNA_k71_1146	458	0.600436681222707	2	0.867337775641774	0.232607236719619	9	0.191815726478617	0.0154855254311868	0
DNA_k71_3091	259	0.637065637065637	1	0.888	0.2	8	0.179011665805687	0.0145321122118819	0
RNA_k71_364	253	0.446640316205534	2	3.58335875684515	0.382608123086378	214	1.23510307833354	0.379152277515561	0
DNA_k71_3674	236	0.63135593220339	1	1.0360153256705	0.2	9	0.184182815714637	0.0174459241068992	0
DNA_k71_1072	236	0.682203389830508	2	0.574919017411257	0.264435146443515	5	0.0885985227526322	0.0140101739779118	0
DNA_k71_767	369	0.642276422764228	1	0.614141414141414	0.191414141414141	10	0.230970807571495	0.0157614835890047	0
RNA_k71_559	218	0.637614678899083	1	6.70431034482758	0.2	3	0.0268084788919704	0.0046210285603075	0
RNA_k71_962	214	0.621495327102804	1	2.89866666666666	0.2	9	0.0408903841272424	0.00902480479197801	0
DNA_k71_4243	9914	0.641517046600767	3	6.29398700942803	0.235771049190222	74	0.0955800194916454	0.0158838420964455	0
DNA_k71_2443	359	0.415041782729805	2	1.09718061172182	0.242541436464088	7	0.194193259768556	0.01501902764155	0
RNA_k71_337	423	0.517730496453901	1	1.34419551934827	0.2	0	0	0	0
DNA_k71_471	213	0.629107981220657	1	0.795575221238938	0.2	8	0.125036778314648	0.0150437784232158	0
DNA_k71_1275	322	0.658385093167702	1	0.51976401179941	0.2	8	0.121360837327437	0.0153238423839628	0
RNA_k71_447	261	0.578544061302682	2	9.82606918238994	0.263396226415094	19	0.947838641648999	0.0355264992664737	0
RNA_k71_227	218	0.513761467889908	1	3.42456140350878	0.2	1	0.000744416873449132	0.000744416873449132	0
DNA_k71_4241	300	0.673333333333333	1	0.866666666666666	0.198165137614679	6	0.133168991678231	0.013376362336357	0
DNA_k71_481	7997	0.681380517694135	3	5.47533758090572	0.23432240071705	38	0.0958165789682715	0.0154427558273358	0
DNA_k71_2441	15724	0.671394047316205	3	5.92427378480355	0.23347078601789	73	0.125000151898109	0.0176995033727017	0
DNA_k71_1158	10054	0.682017107618858	3	5.27710316413014	0.231989122396117	40	0.0706345658712126	0.0143833447695878	0
DNA_k71_3344	5461	0.687236769822377	4	4.72376964400164	0.226833421748147	98	0.0994526759091013	0.0170031455788647	0
DNA_k71_3953	271	0.675276752767528	1	1.02237288135593	0.185762711864407	11	0.212708290689713	0.016066286540797	0
DNA_k71_2244	571	0.574430823117338	3	0.96110190228116	0.253658536585366	7	0.166411519724398	0.0136951212287364	0
DNA_k71_734	239	0.594142259414226	1	0.7046875	0.2	5	0.16882433661426	0.0124897704510957	0
DNA_k71_517	515	0.341747572815534	1	1.23696027633851	0.2	3	0.00124548511645286	0.00124548511645286	0
DNA_k71_3868	277	0.574007220216607	1	1.22819672131148	0.2	7	0.210428873467575	0.013580175375352	0
DNA_k71_2687	293	0.648464163822526	1	0.577635782747604	0.189776357827476	8	0.10642001270777	0.0137986939433267	0
DNA_k71_3951	288	0.5	1	1.36604938271605	0.2	6	0.227728666320523	0.0143567157163761	0
DNA_k71_3768	568	0.334507042253521	2	1.36435340524085	0.226970227670753	3	0.00451705014687071	0.00192513817145624	0
RNA_k71_1187	417	0.369304556354916	1	9.02564102564102	0.185470085470085	23	0.0412691597091928	0.0168078207204207	0
DNA_k71_3731	633	0.570300157977883	1	0.917579250720462	0.195100864553314	6	0.148772023709587	0.0128331807465171	0
DNA_k71_2154	226	0.668141592920354	1	0.726446280991736	0.2	9	0.158469934632455	0.0152178277132395	0
DNA_k71_3831	394	0.621827411167513	1	0.69095238095238	0.2	5	0.148119825061123	0.0109304355504219	0
RNA_k71_45	404	0.611386138613861	1	6.14211764705882	0.2	4	0.020417433734574	0.00473701535875454	0
DNA_k71_1248	300	0.66	1	0.711384615384616	0.2	7	0.183956251972706	0.015933016365584	0
DNA_k71_1305	5235	0.692454632282713	3	4.79276600532558	0.214574589851202	29	0.0676103124405806	0.0129092408950437	0
DNA_k71_3733	283	0.65017667844523	1	1.37881619937695	0.2	11	0.391113882697927	0.022133742555655	0
RNA_k71_320	303	0.676567656765677	1	5.0579268292683	0.179878048780488	2	0.0170141396829283	0.00269517727312916	0
RNA_k71_230	281	0.665480427046263	1	5.004	0.2	2	0.0141371977384017	0.00257711141400374	0
DNA_k71_998	213	0.549295774647887	1	0.933333333333334	0.186147186147186	5	0.180732145099582	0.0134712054611469	0
DNA_k71_3833	330	0.690909090909091	2	0.551993372683028	0.233027855441648	6	0.144602406896228	0.0113268620931108	0
DNA_k71_472	300	0.726666666666667	1	4.75820895522388	0.2	6	0.0498863306604526	0.010810877131202	0
DNA_k71_4153	2851	0.672746404770256	3	5.80605688446924	0.235286344797804	62	0.169672205054967	0.0233046334098932	0
DNA_k71_482	463	0.585313174946004	1	0.652016129032258	0.2	8	0.194578465489322	0.013649570213005	0
DNA_k71_4151	265	0.633962264150943	1	0.686524822695036	0.2	7	0.159717997686591	0.0132968312211572	0
DNA_k71_2282	319	0.68025078369906	2	0.756066036711198	0.248148148148148	11	0.204234031257738	0.0162976009427877	0
DNA_k71_1786	266	0.665413533834586	1	0.621754385964912	0.194385964912281	6	0.149961787221788	0.0129632964633615	0
DNA_k71_665	250	0.652	1	0.71044776119403	0.198507462686567	9	0.182748152426155	0.0165666415309252	0
DNA_k71_1886	304	0.503289473684211	1	1.17091988130564	0.2	7	0.16346220580467	0.0136196348123361	0
DNA_k71_3382	231	0.567099567099567	1	0.914624505928854	0.196837944664032	6	0.153629994454778	0.0108703662887715	0
RNA_k71_10	240	0.5625	1	2.90513833992094	0.2	9	0.0274801947859988	0.0085466094044149	0
RNA_k71_961	234	0.461538461538462	2	3.90036319612591	0.243220338983051	9	0.0151384195924322	0.00991050624940262	0
DNA_k71_867	5126	0.591494342567304	3	2.78419840938282	0.21792952267307	24	0.0274013278440489	0.00969117476634975	0
RNA_k71_576	244	0.55327868852459	1	2.8295719844358	0.2	8	0.0093333538195218	0.00740227447907463	0
RNA_k71_108	221	0.298642533936652	2	0.345101555494913	0.272698920120073	62	0.11525772715026	0.0799884261538305	0
RNA_k71_939	247	0.643724696356275	1	3.93852140077822	0.2	3	0.0154780797561595	0.00375981711963424	0
DNA_k71_653	492	0.630081300813008	1	0.799249530956848	0.2	7	0.167112084692864	0.0143212923949833	0
DNA_k71_2085	225	0.604444444444444	1	1.15	0.2	5	0.110330427385089	0.012012335412585	0
RNA_k71_586	250	0.472	1	3.0218045112782	0.2	4	0.00643366258909531	0.00486768518449073	0
DNA_k71_606	231	0.653679653679654	1	0.593469387755102	0.178775510204082	8	0.16656832468095	0.015850111821499	0
RNA_k71_1080	237	0.717299578059072	1	6.28571428571428	0.2	2	0.0146029437687291	0.00285937775427463	0
DNA_k71_610	218	0.55045871559633	1	0.49004329004329	0.14025974025974	5	0.154069820965287	0.0114814778186186	0
RNA_k71_1064	231	0.666666666666667	1	5.35785123966942	0.2	4	0.0216084170977555	0.00475494525521863	0
DNA_k71_2604	260	0.715384615384615	1	0.701805054151624	0.2	7	0.0978895334206771	0.0113542458933277	0
DNA_k71_1497	364	0.634615384615385	1	0.757868020304568	0.193908629441624	11	0.228679076001856	0.0166321791899125	0
DNA_k71_3525	1177	0.334749362786746	1	1.90037907505686	0.2	8	0.00629759483327596	0.00272282926971177	0
DNA_k71_99	246	0.670731707317073	1	0.37109375	0.1875	6	0.161711801169974	0.0137839885670948	0
RNA_k71_1104	411	0.625304136253041	1	5.53120728929384	0.2	20	0.0827707713286635	0.0171119354976239	0
DNA_k71_1350	348	0.612068965517241	1	0.917894736842106	0.196315789473684	4	0.153658685860952	0.00880933352991616	0
DNA_k71_2852	430	0.390697674418605	1	0.709090909090908	0.2	1	0.00115684093437152	0.000778642936596219	0
DNA_k71_834	377	0.530503978779841	1	1.21714285714286	0.2	13	0.270883678547701	0.0201709908962449	0
RNA_k71_458	304	0.444078947368421	1	4.52476489028214	0.2	4	0.017445985875869	0.00576642031915723	0
DNA_k71_3598	389	0.331619537275064	1	1.13224299065421	0.2	3	0.00295133693751205	0.00281285534741756	0
DNA_k71_1256	10824	0.677475979305248	3	5.21360198205787	0.222390264348156	40	0.0740303552742389	0.0138794839935515	0
DNA_k71_2752	303	0.577557755775578	1	0.589473684210526	0.2	8	0.153354968110593	0.0112607132731535	0
DNA_k71_135	321	0.570093457943925	1	1.16454293628809	0.193351800554017	12	0.250466362312021	0.0165739817087349	0
DNA_k71_215	223	0.605381165919282	1	0.888065843621398	0.2	11	0.183118757298625	0.0185482596249493	0
DNA_k71_2723	425	0.312941176470588	2	0.899246401657202	0.230401085753063	3	0.00426814243327659	0.00292227271048495	0
RNA_k71_720	276	0.670289855072464	1	3.54355400696864	0.2	3	0.00556133657070183	0.00200023124060585	0
RNA_k71_1239	261	0.432950191570881	2	1.72810148562608	0.332799536947714	181	0.504240123002204	0.236122870105855	0
RNA_k71_165	258	0.627906976744186	1	5.9941391941392	0.2	2	0.00761339760227414	0.00190334940056854	0
RNA_k71_1155	224	0.741071428571429	1	2.97531914893618	0.2	4	0.0163990336791246	0.00363791388375728	0
RNA_k71_864	231	0.376623376623377	1	7.70081967213114	0.2	8	0.0178270023990354	0.0104046456526807	0
DNA_k71_60	261	0.597701149425287	1	1.0556338028169	0.2	2	0.00188677338507559	0.00188677338507559	0
DNA_k71_3156	1206	0.47346600331675	1	1.50638606676343	0.2	10	0.242003095773634	0.0154606626699616	0
DNA_k71_2655	242	0.557851239669422	1	1.12313432835821	0.194029850746269	12	0.34293971160399	0.0234729747123639	0
DNA_k71_2823	567	0.476190476190476	1	1.05254777070064	0.199044585987261	12	0.229596204960339	0.0171972185305695	0
DNA_k71_2262	315	0.650793650793651	1	1.01946902654867	0.2	10	0.23229029832844	0.0189555502242831	0
DNA_k71_2150	301	0.624584717607973	1	1.10930930930931	0.2	15	0.360711111777064	0.0275230596452727	0
DNA_k71_2721	227	0.700440528634361	1	0.600840336134454	0.2	7	0.122881694163248	0.0127675431150487	0
RNA_k71_58	232	0.672413793103448	1	2.57178423236514	0.2	3	0.0186147528587881	0.00386201039982318	0
DNA_k71_1766	380	0.536842105263158	1	0.923716381418092	0.2	10	0.204295119754132	0.0149339678553423	0
DNA_k71_1866	4086	0.598139990210475	3	2.75973925783477	0.222607488282052	11	0.0248350876049458	0.00901640247012272	0
DNA_k71_3362	344	0.627906976744186	1	0.809703504043126	0.2	5	0.124915520036244	0.0103493785773494	0
RNA_k71_57	235	0.629787234042553	1	4.96532258064516	0.2	2	0.0167101518026565	0.00303289057558507	0
DNA_k71_2821	374	0.419786096256685	1	0.817199017199018	0.2	4	0.00507095234831594	0.00393391874265604	0
RNA_k71_525	256	0.55078125	1	5.69662921348314	0.2	4	0.0529002904295822	0.00588689743924821	0
DNA_k71_552	468	0.636752136752137	1	1.04913627639156	0.2	8	0.181008596124908	0.0138045028596528	0
DNA_k71_996	225	0.493333333333333	1	0.811764705882352	0.2	4	0.190766700935557	0.0116288390833458	0
DNA_k71_1432	309	0.540453074433657	1	1.13175074183976	0.2	13	0.217254203044235	0.0167208816139819	0
DNA_k71_969	17108	0.692073883563245	3	5.06575427980606	0.2322151034336	48	0.0645145926070027	0.0137103364170676	0
RNA_k71_1084	216	0.62037037037037	1	4.89736842105264	0.2	3	0.0121017563012832	0.00330125455804539	0
DNA_k71_931	4790	0.686012526096033	3	4.97385816347482	0.221591844559028	28	0.0721839318320629	0.0140152433902283	0
RNA_k71_837	288	0.618055555555556	1	4.9987012987013	0.2	2	0.0102427668772863	0.00170712781288106	0
RNA_k71_403	307	0.478827361563518	1	6.2560975609756	0.2	2	0.0120187304890739	0.00160249739854319	0
RNA_k71_635	236	0.491525423728814	1	4.82177419354838	0.2	8	0.0357843512537854	0.00969544029760268	0
RNA_k71_456	427	0.597189695550351	1	5.85557986870898	0.192997811816193	2	0.0288176371330952	0.00428803997891537	0
DNA_k71_4122	240	0.545833333333333	1	0.823255813953488	0.2	5	0.169983029406183	0.00957317165934708	0
RNA_k71_578	232	0.633620689655172	1	5.2962962962963	0.2	4	0.0152011654221849	0.00356411140048404	0
RNA_k71_106	278	0.60431654676259	2	2.72397016526106	0.236298932384342	6	0.0112449682060009	0.0071344924265209	0
DNA_k71_1941	226	0.663716814159292	1	0.465546218487394	0.198319327731092	6	0.126491794129216	0.0122105745530519	0
DNA_k71_260	232	0.594827586206897	1	0.917460317460318	0.188888888888889	5	0.150083001792591	0.0114144801730794	0
DNA_k71_1877	5537	0.60664619830233	3	7.00420965177691	0.238094310988602	35	0.0803181303945165	0.0151565821710758	0
DNA_k71_1629	302	0.655629139072848	2	0.702248388570268	0.245901639344262	6	0.133572014741543	0.0129309526234626	0
RNA_k71_110	246	0.630081300813008	1	3.78697318007662	0.2	3	0.0136287083819148	0.00265578442803472	0
DNA_k71_3912	355	0.394366197183099	1	0.989795918367346	0.2	3	0.00413467892112693	0.00284435634048177	0
DNA_k71_2065	247	0.676113360323887	1	0.747528517110266	0.168821292775665	5	0.0867079834310633	0.00968167120838148	0
DNA_k71_1777	217	0.599078341013825	1	0.825	0.2	6	0.161337441271354	0.0105412765090184	0
RNA_k71_588	302	0.655629139072848	1	3.46459627329192	0.175776397515528	8	0.0325258355349327	0.00830536017473652	0
DNA_k71_2105	220	0.677272727272727	1	1.09045643153527	0.2	10	0.118411003582737	0.0152324056745442	0
DNA_k71_3606	252	0.746031746031746	1	0.66188679245283	0.2	5	0.0758910219009687	0.0110974580066304	0
RNA_k71_1060	286	0.573426573426573	1	4.77607973421926	0.2	3	0.0128270866632222	0.00342606965906925	0
DNA_k71_2535	246	0.33739837398374	1	0.745945945945946	0.2	1	0.000997538541261823	0.000997538541261823	0
DNA_k71_2600	234	0.64957264957265	1	1.04921875	0.178125	8	0.200268145154216	0.0159427073430704	0
DNA_k71_608	233	0.600858369098712	1	0.830708661417322	0.197637795275591	5	0.147349889539947	0.0120909094127303	0
DNA_k71_1943	250	0.544	2	1.40980573543016	0.260869565217391	6	0.21088890955456	0.0164610133004183	0
RNA_k71_1100	262	0.568702290076336	1	5.628880866426	0.2	2	0.00940346174099177	0.00247168215628213	0
RNA_k71_153	217	0.3963133640553	1	6.1034188034188	0.2	9	0.0252799167315296	0.00904685985331147	0
DNA_k71_3148	367	0.615803814713896	1	0.69949494949495	0.2	7	0.18766451547773	0.0146992641417114	0
DNA_k71_1354	255	0.635294117647059	1	0.708363636363636	0.174545454545455	16	0.194784781668352	0.022918421002575	0
DNA_k71_50	231	0.558441558441558	1	1.18095238095238	0.2	14	0.388058899842717	0.0268342076271839	0
DNA_k71_2912	232	0.65948275862069	1	0.648192771084338	0.2	10	0.176658828171527	0.016203575796549	0
DNA_k71_360	324	0.37962962962963	1	0.515204678362574	0.198245614035088	2	0.0022787807043504	0.0015191871362336	0
RNA_k71_1066	250	0.464	1	22.4595317725752	0.2	13	0.155304438685975	0.0200488234355978	0
DNA_k71_2606	14429	0.675306674059186	3	5.28282963456695	0.226318552809516	74	0.100060876038638	0.0169286854186694	0
DNA_k71_3105	232	0.607758620689655	1	0.848605577689242	0.2	18	0.172027812851921	0.0232224233135558	0
DNA_k71_3065	276	0.615942028985507	1	0.791390728476822	0.19205298013245	5	0.205574867857962	0.0119682434203889	0
RNA_k71_1106	326	0.561349693251534	2	2.21989390890799	0.383361990122553	187	1.06568231053058	0.296640741388277	0
RNA_k71_67	252	0.630952380952381	2	3.0399404219629	0.278764478764479	24	1.32578238945815	0.0389700375396166	0
DNA_k71_1254	7210	0.644798890429958	3	5.9346117683131	0.223683230905496	28	0.0769926752960782	0.0147326558747399	0
DNA_k71_3535	7996	0.682341170585293	3	5.21996504975174	0.219780151475961	35	0.105593244564724	0.016538914674458	0
DNA_k71_3600	305	0.636065573770492	1	0.798198198198198	0.2	6	0.137209480347044	0.0126450647035482	0
DNA_k71_2148	597	0.472361809045226	2	1.4546607495069	0.225666666666667	9	0.253263004294133	0.0161011169506084	0
RNA_k71_68	312	0.618589743589744	1	5.11359516616314	0.2	3	0.0516460070823376	0.00466205443876317	0
DNA_k71_1451	305	0.570491803278689	1	0.908059701492538	0.2	7	0.170170381589175	0.0129352392968973	0
DNA_k71_1182	351	0.635327635327635	1	1.00787401574803	0.2	11	0.244442826197236	0.0183011435574592	0
RNA_k71_625	225	0.528888888888889	1	5.1909090909091	0.180165289256198	3	0.00723992570342317	0.0031822733011188	0
RNA_k71_827	222	0.396396396396396	2	144.520601450635	0.331471279848975	45	3.34226144655612	0.0877605293908123	0
DNA_k71_921	426	0.631455399061033	2	0.71210888964193	0.235897435897436	13	0.243450820533684	0.0194872385169706	0
DNA_k71_1453	1904	0.702205882352941	2	5.08023103486511	0.230003762137845	18	0.0742497250333508	0.0151092724363993	0
DNA_k71_652	213	0.643192488262911	1	0.428571428571428	0.2	9	0.14624086166828	0.0161376291251374	0
RNA_k71_535	266	0.330827067669173	2	0.629197404907654	0.296633181604144	88	0.194519451927358	0.127088378624894	0
DNA_k71_1884	317	0.583596214511041	1	0.965616045845272	0.198853868194842	6	0.181256108559183	0.012693208888016	0
DNA_k71_473	342	0.564327485380117	2	0.970504347826086	0.24463768115942	8	0.225301117364279	0.0154829872010264	0
DNA_k71_483	242	0.62396694214876	1	0.823574144486692	0.2	5	0.135250580554589	0.0109896697980708	0
DNA_k71_1784	303	0.653465346534653	1	0.85558912386707	0.197583081570997	15	0.195637034017527	0.0197401976928276	0
RNA_k71_688	228	0.412280701754386	2	0.716047255722372	0.353067754298372	97	0.228752826213283	0.147745129418377	0
DNA_k71_1860	241	0.651452282157676	2	0.439727657324167	0.251824431517715	6	0.116931835424198	0.011199626982367	0
DNA_k71_315	428	0.58411214953271	1	1.06860706860707	0.2	7	0.162001937192368	0.014279163497146	0
DNA_k71_3723	240	0.633333333333333	1	0.698841698841698	0.2	5	0.140346898972322	0.0117664408648275	0
RNA_k71_730	224	0.330357142857143	2	6.74443715437249	0.26784140969163	7	0.0214287195412365	0.00966601935141591	0
DNA_k71_3823	315	0.711111111111111	1	0.679525222551928	0.2	6	0.143163232593438	0.0119897616983772	0
DNA_k71_2156	406	0.645320197044335	1	0.79134396355353	0.2	11	0.216962065224815	0.0201466780695418	0
DNA_k71_3655	339	0.592920353982301	1	0.802732240437158	0.2	13	0.194049965599871	0.0203120628102613	0
RNA_k71_678	231	0.428571428571429	1	11.1381679389313	0.194656488549618	15	0.0452145163702977	0.0183738074999483	0
DNA_k71_1760	230	0.495652173913044	2	2.0953488372093	0.4	157	1.16001627423328	0.304374347351435	0
DNA_k71_4197	230	0.621739130434783	1	0.65983606557377	0.2	13	0.367556570012659	0.0229474375278548	0
DNA_k71_186	414	0.630434782608696	3	1.13943982069247	0.269064748201439	6	0.169964539180287	0.0110391876485339	0
DNA_k71_3262	798	0.697994987468672	2	4.63122966098471	0.218671950920076	11	0.0616089242344242	0.0130774903078357	0
DNA_k71_3721	236	0.347457627118644	1	1.08429118773946	0.191570881226054	2	0.00203806181670941	0.00203806181670941	0
RNA_k71_1077	225	0.617777777777778	1	4.57721518987342	0.185654008438819	6	0.0426592139365039	0.00674809107423649	0
DNA_k71_3150	218	0.596330275229358	1	0.618884120171674	0.2	4	0.144435967528557	0.00948373959959346	0
DNA_k71_3821	363	0.517906336088154	1	1.0423645320197	0.2	7	0.16407414737531	0.0131387014033028	0
DNA_k71_176	472	0.735169491525424	1	4.69275808936826	0.2	11	0.0630678969158605	0.0140882805464568	0
DNA_k71_508	248	0.608870967741935	2	1.03153639985512	0.261354581673307	10	0.248153296339629	0.020290323299637	0
DNA_k71_2362	264	0.356060606060606	1	0.993793103448276	0.2	6	0.0089447172108546	0.0064093047599559	0
DNA_k71_1162	1225	0.591020408163265	2	7.4644787011085	0.211433296900307	23	0.0865680462081441	0.0168767944818272	0
DNA_k71_1250	1792	0.674665178571429	3	5.71076912325606	0.216217966846799	22	0.112112186520941	0.0174263090409162	0
DNA_k71_2525	13758	0.664195377235063	3	5.62901413736511	0.229407535281908	73	0.116997043107814	0.0172979052608515	0
DNA_k71_3604	300	0.386666666666667	1	0.809404388714734	0.2	5	0.00571691859825855	0.00407739980766982	0
DNA_k71_1002	224	0.674107142857143	1	0.609128630705394	0.2	6	0.122275606150489	0.0136648294204572	0
RNA_k71_152	241	0.410788381742739	2	6.82700096432015	0.256020572163292	5	0.0104470629368787	0.00543153879620542	0
DNA_k71_760	235	0.570212765957447	1	0.584552845528456	0.2	2	0.00172133369476823	0.00172133369476823	0
DNA_k71_125	258	0.534883720930233	1	0.941342756183746	0.197879858657244	5	0.155296253857073	0.0114508032967599	0
DNA_k71_1639	328	0.606707317073171	2	1.11069417742379	0.228875995605603	8	0.16764722073361	0.0149851258700923	0
DNA_k71_1356	214	0.551401869158878	1	0.702164502164502	0.2	4	0.150415817164454	0.0104354045764459	0
DNA_k71_3852	339	0.59882005899705	1	0.804904632152588	0.2	7	0.208258095939888	0.0136285701648434	0
DNA_k71_3752	224	0.65625	1	0.203463203463204	0.144588744588745	8	0.13680957816816	0.0153083844363331	0
DNA_k71_2598	352	0.639204545454545	1	0.947780678851174	0.2	9	0.191766215327022	0.0168812458910692	0
DNA_k71_824	241	0.66804979253112	1	1.12388059701493	0.2	11	0.169933888397105	0.019054120334009	0
DNA_k71_17	223	0.618834080717489	1	0.60590717299578	0.19831223628692	5	0.153262422043281	0.0123375341832239	0
DNA_k71_4132	265	0.637735849056604	1	0.963829787234042	0.2	6	0.113774862472557	0.0123361575445311	0
RNA_k71_1086	241	0.663900414937759	1	1.13625498007968	0.171314741035857	2	0.0263019523373446	0.00303738719565937	0
RNA_k71_929	275	0.589090909090909	1	4.36701030927836	0.2	7	0.0329256230274139	0.00783313588368446	0
DNA_k71_1678	2709	0.667774086378738	3	6.18499431890536	0.222697126013265	42	0.0907204334759919	0.0164233746170398	0
DNA_k71_3085	271	0.653136531365314	1	0.617421602787456	0.2	5	0.11140827656372	0.0100059781947764	0
DNA_k71_18	234	0.666666666666667	1	0.64382470119522	0.2	8	0.186314126800806	0.015508557394371	0
DNA_k71_565	12579	0.68161221082757	3	5.01674995400499	0.216579323487375	45	0.0752433793357755	0.0144606803724769	0
RNA_k71_402	301	0.395348837209302	2	1.80014355440712	0.348291702555268	203	0.595820967003306	0.276443392474076	0
DNA_k71_1880	218	0.63302752293578	1	0.901244813278008	0.2	4	0.0940562012146762	0.0093564365764635	0
RNA_k71_686	224	0.678571428571429	1	3.50042194092826	0.2	2	0.0172885555232899	0.00310903238163496	0
DNA_k71_1047	243	0.687242798353909	1	0.614728682170542	0.197674418604651	5	0.0785228072222325	0.0099585918785555	0
DNA_k71_553	317	0.485804416403785	1	1.04104046242775	0.2	11	0.208642989753869	0.0177454239515985	0
DNA_k71_1780	553	0.33996383363472	1	1.2210355987055	0.2	4	0.002635121113406	0.00188754157926617	0
