sample	project	gatkReads	gatkCov	asmFrag	asmCov	Signal
SRR12720820	SARS-Cov-2 study 1	18484	0.998596377574432	1	99.7559	89.2031
SRR12720821	SARS-Cov-2 study 1	185	0.384732571617818	0	0	0
SRR12720822	SARS-Cov-2 study 1	53079	0.998752638649012	2	99.8428	79.2739
SRR12720823	SARS-Cov-2 study 1	966132	0.99929322378302	2	99.7659	90.7057
SRR12720825	SARS-Cov-2 study 1	460806	0.999409626773426	2	99.8495	76.8994
SRR12720826	SARS-Cov-2 study 1	1423	0.539733578318787	6	6.5378	26.0342
SRR12720827	SARS-Cov-2 study 1	55729	0.999175458651125	1	99.8428	10.1005
SRR12720829	SARS-Cov-2 study 1	7369	0.536074680340532	6	5.6951	37.4945
SRR12720832	SARS-Cov-2 study 1	1517	0.955145444990572	28	83.8377	10.0592
SRR12720834	SARS-Cov-2 study 1	1701	0.988783512675543	15	96.3950	78.5871
SRR12720836	SARS-Cov-2 study 1	67863	0.998980735908674	10	99.2609	91.9349
SRR12720837	SARS-Cov-2 study 1	410990	0.999762494486479	2	99.7994	18.5050
SRR12720841	SARS-Cov-2 study 1	314	0.71985618565125	17	26.7164	18.5782
SRR12720842	SARS-Cov-2 study 1	719	0.460592842272232	1	1.3042	1.8492
SRR12720844	SARS-Cov-2 study 1	8876	0.975992190598212	37	90.2618	76.4574
SRR12720845	SARS-Cov-2 study 1	236363	0.99928586431422	5	99.3847	3.6064
SRR12720846	SARS-Cov-2 study 1	7111	0.703046098713145	13	16.5803	52.0599
SRR12720848	SARS-Cov-2 study 1	50777	0.999173864063087	1	99.7759	63.3582
SRR12720849	SARS-Cov-2 study 1	39212	0.998748060855129	1	99.7860	88.0944
SRR12720850	SARS-Cov-2 study 1	636	0.24562045008809	0	0	0
SRR12720851	SARS-Cov-2 study 1	76915	0.998831695416123	1	99.7291	75.2500
SRR12720852	SARS-Cov-2 study 1	59594	0.998238186647033	8	99.7559	53.3382
SRR12720855	SARS-Cov-2 study 1	44078	0.998588017625435	2	99.7525	77.6234
SRR12720856	SARS-Cov-2 study 1	169925	0.998593932461095	2	99.8428	1.4134
SRR12720858	SARS-Cov-2 study 1	3916687	0.999696765498652	1	99.6422	7.6076
SRR3927549	Zika	13	0.0299639323037085	0	0	0
SRR3927547	Zika	206326	0.999490523741594	1	98.9174	0.615922826565559
SRR3927540	Zika	57	0.16432921203174	0	0	0
SRR3927548	Zika	37	0.115198711063373	0	0	0
SRR3927550	Zika	91	0.141736642982375	2	4.8580	0.191244846039126
SRR3927553	Zika	0	0	0	0	0
SRR3927544	Zika	0	0	0	0	0
SRR3927542	Zika	7	0.0289426523297491	0	0	0
SRR3927543	Zika	6	0.0289374664038703	0	0	0
SRR3927554	Zika	12	0.0149861239592969	0	0	0
SRR3927552	Zika	0	0	0	0	0
SRR3927541	Zika	0	0	0	0	0
SRR3927539	Zika	60	0.127650058144736	0	0	0
SRR3927551	Zika	13	0.0587963390958676	0	0	0
SRR3927367	Zika	506	0.71015130190007	11	84.0381	8.28900709219858
SRR9869797	Ebola	436	0.304882459312839	7	14.2782	4.02560701309187
SRR9869768	Ebola	0	0	0	0	0
SRR9869760	Ebola	688	0.102113770593721	1	1.0866	0.415078264099007
SRR9869778	Ebola	0	0	0	0	0
SRR9869821	Ebola	794	0.0546362784889166	0	0	0
SRR9869770	Ebola	307042	0.999080190651392	1	99.4673	10.623128395575
SRR9869815	Ebola	813	0.255396605650413	4	7.0890	2.53127577673907
SRR9869826	Ebola	0	0	0	0	0
SRR9869777	Ebola	0	0	0	0	0
SRR9869758	Ebola	14341	0.993328115099333	1	99.4303	23.9436085472247
SRR9869782	Ebola	20	0.0641984411207078	0	0	0
SRR9869822	Ebola	97684	0.934026887431774	19	68.6587	28.092713288765
SRR9869813	Ebola	197920	0.998624831612034	1	99.5358	0.530173917362803
SRR9869769	Ebola	1	0.00390254192595718	0	0	0
SRR9869767	Ebola	0	0	0	0	0
SRR9869761	Ebola	7	0.0158161113454239	0	0	0
SRR9869818	Ebola	1	0.00574833878282882	0	0	0
SRR9869771	Ebola	0	0	0	0	0
SRR9869809	Ebola	10	0.0428345626975764	0	0	0
SRR9869762	Ebola	2720	0.434496411779263	1	1.5718	0.163332576707097
SRR9869795	Ebola	0	0	0	0	0
SRR9869800	Ebola	0	0	0	0	0
SAMN34565532	LASV	0	0	0	0	0
SAMN34509059	LASV	363	0.880885650224215	1	94.5819	0.482468405140802
SAMN32238281	LASV	0	0.030008826125331	0	0	0
SAMN34473365	LASV	0	0.0599823581299618	0	0	0
SAMN32238279	LASV	0	0.0599823581299618	0	0	0
SAMN34565783	LASV	114	0.0939794419970631	0	0	0
SAMN34472946	LASV	19	0.334501898919077	5	50.0294	1.32876988121603
SAMN34472947	LASV	15	0.193557833089312	4	43.6690	1.71716446486693
SAMN34472890	LASV	69	0.539599651871192	1	4.0580	0.0324228264906805
SAMN34441094	LASV	186	0.9120694483338	4	92.4028	0.433715506432369
SAMN34565861	LASV	0	0	0	0	0
SAMN34507799	LASV	3	0.030008826125331	0	0	0
SAMN34496918	LASV	22	0.0603638368246968	0	0	0
SAMN34472893	LASV	3	0.0599823581299618	0	0	0
SAMN34550952	LASV	0	0	0	0	0
SAMN32238318	LASV	0	0	0	0	0
SAMN34472885	LASV	164	0.0599823581299618	0	0	0
SAMN34441574	LASV	0	0.0140728476821192	0	0	0
SAMN34565780	LASV	190	0.840044432102194	2	73.4099	0.841819595030761
SAMN34507808	LASV	0	0	0	0	0
SAMN34550953	LASV	307	0.518722786647315	2	22.9682	0.0582461214265679
SAMN34472886	LASV	4	0.0599823581299618	1	9.1578	0.187509797537653
SAMN34472887	LASV	269	0.677716921302969	3	28.6514	0.313254563600657
SAMN34472892	LASV	3	0.030008826125331	0	0	0
SAMN34441589	LASV	6	0.0599823581299618	0	0	0
SAMN34441091	LASV	4	0.089920658242727	0	0	0
SAMN34565864	LASV	0	0	0	0	0
SAMN34565530	LASV	1	0.030008826125331	0	0	0
SAMN34565533	LASV	42	0.359416058394161	0	0	0
SAMN34472945	LASV	18	0.119823788546255	0	0	0
SAMN32238284	LASV	0	0	0	0	0
SAMN34565782	LASV	37	0.347242486139481	0	0	0
SAMN34550950	LASV	0	0	0	0	0
SAMN34473366	LASV	94	0.296577946768061	0	0	0
SAMN34473367	LASV	0	0	0	0	0
SAMN34565531	LASV	156	0.39585764294049	1	9.0400	0.0633032763053981
SAMN34492699	LASV	164	0.560905703640011	3	38.2803	0.185835384334396
SAMN34565784	LASV	0	0	0	0	0
SAMN32238296	LASV	48379	1	1	99.7055	0.44548097675829
SAMN32238297	LASV	0	0.0421952564809708	0	0	0
SAMN32238282	LASV	7998	0.996357012750455	1	99.8233	7.01428209245331
SAMN34509118	LASV	147	0.784982935153584	5	78.7102	0.428005175494445
SAMN32238306	LASV	97	0.188684427355122	0	0	0
SAMN32238307	LASV	95	0.113998899889989	1	96.6431	11.4212118938655
SAMN34496906	LASV	24	0.120210587891196	1	12.3086	0.100587885657082
SAMN34496907	LASV	0	0	0	0	0
SAMN34473329	LASV	0	0.0702866593164278	0	0	0
SAMN34565862	LASV	11	0.174244646523907	0	0	0
SAMN34552918	LASV	3	0.0599823581299618	0	0	0
SAMN34550951	LASV	0	0	0	0	0
SAMN34441093	LASV	1051	0.893318360471645	4	91.1072	6.8117641947956
SAMN34472894	LASV	3	0.089920658242727	1	8.5984	0.0578046313216956
SAMN34472891	LASV	0	0	0	0	0
SAMN34565863	LASV	1	0.0285210232284622	0	0	0
SAMN34550954	LASV	1	0.030008826125331	0	0	0
SAMN32238280	LASV	0	0.030008826125331	0	0	0
SAMN34441092	LASV	1	0.030008826125331	0	0	0
SAMN32238283	LASV	0	0.0140728476821192	0	0	0
SAMN32238295	LASV	0	0.0281379310344828	0	0	0
SAMN34565779	LASV	274356	0.996647108130763	1	100.0000	20.509775088136
SAMN34509049	LASV	71	0.621824480369515	2	19.3168	0.099207891847848
SAMN34565781	LASV	31	0.386767706208103	0	0	0
SAMN34496905	LASV	0	0	0	0	0
SAMN34552189	LASV	330	0.844086021505376	4	83.9812	0.462907947337231
SAMN32238305	LASV	350	0.317555938037866	2	95.3485	11.7420596727623
SAMN34565534	LASV	1	0.0140728476821192	0	0	0
SAMN34565860	LASV	0	0	0	0	0
SAMN34565855	LASV	1149	0.869185226952354	6	90.1355	0.145672642346802
SAMN34509058	LASV	37	0.206684256816183	0	0	0
SAMN32238302	LASV	0	0	0	0	0
SAMN32238292	LASV	0	0.0599823581299618	0	0	0
SAMN32238287	LASV	4	0.089920658242727	0	0	0
SAMN34507812	LASV	0	0	0	0	0
SAMN32238286	LASV	1628	0.98785151856018	1	98.6455	6.89708707717984
SAMN34473364	LASV	1146	0.803970917225951	3	59.6290	0.97941840800408
SAMN34508928	LASV	272	0.781678082191781	5	68.4923	0.116691159434525
SAMN34441575	LASV	14	0.108599941297329	0	0	0
SAMN34472884	LASV	0	0	0	0	0
SAMN34472950	LASV	8	0.113069016152717	1	11.9847	0.279830863900443
SAMN34508919	LASV	1	0.030008826125331	0	0	0
SAMN34496919	LASV	2	0.030008826125331	0	0	0
SAMN34507798	LASV	272	0.743100995732575	4	64.5171	0.0805828038107517
SAMN34441095	LASV	6	0.0599823581299618	0	0	0
SAMN34472900	LASV	7	0.0669790518191841	0	0	0
SAMN32238319	LASV	190	0.0698217937481741	0	0	0
SAMN34507809	LASV	0	0	0	0	0
SAMN34565866	LASV	256	0.207856933450601	0	0	0
SAMN34565867	LASV	0	0	0	0	0
SAMN34566299	LASV	0	0	0	0	0
SAMN34441576	LASV	10	0.119823788546255	0	0	0
SAMN34441577	LASV	194	0.342773722627737	0	0	0
SAMN34441588	LASV	0	0.0140728476821192	0	0	0
SAMN34507810	LASV	0	0	0	0	0
SAMN34550947	LASV	0	0	0	0	0
SAMN32238290	LASV	0	0	0	0	0
SAMN34565865	LASV	34	0.0705428492697713	0	0	0
SAMN32238300	LASV	5	0.131787496331083	0	0	0
SAMN34472881	LASV	33	0.311934636708491	2	52.7680	0.288789603038254
SAMN32238303	LASV	0	0	0	0	0
SAMN34492701	LASV	59577	0.998902477265601	2	99.9586	0.30784653855685
SAMN34565857	LASV	0	0	0	0	0
SAMN34565856	LASV	30	0.202461177849399	0	0	0
SAMN34472952	LASV	319	0.892548144013397	3	64.0165	0.292721634464191
SAMN32238293	LASV	860	0.464088397790055	1	97.6148	1.59545625396669
SAMN34472944	LASV	4	0.089920658242727	0	0	0
SAMN32238285	LASV	133	0.38089823763502	1	97.4382	7.28167452176324
SAMN34565785	LASV	0	0	0	0	0
SAMN34492698	LASV	12	0.179524787327662	0	0	0
SAMN32238301	LASV	17	0.179712694224568	0	0	0
SAMN34473363	LASV	962	0.759084406294707	3	45.1119	0.214235038461753
SAMN34509119	LASV	8	0.119823788546255	0	0	0
SAMN32238291	LASV	10	0.209322779243624	2	23.7044	1.09515620219242
SAMN34507811	LASV	0	0	0	0	0
SAMN34565537	LASV	199	0.595417633410673	0	0	0
SAMN34565536	LASV	5	0.0140728476821192	0	0	0
SAMN34473328	LASV	84	0.222092001171989	0	0	0
SAMN34552919	LASV	9	0.0825741992359683	0	0	0
SAMN34492700	LASV	10	0.108957415565345	0	0	0
SAMN34472883	LASV	60	0.236741869323176	0	0	0
SAMN34550956	LASV	603	0.843634292224438	4	66.4016	0.134514517200203
SAMN34472895	LASV	3	0.030008826125331	1	8.6867	0.0270224853421977
SAMN34472882	LASV	10	0.0570420464569244	0	0	0
SAMN34550955	LASV	1	0.030008826125331	0	0	0
SAMN34472897	LASV	211	0.170225212050307	1	28.3494	0.204069526702925
SAMN34472896	LASV	4	0.0421952564809708	0	0	0
SAMN32238294	LASV	858	0.488594164456233	1	100.0000	13.6628362496735
SAMN09943762	LASV	1509	0.980574980574981	1	97.2615	1.15984548553493
SAMN34565787	LASV	784003	0.997305022458146	4	100.0000	11.041259765625
SAMN34565786	LASV	33	0.0790851474235326	0	0	0
SAMN34472943	LASV	29	0.111306901615272	0	0	0
SAMN34509048	LASV	121	0.357956204379562	0	0	0
SAMN32238304	LASV	0	0	0	0	0
SAMN34565535	LASV	81	0.589013517400057	2	25.5595	0.111748396250873
SAMN34472951	LASV	17	0.119823788546255	0	0	0
SAMN34496904	LASV	89	0.481535330037802	1	11.4547	0.022720728371648
SAMN34552188	LASV	107	0.603892386949056	3	66.2544	1.23140691933412
SAMN34508925	LASV	1252	0.862772498602571	4	70.5830	0.235849841712633
SAMN34552191	LASV	48	0.31375985977213	0	0	0
SAMN32238275	LASV	108	0.835782928208027	4	64.4582	3.19501452279329
SAMN34473369	LASV	0	0	0	0	0
SAMN34509055	LASV	113	0.355996498395098	1	5.1208	0.0991267177934876
SAMN34565858	LASV	31	0.268814055636896	0	0	0
SAMN09943710	LASV	6113	0.990501632531909	2	99.9586	0.514960366861997
SAMN34507804	LASV	1	0.0140728476821192	0	0	0
SAMN34552913	LASV	188	0.277143693298215	0	0	0
SAMN34574680	LASV	491	0.21614507165838	0	0	0
SAMN34566301	LASV	376	0.543616406701329	3	37.5442	0.0422987792338501
SAMN34472889	LASV	0	0	0	0	0
SAMN34509316	LASV	30	0.326715328467153	0	0	0
SAMN34509317	LASV	0	0	0	0	0
SAMN34496914	LASV	10	0.0599823581299618	0	0	0
SAMN34441586	LASV	1	0.0140728476821192	0	0	0
SAMN34441587	LASV	0	0	0	0	0
SAMN34550948	LASV	417	0.871736662883087	4	69.2285	0.177952998211642
SAMN34507795	LASV	23	0.187591454492245	0	0	0
SAMN34441578	LASV	123	0.530860620110113	1	10.4829	0.03251007949445
SAMN32238314	LASV	4114	0.554916317991632	1	97.4382	4.39822094433712
SAMN32238311	LASV	361	0.5268758526603	1	97.4971	4.46652091191295
SAMN34552912	LASV	0	0	0	0	0
SAMN34565868	LASV	237	0.344434706397897	1	9.5701	0.0164631143922043
SAMN34496911	LASV	2	0.030008826125331	0	0	0
SAMN34566304	LASV	29	0.0558659217877095	0	0	0
SAMN34441585	LASV	0	0.0281379310344828	0	0	0
SAMN34507796	LASV	0	0	0	0	0
SAMN34507797	LASV	81	0.437226915234489	1	5.3416	0.0120395107377753
SAMN34507801	LASV	141	0.752283105022831	4	42.4912	0.20031716885068
SAMN34509315	LASV	23	0.235879426397425	0	0	0
SAMN32238269	LASV	2617	0.976517089049058	1	99.5878	6.80882927895989
SAMN32238288	LASV	850	0.966194111232279	3	83.8634	2.2993883477279
SAMN32238277	LASV	1763	0.990094552003602	1	98.3216	9.43029360295547
SAMN34508926	LASV	1	0.030008826125331	0	0	0
SAMN34508927	LASV	0	0	0	0	0
SAMN34472949	LASV	30	0.162511000293341	0	0	0
SAMN34574682	LASV	169	0.320771253286591	1	9.1578	0.742496669540005
SAMN34509056	LASV	31	0.204338903547347	0	0	0
SAMN34509057	LASV	95	0.640378548895899	0	0	0
SAMN34507800	LASV	0	0	0	0	0
SAMN34509047	LASV	82	0.621128798842258	0	0	0
SAMN34509046	LASV	91	0.619323112525311	2	22.6443	0.101255332945293
SAMN34574912	LASV	215	0.86598812553011	3	69.9058	0.135540275323551
SAMN34552192	LASV	101	0.122213047068538	0	0	0
SAMN34509308	LASV	33	0.0421952564809708	0	0	0
SAMN34552187	LASV	314	0.833662807116634	3	75.5889	0.228958021928516
SAMN34552186	LASV	7	0.149486049926579	0	0	0
SAMN34496910	LASV	1244	0.902015677491601	3	91.9022	0.450199604803043
SAMN34565788	LASV	2	0.0180689655172414	0	0	0
SAMN32238310	LASV	751	0.235260281852171	1	97.4971	5.37277529954478
SAMN34492695	LASV	14	0.123569122395069	1	7.1222	0.0382268094393549
SAMN34496913	LASV	15	0.346277372262774	0	0	0
SAMN34472898	LASV	9	0.176591375770021	0	0	0
SAMN32238313	LASV	18106	0.794847553769794	1	97.4087	7.09851386964436
SAMN34566302	LASV	28	0.089920658242727	0	0	0
SAMN34507803	LASV	32	0.0986784140969163	0	0	0
SAMN34552914	LASV	10	0.120046962136777	0	0	0
SAMN34473325	LASV	28	0.114831130690162	0	0	0
SAMN32238312	LASV	32900	0.776627856834843	1	97.4382	3.75175508630895
SAMN34496912	LASV	0	0	0	0	0
SAMN34552190	LASV	114	0.457184325108853	1	8.9812	0.0616916871968511
SAMN34473326	LASV	0	0	0	0	0
SAMN34473327	LASV	763	0.829240756421112	3	49.3816	0.570370125359706
SAMN34507802	LASV	0	0	0	0	0
SAMN34566303	LASV	308	0.387868183143774	1	10.7774	0.0702622490973064
SAMN32238309	LASV	0	0	0	0	0
SAMN34552193	LASV	0	0	0	0	0
SAMN34552185	LASV	0	0	0	0	0
SAMN34574913	LASV	0	0	0	0	0
SAMN34496909	LASV	17161	0.993174691016418	1	100.0000	0.767768032609449
SAMN34574679	LASV	0	0	0	0	0
SAMN34566300	LASV	797	0.949472515269295	3	89.1048	0.117497313482665
SAMN34509045	LASV	23	0.0563749138525155	0	0	0
SAMN34565538	LASV	0	0	0	0	0
SAMN34492697	LASV	43	0.323468968351829	0	0	0
SAMN34492696	LASV	5	0.059688326962658	0	0	0
SAMN34574681	LASV	3	0.030008826125331	0	0	0
SAMN32238299	LASV	0	0	0	0	0
SAMN32238274	LASV	16	0.150833089739842	1	49.6466	1.27636788187891
SAMN34492693	LASV	45	0.308681672025723	1	9.6290	0.0108274536978707
SAMN09943768	LASV	1520	0.971162790697674	1	98.5571	0.388799765909373
SAMN34508924	LASV	10	0.0599823581299618	0	0	0
SAMN34473368	LASV	38	0.218869030178728	0	0	0
SAMN34473371	LASV	0	0	0	0	0
SAMN34509120	LASV	10	0.0834940755028934	0	0	0
SAMN34565859	LASV	201	0.0983471074380165	0	0	0
SAMN34509042	LASV	0	0	0	0	0
SAMN34473323	LASV	2	0.0260689655172414	0	0	0
SAMN34441581	LASV	0	0	0	0	0
SAMN34552920	LASV	12	0.089920658242727	0	0	0
SAMN34566306	LASV	6	0.030008826125331	1	9.4229	0.144668538847758
SAMN34566307	LASV	1571	0.654895205282802	5	62.0730	0.593341142438425
SAMN34507805	LASV	63	0.030008826125331	0	0	0
SAMN34509311	LASV	2	0.0281379310344828	0	0	0
SAMN34509123	LASV	7	0.0699382897443432	0	0	0
SAMN34472888	LASV	386	0.579298347347057	3	33.5984	0.736390486908931
SAMN32238315	LASV	16	0.0330216247808299	1	1.0190	6.34473167385523
SAMN34509061	LASV	66	0.116886930983847	0	0	0
SAMN34507794	LASV	11	0.0421952564809708	0	0	0
SAMN34550949	LASV	0	0	0	0	0
SAMN34496915	LASV	1350	0.970501474926254	2	98.3216	0.332218764564832
SAMN34441579	LASV	0	0	0	0	0
SAMN34566305	LASV	164	0.674719585849871	3	36.1307	0.120134926784219
SAMN34509122	LASV	22	0.268814055636896	0	0	0
SAMN34507806	LASV	0	0	0	0	0
SAMN34507807	LASV	13	0.126376651982379	0	0	0
SAMN09943731	LASV	2490	0.987648341002664	1	98.8516	0.764988290919783
SAMN34509064	LASV	9	0.186748754031076	0	0	0
SAMN34565869	LASV	0	0	0	0	0
SAMN34473322	LASV	1	0.0140728476821192	1	9.6290	0.187577189870832
SAMN34509314	LASV	33	0.393409157188685	0	0	0
SAMN34496917	LASV	110	0.298040362679146	0	0	0
SAMN34496916	LASV	19610	0.992652899126291	1	100.0000	0.447147529456663
SAMN32238317	LASV	0	0	0	0	0
SAMN32238316	LASV	0	0	0	0	0
SAMN34441584	LASV	0	0	0	0	0
SAMN32238289	LASV	36	0.46966618287373	1	9.8057	0.0934584653841003
SAMN09943774	LASV	5201	0.986467380327207	2	99.4617	0.632709270713378
SAMN34509051	LASV	88	0.401632177207811	1	6.6380	0.00896326065450006
SAMN34492692	LASV	5	0.030008826125331	0	0	0
SAMN34565529	LASV	246	0.8625	3	51.5312	0.0905220507414016
SAMN34472948	LASV	26	0.158790724977986	0	0	0
SAMN34496921	LASV	0	0	0	0	0
SAMN34509043	LASV	2	0.0599823581299618	0	0	0
SAMN34508921	LASV	21	0.200234535326884	0	0	0
SAMN32238321	LASV	0	0	0	0	0
SAMN32238271	LASV	151957	1	1	99.7055	2.05562752822357
SAMN34509115	LASV	103	0.379189740600408	2	9.8827	0.0457018323404471
SAMN34509309	LASV	0	0	0	0	0
SAMN32238273	LASV	82	0.268963520555877	1	97.4382	3.76588262321735
SAMN34473372	LASV	6	0.0599823581299618	0	0	0
SAMN34473330	LASV	3	0.089920658242727	0	0	0
SAMN34492694	LASV	21	0.28178895059924	0	0	0
SAMN34508923	LASV	11	0.14051041361103	0	0	0
SAMN34496923	LASV	1061	0.825839499146272	4	49.6466	0.076018670044097
SAMN34441582	LASV	51	0.119823788546255	0	0	0
SAMN32238320	LASV	631	0.452564443263354	1	97.5265	6.38275731198198
SAMN32238270	LASV	6	0.0823918434830532	0	0	0
SAMN34507793	LASV	3	0.0386100386100386	0	0	0
SAMN34508920	LASV	0	0	0	0	0
SAMN34572407	LASV	4763	0.901883609783525	5	77.3263	0.225646599026347
SAMN34496920	LASV	865	0.872625698324022	3	77.5324	0.763341929360522
SAMN34472899	LASV	7	0.142941003815674	1	10.7185	1.03966915417138
SAMN34509312	LASV	1059	0.796764121487369	4	68.0801	0.304803866767501
SAMN34473324	LASV	128	0.610838858460651	9	93.7279	7.81341655130341
SAMN34509062	LASV	200	0.850636492220651	5	77.6207	0.452980852771274
SAMN34552915	LASV	60	0.519214099971107	1	10.8657	0.0331481885727684
SAMN34509050	LASV	331	0.891583054626533	2	98.8221	0.811295217863253
SAMN34509124	LASV	103	0.776093794681155	3	30.9187	0.151406475828893
SAMN34509313	LASV	84	0.089920658242727	0	0	0
SAMN34509121	LASV	33	0.380869058034412	0	0	0
SAMN34473370	LASV	6	0.0352837400764481	0	0	0
SAMN34507792	LASV	0	0	0	0	0
SAMN34473321	LASV	21	0.131710178938105	0	0	0
SAMN34441583	LASV	341	0.374090247452693	0	0	0
SAMN34509063	LASV	34	0.383133936387511	0	0	0
SAMN34552917	LASV	32	0.0599823581299618	0	0	0
SAMN34552916	LASV	0	0	0	0	0
SAMN34509044	LASV	122	0.291216807703531	1	7.8033	0.0148959796331333
SAMN34509117	LASV	0	0	0	0	0
SAMN34509116	LASV	2	0.0281379310344828	0	0	0
SAMN32238308	LASV	0	0	0	0	0
SAMN34552184	LASV	243	0.643558636626228	1	10.7185	0.0499279199946231
SAMN34496908	LASV	13	0.089920658242727	0	0	0
SAMN34509060	LASV	5	0.030008826125331	0	0	0
SAMN34496922	LASV	27	0.119823788546255	1	13.4276	0.0257983403443234
SAMN34508922	LASV	0	0.030008826125331	0	0	0
SAMN34509310	LASV	60	0.688453786351857	1	10.8363	0.0539702505448216
SAMN32238298	LASV	0	0.0948604992657856	0	0	0
SAMN34441580	LASV	162	0.171788118232368	0	0	0
SAMN32238322	LASV	12	0.159097568121887	0	0	0
SAMN34552921	LASV	352	0.642918950100952	2	19.3463	0.0486480800808756
SAMN32238272	LASV	30828	0.994316282179873	1	99.5289	48.2936543858061
SRR8476466	CHIKV	0	0	0	0	0
SRR8476472	CHIKV	19078	0.9998606271777	1	100.0000	19.236034371856
SRR8476445	CHIKV	0	0	0	0	0
SRR8476451	CHIKV	13976	0.998909645998401	1	100.0000	19.2293675247656
SRR8476515	CHIKV	0	0	0	0	0
SRR8476503	CHIKV	0	0	0	0	0
SRR8476437	CHIKV	0	0	0	0	0
SRR8476491	CHIKV	0	0	0	0	0
SRR8476506	CHIKV	0	0	0	0	0
SRR8476543	CHIKV	0	0	0	0	0
SRR8476521	CHIKV	0	0	0	0	0
SRR8476463	CHIKV	0	0	0	0	0
SRR8476439	CHIKV	0	0	0	0	0
SRR8476474	CHIKV	3330	0.877746478873239	10	68.9244	1.8881001337788
SRR8476504	CHIKV	0	0	0	0	0
SRR8476542	CHIKV	0	0	0	0	0
SRR8476511	CHIKV	0	0	0	0	0
SRR8476538	CHIKV	228	0.492401469605878	5	18.2552	0.992734439914205
SRR8476455	CHIKV	8605	0.998895561537931	1	100.0000	11.3589328625374
SRR8476441	CHIKV	0	0	0	0	0
SRR8476462	CHIKV	0	0	0	0	0
SRR8476476	CHIKV	0	0	0	0	0
SRR8476473	CHIKV	1887031	1	1	100.0000	27.0904768435971
SRR8476530	CHIKV	0	0	0	0	0
SRR8476487	CHIKV	0	0	0	0	0
SRR8476464	CHIKV	0	0	0	0	0
SRR8476502	CHIKV	0	0	0	0	0
SRR8476525	CHIKV	0	0	0	0	0
SRR8476489	CHIKV	0	0	0	0	0
SRR8476544	CHIKV	0	0	0	0	0
SRR8476495	CHIKV	0	0	0	0	0
SRR8476488	CHIKV	0	0	0	0	0
SRR8476465	CHIKV	0	0	0	0	0
SRR8476446	CHIKV	4999	0.821446509291813	13	70.1367	12.4439729875097
SRR8476452	CHIKV	4789	0.837028918303684	13	69.8616	14.3768809601508
SRR8476471	CHIKV	0	0	0	0	0
SRR8476524	CHIKV	0	0	0	0	0
SRR8476494	CHIKV	0	0	0	0	0
SRR8476516	CHIKV	0	0	0	0	0
SRR8476522	CHIKV	0	0	0	0	0
SRR8476492	CHIKV	0	0	0	0	0
SRR8476513	CHIKV	0	0	0	0	0
SRR8476539	CHIKV	0	0	0	0	0
SRR8476505	CHIKV	0	0	0	0	0
SRR8476480	CHIKV	0	0	0	0	0
SRR8476454	CHIKV	6712	0.856127143454621	16	75.6035	29.690087532529
SRR8476537	CHIKV	117134	1	1	100.0000	3.01636810570761
SRR8476443	CHIKV	0	0	0	0	0
SRR8476438	CHIKV	0	0	0	0	0
SRR8476512	CHIKV	0	0	0	0	0
SRR8476493	CHIKV	0	0	0	0	0
SRR8476523	CHIKV	0	0	0	0	0
SRR8476541	CHIKV	0	0	0	0	0
SRR8476442	CHIKV	0	0	0	0	0
SRR8476475	CHIKV	533	0.894155623513422	10	77.7068	47.1681323283082
SRR8476461	CHIKV	0	0	0	0	0
SRR8476456	CHIKV	0	0	0	0	0
SRR8476444	CHIKV	0	0	0	0	0
SRR8476453	CHIKV	50314	1	1	100.0000	12.1572934522649
SRR8476496	CHIKV	0	0	0	0	0
SRR8476501	CHIKV	11074	1	1	100.0000	7.12918602691576
SRR8476526	CHIKV	0	0	0	0	0
SRR8476514	CHIKV	0	0	0	0	0
SRR8476430	CHIKV	0	0	0	0	0
SRR8476436	CHIKV	0	0	0	0	0
SRR8476507	CHIKV	0	0	0	0	0
SRR8476520	CHIKV	0	0	0	0	0
SRR8476490	CHIKV	0	0	0	0	0
SRR8476509	CHIKV	0	0	0	0	0
SRR8476535	CHIKV	0	0	0	0	0
SRR8476458	CHIKV	0	0	0	0	0
SRR8476482	CHIKV	0	0	0	0	0
SRR8476450	CHIKV	171254	1	1	100.0000	8.46275279460705
SRR8476467	CHIKV	0	0	0	0	0
SRR8476484	CHIKV	0	0	0	0	0
SRR8476498	CHIKV	0	0	0	0	0
SRR8476433	CHIKV	0	0	0	0	0
SRR8476469	CHIKV	0	0	0	0	0
SRR8476528	CHIKV	0	0	0	0	0
SRR8476531	CHIKV	0	0	0	0	0
SRR8476486	CHIKV	0	0	0	0	0
SRR8476448	CHIKV	531	0.410704869045526	3	11.3951	1.68256630674075
SRR8476518	CHIKV	12507	1	1	100.0000	9.75866801738505
SRR8476432	CHIKV	677	0.684818481848185	12	46.2283	13.7732484076433
SRR8476510	CHIKV	0	0	0	0	0
SRR8476434	CHIKV	0	0	0	0	0
SRR8476479	CHIKV	0	0	0	0	0
SRR8476483	CHIKV	0	0	0	0	0
SRR8476440	CHIKV	0	0	0	0	0
SRR8476477	CHIKV	0	0	0	0	0
SRR8476435	CHIKV	256839	1	1	100.0000	4.09405750096201
SRR8476478	CHIKV	0	0	0	0	0
SRR8476536	CHIKV	0	0	0	0	0
SRR8476481	CHIKV	0	0	0	0	0
SRR8476470	CHIKV	0	0	0	0	0
SRR8476533	CHIKV	0	0	0	0	0
