fragment	annotation	frquency	length	status
k141_1966 flag=1 multi=135.0000 len=323	Rhodococcus qingshengii	25	323	Annotated
k141_905 flag=1 multi=660.0000 len=621	Rhodococcus qingshengii	25	621	Annotated
k141_1755 flag=1 multi=599.0000 len=489	Prescottella equi	25	489	Target
k141_1092 flag=1 multi=256.0000 len=545	Rhodococcus qingshengii	25	545	Annotated
k141_6 flag=1 multi=237.0000 len=799	Rhodococcus qingshengii	25	799	Annotated
k141_17 flag=1 multi=692.0000 len=303	Rhodococcus qingshengii	25	303	Annotated
k141_11 flag=1 multi=490.0000 len=535	Rhodococcus qingshengii	9	535	Annotated
k141_20 flag=1 multi=290.0000 len=2592	Mycobacterium avium subsp. paratuberculosis	28	2592	Target
k141_1032 flag=1 multi=88.0000 len=328	Bradyrhizobium diazoefficiens	66	328	Target
k141_31 flag=1 multi=637.0000 len=2425	Prescottella equi	26	2425	Target
k141_502 flag=1 multi=3.0000 len=466	Staphylococcus epidermidis	100	466	Target
k141_1824 flag=1 multi=496.0000 len=755	Rhodococcus qingshengii	12	755	Annotated
k141_503 flag=1 multi=587.0000 len=4257	Rhodococcus qingshengii	25	4257	Annotated
k141_1576 flag=1 multi=468.0000 len=1533	Rhodococcus qingshengii	25	1533	Annotated
k141_1571 flag=1 multi=653.0000 len=10661	Prescottella equi	26	10661	Target
k141_1581 flag=1 multi=239.0000 len=373	Rhodococcus qingshengii	25	373	Annotated
k141_1760 flag=1 multi=201.0000 len=305	NA	NA	305	Unannotated
k141_196 flag=1 multi=301.0000 len=1444	Rhodococcus qingshengii	24	1444	Annotated
k141_1270 flag=1 multi=627.0000 len=4146	Rhodococcus qingshengii	25	4146	Annotated
k141_1761 flag=1 multi=678.0000 len=15577	Prescottella equi	26	15577	Target
k141_996 flag=1 multi=623.0000 len=384	Rhodococcus qingshengii	25	384	Annotated
k141_576 flag=1 multi=677.0000 len=1619	Rhodococcus qingshengii	24	1619	Annotated
k141_1309 flag=1 multi=363.0000 len=633	Rhodococcus qingshengii	25	633	Annotated
k141_1358 flag=1 multi=647.0000 len=7050	Rhodococcus qingshengii	25	7050	Annotated
k141_585 flag=1 multi=159.0000 len=381	NA	NA	381	Unannotated
k141_2016 flag=1 multi=135.0000 len=305	Rhodococcus qingshengii	25	305	Annotated
k141_1688 flag=1 multi=416.0000 len=365	Rhodococcus qingshengii	24	365	Annotated
k141_1874 flag=1 multi=318.0000 len=2715	Rhodococcus qingshengii	25	2715	Annotated
k141_1159 flag=1 multi=591.0000 len=583	Rhodococcus qingshengii	25	583	Annotated
k141_237 flag=1 multi=482.0000 len=1224	Rhodococcus qingshengii	25	1224	Annotated
k141_396 flag=1 multi=721.0000 len=6709	Rhodococcus qingshengii	25	6709	Annotated
k141_1363 flag=1 multi=395.0000 len=421	Rhodococcus qingshengii	25	421	Annotated
k141_1456 flag=1 multi=684.0000 len=42553	Rhodococcus qingshengii	25	42553	Annotated
k141_2088 flag=1 multi=264.0000 len=370	Rhodococcus qingshengii	25	370	Annotated
k141_749 flag=1 multi=683.0000 len=14891	Rhodococcus qingshengii	25	14891	Annotated
k141_1163 flag=1 multi=323.0000 len=10647	Rhodococcus qingshengii	25	10647	Annotated
k141_375 flag=1 multi=301.0000 len=301	Escherichia coli	94	301	Target
k141_1534 flag=1 multi=1546.0000 len=3165	Brevibacterium aurantiacum	6	3165	Target
k141_1045 flag=1 multi=663.0000 len=2549	Rhodococcus qingshengii	25	2549	Annotated
k141_1050 flag=1 multi=106.0000 len=330	NA	NA	330	Unannotated
k141_1054 flag=1 multi=465.0000 len=531	Paracoccus yeei	7	531	Target
k141_2041 flag=1 multi=1381.0000 len=1028	Rhodococcus qingshengii	21	1028	Annotated
k141_751 flag=1 multi=743.0000 len=13280	Rhodococcus qingshengii	25	13280	Annotated
k141_296 flag=1 multi=293.0000 len=313	Oncorhynchus keta	21	313	Target
k141_1166 flag=1 multi=251.0000 len=328	Rhodococcus qingshengii	25	328	Annotated
k141_1099 flag=1 multi=134.0000 len=321	Rhodococcus qingshengii	25	321	Annotated
k141_1385 flag=1 multi=682.0000 len=7246	Rhodococcus qingshengii	25	7246	Annotated
k141_2171 flag=1 multi=261.0000 len=332	Salvelinus fontinalis	41	332	Target
k141_1130 flag=1 multi=43.0000 len=338	Limnobacter sp.	1	338	Target
k141_1765 flag=1 multi=398.0000 len=11042	Rhodococcus qingshengii	26	11042	Annotated
k141_2175 flag=1 multi=313.0000 len=1159	Rhodococcus qingshengii	25	1159	Annotated
k141_913 flag=1 multi=641.0000 len=4889	Rhodococcus qingshengii	32	4889	Annotated
k141_478 flag=1 multi=679.1818 len=405	Knufia obscura	1	405	Target
k141_533 flag=1 multi=74.0000 len=306	Sphingomonas paucimobilis	6	306	Target
k141_482 flag=1 multi=474.0000 len=612	Rhodococcus qingshengii	25	612	Annotated
k141_1585 flag=1 multi=715.0000 len=5219	Rhodococcus qingshengii	25	5219	Annotated
k141_1582 flag=1 multi=346.0000 len=18883	Rhodococcus erythropolis	9	18883	Annotated
k141_682 flag=1 multi=709.0000 len=2498	Rhodococcus qingshengii	25	2498	Annotated
k141_323 flag=1 multi=352.0000 len=306	Influenza A virus	27	306	Target
k141_326 flag=1 multi=655.0000 len=1757	Rhodococcus qingshengii	18	1757	Annotated
k141_202 flag=1 multi=637.0000 len=1458	Rhodococcus qingshengii	12	1458	Annotated
k141_1739 flag=1 multi=533.0000 len=2211	Rhodococcus qingshengii	25	2211	Annotated
k141_1736 flag=1 multi=216.0000 len=380	Rhodococcus qingshengii	25	380	Annotated
k141_1658 flag=1 multi=236.0000 len=304	Pararoseomonas sp. SCSIO 73927	1	304	Target
k141_852 flag=1 multi=1074.0000 len=495	Rhodococcus qingshengii	21	495	Annotated
k141_1825 flag=1 multi=608.0000 len=2681	Rhodococcus qingshengii	25	2681	Annotated
k141_1664 flag=1 multi=619.0000 len=1032	Rhodococcus qingshengii	13	1032	Annotated
k141_1986 flag=1 multi=625.0000 len=2338	Rhodococcus qingshengii	25	2338	Annotated
k141_1132 flag=1 multi=635.0000 len=5334	Rhodococcus qingshengii	25	5334	Annotated
k141_400 flag=1 multi=663.0000 len=3757	Rhodococcus qingshengii	10	3757	Annotated
k141_1315 flag=1 multi=707.0000 len=597	Knufia petricola	1	597	Target
k141_1320 flag=1 multi=20644.0000 len=702	Influenza A virus	14	702	Target
k141_1325 flag=1 multi=571.0000 len=511	Exophiala mesophila	1	511	Target
k141_1772 flag=1 multi=594.0000 len=3592	Rhodococcus qingshengii	25	3592	Annotated
k141_1230 flag=1 multi=592.0000 len=586	Rhodococcus qingshengii	24	586	Annotated
k141_948 flag=1 multi=483.0000 len=431	Rhodococcus qingshengii	25	431	Annotated
k141_2225 flag=1 multi=479.0000 len=55355	Rhodococcus qingshengii	14	55355	Annotated
k141_1196 flag=1 multi=676.0000 len=5405	Rhodococcus qingshengii	25	5405	Annotated
k141_2146 flag=1 multi=211.0000 len=711	Rhodococcus qingshengii	25	711	Annotated
k141_952 flag=1 multi=533.0000 len=438	Rhodococcus qingshengii	25	438	Annotated
k141_436 flag=1 multi=526.0000 len=373	NA	NA	373	Unannotated
k141_1886 flag=1 multi=664.0000 len=2028	Rhodococcus qingshengii	25	2028	Annotated
k141_1395 flag=1 multi=286.0000 len=332	Rhodococcus qingshengii	24	332	Annotated
k141_1391 flag=1 multi=445.0000 len=1340	Rhodococcus qingshengii	10	1340	Annotated
k141_1403 flag=1 multi=456.0000 len=391	Rhodococcus qingshengii	24	391	Annotated
k141_1286 flag=1 multi=491.0000 len=518	Rhodococcus qingshengii	25	518	Annotated
k141_622 flag=1 multi=795.0000 len=4327	Rhodococcus qingshengii	24	4327	Annotated
k141_1289 flag=1 multi=599.0000 len=2429	Rhodococcus qingshengii	25	2429	Annotated
k141_1816 flag=1 multi=463.0000 len=350	Rhodococcus qingshengii	25	350	Annotated
k141_1464 flag=1 multi=610.0000 len=2582	Rhodococcus qingshengii	26	2582	Annotated
k141_1292 flag=1 multi=694.0000 len=7633	Rhodococcus qingshengii	25	7633	Annotated
k141_2213 flag=1 multi=710.0000 len=9995	Prescottella equi	26	9995	Target
k141_591 flag=1 multi=230.0000 len=363	Rhodococcus qingshengii	24	363	Annotated
k141_540 flag=1 multi=264.0000 len=640	Rhodococcus qingshengii	18	640	Annotated
k141_595 flag=1 multi=269.0000 len=315	Roseomonas mucosa	11	315	Target
k141_555 flag=1 multi=561.0000 len=335	Trypanosoma cruzi	5	335	Target
k141_251 flag=1 multi=701.0000 len=3269	Rhodococcus qingshengii	27	3269	Annotated
k141_1829 flag=1 multi=642.0000 len=6704	Rhodococcus qingshengii	25	6704	Annotated
k141_687 flag=1 multi=67.0000 len=327	NA	NA	327	Unannotated
k141_2347 flag=1 multi=176.0000 len=437	Rhodococcus qingshengii	25	437	Annotated
k141_922 flag=1 multi=369.0000 len=734	Rhodococcus qingshengii	25	734	Annotated
k141_2353 flag=1 multi=116.0000 len=441	NA	NA	441	Unannotated
k141_330 flag=1 multi=55.0000 len=318	Escherichia coli	94	318	Target
k141_1170 flag=1 multi=147.0000 len=321	Sphingobium yanoikuyae	4	321	Target
k141_1372 flag=1 multi=621.0000 len=728	Rhodococcus qingshengii	25	728	Annotated
k141_1949 flag=1 multi=55.0000 len=323	Roseomonas mucosa	10	323	Target
k141_2248 flag=1 multi=553.0000 len=550	Rhodococcus qingshengii	25	550	Annotated
k141_1839 flag=1 multi=6318.0000 len=412	Influenza A virus	21	412	Target
k141_2250 flag=1 multi=643.0000 len=7460	Rhodococcus qingshengii	24	7460	Annotated
k141_1846 flag=1 multi=1278.0000 len=311	NA	NA	311	Unannotated
k141_1140 flag=1 multi=229.0000 len=341	Rhodococcus qingshengii	28	341	Annotated
k141_633 flag=1 multi=392.0000 len=2058	Rhodococcus qingshengii	25	2058	Annotated
k141_1336 flag=1 multi=618.0000 len=15391	Rhodococcus qingshengii	25	15391	Annotated
k141_636 flag=1 multi=110.0000 len=337	Rhodococcus qingshengii	14	337	Annotated
k141_369 flag=1 multi=267.0000 len=485	Escherichia coli	98	485	Target
k141_2275 flag=1 multi=311.0000 len=12497	Rhodococcus qingshengii	19	12497	Annotated
k141_409 flag=1 multi=271.0000 len=1620	Rhodococcus qingshengii	25	1620	Annotated
k141_1593 flag=1 multi=597.0000 len=3116	Rhodococcus qingshengii	25	3116	Annotated
k141_1991 flag=1 multi=192.0000 len=319	NA	NA	319	Unannotated
k141_1889 flag=1 multi=58.0000 len=448	Rhizobium leguminosarum	17	448	Target
k141_2324 flag=1 multi=578.0000 len=1259	Rhodococcus qingshengii	25	1259	Annotated
k141_1409 flag=1 multi=643.0000 len=3109	Rhodococcus qingshengii	25	3109	Annotated
k141_760 flag=1 multi=705.0000 len=7374	Rhodococcus qingshengii	25	7374	Annotated
k141_2051 flag=1 multi=849.0000 len=2374	Rhodococcus erythropolis	9	2374	Annotated
k141_1471 flag=1 multi=648.0000 len=351	NA	NA	351	Unannotated
k141_257 flag=1 multi=632.0000 len=4956	Rhodococcus qingshengii	25	4956	Annotated
k141_1180 flag=1 multi=122.0000 len=352	Rhodococcus qingshengii	25	352	Annotated
k141_695 flag=1 multi=230.0000 len=756	Rhodococcus qingshengii	25	756	Annotated
k141_2057 flag=1 multi=682.0000 len=5125	Rhodococcus qingshengii	25	5125	Annotated
k141_1187 flag=1 multi=516.0000 len=526	Rhodococcus qingshengii	26	526	Annotated
k141_927 flag=1 multi=11335.0000 len=1096	Influenza A virus	17	1096	Target
k141_1957 flag=1 multi=168.0000 len=389	Rhodococcus qingshengii	25	389	Annotated
k141_662 flag=1 multi=716.0000 len=1928	Rhodococcus qingshengii	25	1928	Annotated
k141_1298 flag=1 multi=712.0000 len=11640	Rhodococcus qingshengii	25	11640	Annotated
k141_1443 flag=1 multi=525.0000 len=1758	Rhodococcus qingshengii	9	1758	Annotated
k141_2034 flag=1 multi=966.0000 len=699	Prescottella equi	2	699	Target
k141_510 flag=1 multi=681.0000 len=8877	Rhodococcus qingshengii	25	8877	Annotated
k141_768 flag=1 multi=693.0000 len=10951	Rhodococcus qingshengii	25	10951	Annotated
k141_1621 flag=1 multi=192.0000 len=326	Rhodococcus qingshengii	25	326	Annotated
k141_2000 flag=1 multi=274.0000 len=706	Rhodococcus qingshengii	15	706	Annotated
k141_888 flag=1 multi=674.0000 len=4323	Rhodococcus qingshengii	24	4323	Annotated
k141_1410 flag=1 multi=492.0000 len=1286	Rhodococcus qingshengii	25	1286	Annotated
k141_1743 flag=1 multi=283.0000 len=1514	Rhodococcus qingshengii	25	1514	Annotated
k141_1485 flag=1 multi=128.0000 len=380	Rhodococcus qingshengii	25	380	Annotated
k141_2098 flag=1 multi=376.0000 len=5102	Rhodococcus pyridinivorans	5	5102	Target
k141_2061 flag=1 multi=3345.0000 len=551	Mycobacterium intracellulare subsp. chimaera	8	551	Target
k141_1332 flag=1 multi=533.0000 len=378	Rhodococcus qingshengii	6	378	Annotated
k141_2099 flag=1 multi=654.0000 len=5834	Rhodococcus qingshengii	25	5834	Annotated
k141_706 flag=1 multi=205.0000 len=421	Rhodococcus qingshengii	25	421	Annotated
k141_1477 flag=1 multi=250.0000 len=739	Rhodococcus qingshengii	25	739	Annotated
k141_803 flag=1 multi=653.0000 len=10121	Rhodococcus qingshengii	25	10121	Annotated
k141_817 flag=1 multi=339.0000 len=2693	Rhodococcus qingshengii	25	2693	Annotated
k141_807 flag=1 multi=238.0000 len=697	Rhodococcus qingshengii	6	697	Annotated
k141_1252 flag=1 multi=375.0000 len=696	Rhodococcus qingshengii	25	696	Annotated
k141_1260 flag=1 multi=360.0000 len=392	Rhodococcus qingshengii	25	392	Annotated
k141_1334 flag=1 multi=631.0000 len=1140	Rhodococcus qingshengii	26	1140	Annotated
k141_1630 flag=1 multi=691.0000 len=31872	Rhodococcus qingshengii	25	31872	Annotated
k141_2289 flag=1 multi=807.0000 len=1335	Rhodococcus qingshengii	9	1335	Annotated
k141_2068 flag=1 multi=688.0000 len=16488	Rhodococcus qingshengii	25	16488	Annotated
k141_2361 flag=3 multi=281.2613 len=363	NA	NA	363	Unannotated
k141_2070 flag=1 multi=167.0000 len=474	Rhodococcus qingshengii	25	474	Annotated
k141_2112 flag=1 multi=665.0000 len=6567	Rhodococcus qingshengii	25	6567	Annotated
k141_2370 flag=3 multi=160.2326 len=270	Methylobacterium bullatum	3	270	Target
k141_718 flag=1 multi=1288.0000 len=466	Rhodococcus qingshengii	30	466	Annotated
k141_1492 flag=1 multi=198.0000 len=374	NA	NA	374	Unannotated
k141_153 flag=1 multi=1048.0000 len=303	NA	NA	303	Unannotated
k141_160 flag=1 multi=389.0000 len=687	Allium sativum	1	687	Target
k141_165 flag=1 multi=248.0000 len=461	NA	NA	461	Unannotated
k141_172 flag=1 multi=311.0000 len=392	Rhodanobacter denitrificans	5	392	Target
k141_1199 flag=1 multi=512.0000 len=889	Rhodococcus qingshengii	25	889	Annotated
k141_1487 flag=1 multi=190.0000 len=497	Rhodococcus qingshengii	25	497	Annotated
k141_709 flag=1 multi=304.0000 len=380	Rhodococcus qingshengii	13	380	Annotated
k141_1507 flag=1 multi=125.0000 len=1032	Oncorhynchus keta	48	1032	Target
k141_1508 flag=1 multi=607.0000 len=3033	Rhodococcus qingshengii	25	3033	Annotated
k141_1500 flag=1 multi=693.0000 len=2385	Rhodococcus qingshengii	16	2385	Annotated
k141_44 flag=1 multi=617.0000 len=531	Clavibacter nebraskensis	39	531	Target
k141_85 flag=1 multi=1086.0000 len=1165	Rhodococcus qingshengii	27	1165	Annotated
k141_92 flag=1 multi=199.0000 len=324	Rhodococcus qingshengii	25	324	Annotated
k141_414 flag=1 multi=577.0000 len=1401	Rhodococcus qingshengii	25	1401	Annotated
k141_1507 flag=1 multi=125.0000 len=1032	Oncorhynchus keta	48	1032	Target
k141_1508 flag=1 multi=607.0000 len=3033	Rhodococcus qingshengii	25	3033	Annotated
k141_1500 flag=1 multi=693.0000 len=2385	Rhodococcus qingshengii	16	2385	Annotated
k141_44 flag=1 multi=617.0000 len=531	Clavibacter nebraskensis	39	531	Target
k141_85 flag=1 multi=1086.0000 len=1165	Rhodococcus qingshengii	27	1165	Annotated
k141_92 flag=1 multi=199.0000 len=324	Rhodococcus qingshengii	25	324	Annotated
k141_414 flag=1 multi=577.0000 len=1401	Rhodococcus qingshengii	25	1401	Annotated
k141_416 flag=1 multi=625.0000 len=11656	Rhodococcus qingshengii	14	11656	Annotated
k141_1373 flag=1 multi=376.0000 len=661	Rhodococcus qingshengii	25	661	Annotated
k141_415 flag=1 multi=729.0000 len=4008	Rhodococcus qingshengii	25	4008	Annotated
k141_1596 flag=1 multi=172.0000 len=302	Rhodococcus qingshengii	20	302	Annotated
k141_1597 flag=1 multi=304.0000 len=3822	Rhodococcus qingshengii	25	3822	Annotated
k141_2197 flag=1 multi=422.0000 len=447	Rhodococcus qingshengii	25	447	Annotated
k141_1543 flag=1 multi=70.0000 len=368	Bradyrhizobium diazoefficiens	40	368	Target
k141_2193 flag=1 multi=731.0000 len=383	Prescottella equi	26	383	Target
k141_1548 flag=1 multi=846.0000 len=412	Rhodococcus qingshengii	25	412	Annotated
k141_1549 flag=1 multi=698.0000 len=4200	Rhodococcus qingshengii	25	4200	Annotated
k141_1203 flag=1 multi=680.0000 len=29934	Rhodococcus qingshengii	25	29934	Annotated
k141_1003 flag=1 multi=340.0000 len=9149	Rhodococcus qingshengii	24	9149	Annotated
k141_1552 flag=1 multi=701.0000 len=21785	Rhodococcus qingshengii	25	21785	Annotated
k141_341 flag=1 multi=699.0000 len=19712	Rhodococcus qingshengii	26	19712	Annotated
k141_337 flag=1 multi=471.0000 len=1257	Rhodococcus qingshengii	25	1257	Annotated
k141_1558 flag=1 multi=72.0000 len=362	Erythrobacter sp.	4	362	Target
k141_976 flag=1 multi=18.0000 len=29830	Severe acute respiratory syndrome coronavirus 2	203	29830	Target
k141_343 flag=1 multi=231.0000 len=505	Tilletiopsis washingtonensis	1	505	Target
k141_1674 flag=1 multi=615.0000 len=16796	Mycobacterium avium subsp. paratuberculosis	28	16796	Target
k141_184 flag=1 multi=734.0000 len=3113	Rhodococcus qingshengii	25	3113	Annotated
k141_723 flag=1 multi=637.0000 len=3676	Rhodococcus erythropolis	10	3676	Annotated
k141_1339 flag=1 multi=692.0000 len=16486	Rhodococcus qingshengii	25	16486	Annotated
k141_2234 flag=1 multi=597.0000 len=1535	Rhodococcus qingshengii	25	1535	Annotated
k141_186 flag=1 multi=688.0000 len=2804	Rhodococcus qingshengii	25	2804	Annotated
k141_1747 flag=1 multi=688.0000 len=445	Knufia obscura	1	445	Target
k141_2235 flag=1 multi=505.0000 len=5769	Rhodococcus qingshengii	27	5769	Annotated
k141_1213 flag=1 multi=470.0000 len=671	Cutibacterium avidum	8	671	Target
k141_1516 flag=1 multi=701.0000 len=9460	Rhodococcus qingshengii	28	9460	Annotated
k141_2304 flag=1 multi=317.0000 len=765	Rhodococcus qingshengii	23	765	Annotated
k141_986 flag=1 multi=247.0000 len=449	Rhodococcus qingshengii	25	449	Annotated
k141_2154 flag=1 multi=539.0000 len=460	Rhizobium endophyticum CCGE 2052	1	460	Annotated
k141_178 flag=1 multi=660.0000 len=12449	Rhodococcus qingshengii	25	12449	Annotated
k141_2159 flag=1 multi=349.0000 len=332	Influenza A virus	25	332	Target
k141_1929 flag=1 multi=237.0000 len=356	Variovorax paradoxus	13	356	Target
k141_130 flag=1 multi=415.0000 len=470	Rhodococcus qingshengii	22	470	Annotated
k141_826 flag=1 multi=112.0000 len=315	Rhodococcus qingshengii	25	315	Annotated
k141_1860 flag=1 multi=685.0000 len=7063	Rhodococcus qingshengii	25	7063	Annotated
k141_598 flag=1 multi=89.0000 len=313	Rhodococcus qingshengii	25	313	Annotated
k141_138 flag=1 multi=294.4903 len=400	NA	NA	400	Unannotated
k141_2076 flag=1 multi=656.0000 len=522	Rhodococcus qingshengii	25	522	Annotated
k141_1940 flag=1 multi=103.0000 len=340	Rhodococcus qingshengii	24	340	Annotated
k141_2127 flag=1 multi=709.0000 len=14834	Rhodococcus qingshengii	25	14834	Annotated
k141_456 flag=1 multi=520.0000 len=613	Rhodococcus globerulus	2	613	Annotated
k141_1088 flag=1 multi=652.0000 len=705	Rhodococcus qingshengii	25	705	Annotated
k141_1638 flag=1 multi=495.0000 len=346	Rhodococcus qingshengii	24	346	Annotated
k141_1727 flag=1 multi=713.0000 len=2567	Rhodococcus qingshengii	25	2567	Annotated
k141_987 flag=1 multi=677.0000 len=6971	Rhodococcus qingshengii	25	6971	Annotated
k141_1423 flag=1 multi=497.0000 len=772	Rhodococcus qingshengii	25	772	Annotated
k141_568 flag=1 multi=889.0000 len=991	Rhodococcus qingshengii	36	991	Annotated
k141_1868 flag=1 multi=602.0000 len=3202	Rhodococcus qingshengii	25	3202	Annotated
k141_2128 flag=1 multi=669.0000 len=7672	Rhodococcus qingshengii	25	7672	Annotated
k141_1378 flag=1 multi=108.0000 len=444	Rhodococcus ruber	3	444	Annotated
k141_75 flag=1 multi=629.0000 len=2191	Rhodococcus qingshengii	25	2191	Annotated
k141_234 flag=1 multi=328.0000 len=372	Rhodococcus qingshengii	25	372	Annotated
k141_69 flag=1 multi=342.0000 len=643	Rhodococcus qingshengii	24	643	Annotated
k141_840 flag=1 multi=205.0000 len=328	Paracidovorax avenae	16	328	Target
k141_2136 flag=1 multi=121.0000 len=368	Rhodococcus qingshengii	25	368	Annotated
k141_604 flag=1 multi=714.0000 len=24424	Rhodococcus qingshengii	25	24424	Annotated
k141_1554 flag=1 multi=712.0000 len=21312	Rhodococcus qingshengii	25	21312	Annotated
k141_617 flag=1 multi=182.0000 len=457	Rhodococcus qingshengii	25	457	Annotated
k141_1891 flag=1 multi=416.0000 len=761	Rhodococcus qingshengii	25	761	Annotated
k141_270 flag=1 multi=76.0000 len=382	NA	NA	382	Unannotated
k141_276 flag=1 multi=509.0000 len=311	NA	NA	311	Unannotated
k141_941 flag=1 multi=699.0000 len=6843	Rhodococcus qingshengii	25	6843	Annotated
k141_939 flag=1 multi=749.0000 len=13398	Rhodococcus qingshengii	25	13398	Annotated
k141_1683 flag=1 multi=292.0000 len=5153	Nocardia seriolae	11	5153	Target
k141_1025 flag=1 multi=826.0000 len=3134	Rhodococcus qingshengii	25	3134	Annotated
k141_944 flag=1 multi=760.0000 len=1461	Rhodococcus qingshengii	25	1461	Annotated
k141_1019 flag=1 multi=662.0000 len=5852	Rhodococcus qingshengii	25	5852	Annotated
k141_461 flag=1 multi=682.0000 len=3606	Rhodococcus qingshengii	25	3606	Annotated
k141_526 flag=1 multi=685.0000 len=13718	Rhodococcus qingshengii	25	13718	Annotated
k141_2338 flag=1 multi=625.0000 len=17560	Rhodococcus qingshengii	25	17560	Annotated
k141_150 flag=1 multi=3067.0000 len=663	Influenza A virus	23	663	Target
k141_564 flag=1 multi=693.0000 len=2814	Rhodococcus qingshengii	23	2814	Annotated
k141_143 flag=1 multi=560.0000 len=3785	Rhodococcus qingshengii	25	3785	Annotated
k141_486 flag=1 multi=733.0000 len=3744	Rhodococcus qingshengii	25	3744	Annotated
k141_1532 flag=1 multi=219.0000 len=630	Rhodococcus qingshengii	15	630	Annotated
k141_733 flag=1 multi=313.0000 len=339	Rhodococcus qingshengii	28	339	Annotated
k141_738 flag=1 multi=206.0000 len=398	Rhodococcus qingshengii	25	398	Annotated
k141_527 flag=1 multi=626.0000 len=2789	Rhodococcus qingshengii	25	2789	Annotated
k141_1967 flag=1 multi=164.0000 len=323	Rhodococcus qingshengii	25	323	Annotated
k141_906 flag=1 multi=70.0000 len=336	Limnobacter profundi	1	336	Target
k141_1093 flag=1 multi=873.0000 len=1283	Prescottella equi	16	1283	Target
k141_1756 flag=1 multi=578.0000 len=1259	Rhodococcus qingshengii	25	1259	Annotated
k141_7 flag=1 multi=86.0000 len=359	Escherichia coli	94	359	Target
k141_1028 flag=1 multi=725.0000 len=5893	Rhodococcus qingshengii	25	5893	Annotated
k141_21 flag=1 multi=753.0000 len=370	Rhodococcus qingshengii	24	370	Annotated
k141_910 flag=1 multi=331.0000 len=742	Rhodococcus qingshengii	23	742	Annotated
k141_26 flag=1 multi=163.0000 len=544	Rhodococcus qingshengii	25	544	Annotated
k141_32 flag=1 multi=140.0000 len=354	Rhodococcus qingshengii	25	354	Annotated
k141_357 flag=1 multi=1108.0000 len=6130	Rhodococcus aetherivorans	8	6130	Target
k141_1224 flag=1 multi=695.0000 len=720	Rhodococcus qingshengii	25	720	Annotated
k141_500 flag=1 multi=708.0000 len=9464	Rhodococcus qingshengii	26	9464	Annotated
k141_1577 flag=1 multi=161.0000 len=343	Oncorhynchus keta	79	343	Target
k141_1647 flag=1 multi=685.0000 len=4682	Rhodococcus qingshengii	26	4682	Annotated
k141_1572 flag=1 multi=93.0000 len=322	Rhodococcus qingshengii	25	322	Annotated
k141_1357 flag=1 multi=705.0000 len=4455	Rhodococcus qingshengii	25	4455	Annotated
k141_197 flag=1 multi=149.0000 len=320	Rhodococcus qingshengii	25	320	Annotated
k141_991 flag=1 multi=305.0000 len=2676	Prescottella equi	26	2676	Target
k141_1271 flag=1 multi=57.0000 len=315	Stutzerimonas stutzeri	22	315	Target
k141_641 flag=1 multi=666.0000 len=28079	Rhodococcus qingshengii	27	28079	Annotated
k141_2012 flag=1 multi=1971.0000 len=1916	Mycobacteroides abscessus	11	1916	Target
k141_2014 flag=1 multi=495.0000 len=648	Rhodococcus qingshengii	4	648	Annotated
k141_642 flag=1 multi=600.0000 len=1676	Rhodococcus qingshengii	24	1676	Annotated
k141_390 flag=1 multi=642.0000 len=13795	Rhodococcus qingshengii	19	13795	Annotated
k141_1689 flag=1 multi=174.0000 len=345	Rhodococcus qingshengii	25	345	Annotated
k141_645 flag=1 multi=719.0000 len=8146	Rhodococcus qingshengii	24	8146	Annotated
k141_1691 flag=1 multi=647.0000 len=5277	Rhodococcus qingshengii	25	5277	Annotated
k141_1697 flag=1 multi=948.0000 len=607	Rhodococcus qingshengii	9	607	Annotated
k141_2243 flag=1 multi=163.0000 len=314	Rhodococcus qingshengii	25	314	Annotated
k141_1364 flag=1 multi=501.0000 len=497	Rhodococcus qingshengii	9	497	Annotated
k141_397 flag=1 multi=74.0000 len=346	Rhodanobacter denitrificans	8	346	Target
k141_2089 flag=1 multi=392.0000 len=384	Rhodococcus qingshengii	21	384	Annotated
k141_1164 flag=1 multi=642.0000 len=789	Rhodococcus qingshengii	25	789	Annotated
k141_240 flag=1 multi=170.0000 len=476	Rhodococcus qingshengii	25	476	Annotated
k141_1042 flag=1 multi=362.0000 len=1664	Rhodococcus qingshengii	25	1664	Annotated
k141_382 flag=1 multi=354.0000 len=2664	Rhodococcus qingshengii	25	2664	Annotated
k141_1535 flag=1 multi=252.0000 len=380	Rhodococcus qingshengii	25	380	Annotated
k141_386 flag=1 multi=741.0000 len=3727	Rhodococcus qingshengii	25	3727	Annotated
k141_1055 flag=1 multi=521.0000 len=1182	Rhodococcus qingshengii	25	1182	Annotated
k141_753 flag=1 multi=686.0000 len=6982	Rhodococcus qingshengii	25	6982	Annotated
k141_2313 flag=1 multi=221.0000 len=320	Rhodococcus qingshengii	25	320	Annotated
k141_297 flag=1 multi=406.0000 len=371	NA	NA	371	Unannotated
k141_472 flag=1 multi=631.0000 len=5211	Rhodococcus qingshengii	25	5211	Annotated
k141_1167 flag=1 multi=155.0000 len=305	Rhodococcus qingshengii	25	305	Annotated
k141_1386 flag=1 multi=162.0000 len=383	NA	NA	383	Unannotated
k141_1899 flag=1 multi=332.0000 len=3572	Rhodococcus qingshengii	16	3572	Annotated
k141_1766 flag=1 multi=111.0000 len=369	Plenodomus biglobosus/Leptosphaeria biglobosa 'brassicae' group	2	369	Target
