fragment	sample	count	start	alignment
k141_80	MAX70560-1RL-UDB-159-S200028684-L1-NA	63	264	23S27M
k141_80	MAX73613-1RL-UDB-176-S200028663-L1-NA	37	264	13S27M10S
k141_80	MAX73613-1RL-UDB-176-S200028663-L1-NA	81	264	12S27M11S
k141_80	21JS832553-1RL-UDB-109-S200028714-L1-NA	57	264	2S27M21S
k141_80	MAX70400-1RL-UDB-182-S200032742-L1-NA	60	264	27M23S
k141_80	ZZMAX94724-1R-1L-UDB-129-S200045952-L1-NA	3	261	24S26M
k141_80	MAX7607201-1RL-UDB-128-S200033143-L1-NA	30	264	27M23S
k141_80	SRR24415953	722	261	55S33M13S
k141_80	MAX60165-1RL-UDB-101-S200028666-L1-NA	302	264	3S27M20S
k141_80	MAX70395-1RL-UDB-173-S200030059-L1-NA	5	261	23S26M1S
k141_80	ZZ22JS021485-1R-1L-UDB-164-S250026333-L1-NA	5	261	18S28M4S
k141_80	MBX64879-1RL-UDB-110-S200032745-L1-NA	68	264	5S27M18S
k141_80	21JS942048-1RL-UDB-173-S200039023-L1-NA	9	261	22S26M2S
k141_102	21JS942023-1RL-UDB-186-S250006941-L1-NA	4	454	7S30M13S
k141_80	21JS942048-1RL-UDB-173-S200039023-L1-NA	84	264	22S27M1S
k141_80	MAX73613-1RL-UDB-176-S200028663-L1-NA	46	264	13S27M10S
k141_80	MAX73613-1RL-UDB-176-S200028663-L1-NA	33	264	22S27M1S
k141_80	SRR24415953	272	261	30S33M38S
k141_80	MAX73668-1RL-UDB-98-S200030036-L1-NA	94	264	22S27M1S
k141_80	SRR24415953	460	261	24S33M44S
k141_79	SRR24415951	19	278	21S79M1S
k141_80	MAX84190-1RL-UDB-189-S250000334-L1-NA	201	264	12S27M11S
k141_80	MAX60165-1RL-UDB-101-S200028666-L1-NA	234	264	5S27M18S
k141_80	MAX84190-1RL-UDB-189-S250000334-L1-NA	131	264	20S27M3S
k141_80	SRR24415953	1158	261	25S33M43S
k141_80	SRR24415953	117	261	9S33M59S
k141_80	MAX73668-1RL-UDB-98-S200030036-L1-NA	315	264	23S27M
k141_80	MAX60165-1RL-UDB-101-S200028666-L1-NA	410	264	12S27M11S
k141_80	SRR24415953	1678	265	29M72S
k141_80	SRR24415953	1154	261	25S33M43S
k141_80	MAX73668-1RL-UDB-98-S200030036-L1-NA	252	264	23S27M
k141_80	SRR24415953	1468	261	25S33M43S
k141_80	MAX62265-1RL-UDB-141-S200028062-L1-NA	19	264	16S27M7S
k141_80	SRR24415953	1671	265	29M72S
k141_80	SRR24415953	1086	261	8S33M60S
k141_80	MAX85618-1RL-UDB-174-S200039023-L1-NA	47	264	21S27M2S
k141_80	SRR24415953	330	261	43S33M25S
k141_80	SRR24415953	774	261	19S33M49S
k141_80	MBX62487-1RL-UDB-100-S200028023-L1-NA	209	264	22S27M1S
k141_80	MAX75585-1RL-UDB-181-S200036546-L1-NA	1	264	22S27M1S
k141_80	21JS832553-1RL-UDB-109-S200028714-L1-NA	6	261	19S26M5S
k141_146	21JS836481-1RL-UDB-123-S200027784-L1-NA	1	666	21S26M3S
k141_80	MAX62450-1RL-UDB-170-S200028672-L1-NA	66	264	27M23S
k141_80	SRR24415953	741	261	56S33M12S
k141_80	MAX62450-1RL-UDB-170-S200028672-L1-NA	13	264	13S27M10S
k141_80	MAX75555-1RL-UDB-154-S200032956-L1-NA	11	264	20S27M3S
k141_80	SRR24415953	84	261	43S33M25S
k141_80	MBX64879-1RL-UDB-110-S200032745-L1-NA	60	264	1S27M22S
k141_80	MAX73665-1RL-UDB-178-S200028686-L1-NA	64	264	5S27M18S
k141_80	SRR24415953	1217	261	8S33M60S
k141_80	SRR24415953	369	261	24S33M44S
k141_80	MAX84770-1RL-UDB-121-S200038095-L1-NA	38	264	4S27M19S
k141_80	MAX62450-1RL-UDB-170-S200028672-L1-NA	102	264	27M23S
k141_80	MAX73668-1RL-UDB-98-S200030036-L1-NA	314	264	27M23S
k141_80	SRR24415953	1224	261	30S33M38S
k141_80	21JS942033-1RL-UDB-148-S250000406-L1-NA	15	264	15S27M8S
k141_80	SRR24415953	1262	261	55S33M13S
k141_80	MAX63380-1RL-UDB-121-S200032962-L1-NA	7	264	22S27M1S
k141_80	MAX84190-1RL-UDB-189-S250000334-L1-NA	143	264	12S27M11S
k141_80	SRR24415953	808	261	48S33M20S
k141_80	SRR24415953	1515	261	34S33M34S
k141_102	SRR24414150	78	429	53S48M
k141_80	MAX72520-1RL-UDB-172-S200027793-L1-NA	2	264	22S27M1S
k141_80	21JS942048-1RL-UDB-173-S200039023-L1-NA	27	264	22S27M1S
k141_80	MAX73668-1RL-UDB-98-S200030036-L1-NA	19	264	24S26M
k141_80	MAX85618-1RL-UDB-174-S200039023-L1-NA	34	264	22S27M1S
k141_80	21JS83291401-1RL-UDB-166-S200028683-L1-NA	250	264	23S27M
k141_80	SRR24415953	594	261	36S33M32S
k141_80	MAX73613-1RL-UDB-176-S200028663-L1-NA	34	264	22S27M1S
k141_80	MAX73668-1RL-UDB-98-S200030036-L1-NA	67	264	22S27M1S
k141_80	MAX73668-1RL-UDB-98-S200030036-L1-NA	156	264	24S26M
k141_80	21JS942048-1RL-UDB-173-S200039023-L1-NA	85	264	10S27M13S
k141_80	MAX62450-1RL-UDB-170-S200028672-L1-NA	24	264	13S27M10S
k141_80	MAX75555-1RL-UDB-154-S200032956-L1-NA	2	264	22S27M1S
k141_80	MAX86023-1RL-UDB-110-S200043840-L1-NA	73	264	16S27M7S
k141_80	SRR24415953	1040	261	68S33M
k141_80	21JS83291401-1RL-UDB-166-S200028683-L1-NA	155	264	9S27M14S
k141_80	MAX85338-1RL-UDB-141-S200039026-L1-NA	2	262	23S27M
k141_80	MAX73668-1RL-UDB-98-S200030036-L1-NA	103	264	23S27M
k141_80	MAX73668-1RL-UDB-98-S200030036-L1-NA	332	264	27M23S
k141_80	MBX62487-1RL-UDB-100-S200028023-L1-NA	104	264	22S27M1S
k141_80	MAX60165-1RL-UDB-101-S200028666-L1-NA	254	264	12S27M11S
k141_80	21JS942028-1RL-UDB-175-S250000286-L1-NA	171	264	4S27M19S
k141_80	MAX73668-1RL-UDB-98-S200030036-L1-NA	276	264	24S26M
k141_80	MAX74776-1RL-UDB-110-S200032951-L1-NA	16	264	4S27M19S
k141_80	MAX70000-1RL-UDB-109-S200032949-L1-NA	46	264	12S27M11S
k141_80	21JS942048-1RL-UDB-173-S200039023-L1-NA	23	264	13S27M10S
k141_80	21JS942028-1RL-UDB-175-S250000286-L1-NA	207	264	5S27M18S
k141_80	MBX62487-1RL-UDB-100-S200028023-L1-NA	39	264	22S27M1S
k141_80	MAX73668-1RL-UDB-98-S200030036-L1-NA	197	264	5S27M18S
k141_80	MAX60165-1RL-UDB-101-S200028666-L1-NA	306	264	3S27M20S
k141_80	SRR24415953	1021	261	30S33M38S
k141_80	SRR24415953	1003	261	6S33M62S
k141_80	SRR24415953	233	261	11S33M57S
k141_80	MAX73665-1RL-UDB-178-S200028686-L1-NA	6	264	20S27M3S
k141_80	MAX84770-1RL-UDB-121-S200038095-L1-NA	35	264	4S27M19S
k141_80	MAX74515-1RL-UDB-111-S200033138-L1-NA	54	264	3S27M20S
k141_80	MAX74776-1RL-UDB-110-S200032951-L1-NA	7	261	20S26M4S
k141_80	21JS836538-1RL-UDB-99-S200030036-L1-NA	9	264	27M23S
k141_80	21JS942028-1RL-UDB-175-S250000286-L1-NA	63	264	24S26M
k141_80	MAX56091-1RL-UDB-179-S200028686-L1-NA	4	264	27M23S
k141_80	SRR24415953	775	261	10S33M58S
k141_80	21JS942028-1RL-UDB-175-S250000286-L1-NA	33	264	24S26M
k141_80	ZZMAX120264-1R-1L-UDB-176-S250026347-L1-NA	5	261	16S26M8S
k141_80	MAX60165-1RL-UDB-101-S200028666-L1-NA	212	264	5S27M18S
k141_80	MAX84770-1RL-UDB-121-S200038095-L1-NA	30	261	17S26M7S
k141_80	MAX75382-1RL-UDB-158-S200033165-L1-NA	9	264	24S26M
k141_80	SRR24415953	712	261	25S33M43S
k141_79	SRR24377008	6	461	41S53M7S
k141_80	SRR24415953	1006	261	21S33M47S
k141_80	MAX60165-1RL-UDB-101-S200028666-L1-NA	285	264	3S27M20S
k141_80	MAX60165-1RL-UDB-101-S200028666-L1-NA	265	264	12S27M11S
k141_80	21JS942028-1RL-UDB-175-S250000286-L1-NA	85	264	24S26M
k141_80	SRR24415953	1329	261	8S33M60S
k141_80	MAX74844-1RL-UDB-112-S200032745-L1-NA	7	264	1S27M22S
k141_80	SRR24415953	243	261	43S33M25S
k141_80	MAX60165-1RL-UDB-101-S200028666-L1-NA	64	264	24S26M
k141_80	SRR24415953	830	261	30S33M38S
k141_80	SRR24415953	628	261	18S33M50S
k141_80	20JS80412-1RL-UDB-191-S200028715-L1-NA	12	264	13S27M10S
k141_79	SRR24415951	61	278	26S75M
k141_80	21JS942028-1RL-UDB-175-S250000286-L1-NA	13	261	17S26M7S
k141_80	SRR24415953	1442	261	8S33M60S
k141_80	SRR24415953	271	261	9S33M59S
k141_80	21JS942048-1RL-UDB-173-S200039023-L1-NA	98	264	2S27M21S
k141_80	MAX75311-1RL-UDB-142-S200033153-L1-NA	2	264	3S27M20S
k141_80	21JS836538-1RL-UDB-99-S200030036-L1-NA	3	264	27M23S
k141_80	20JS80412-1RL-UDB-191-S200028715-L1-NA	17	264	5S27M18S
k141_277	ZZ22JS023158-AD-DH-1D-1L-UDB-152-S250015704-L1-NA	1	176	4S37M9S
k141_80	21JS942048-1RL-UDB-173-S200039023-L1-NA	94	264	27M23S
k141_80	MAX75151-1RL-UDB-111-S200032745-L1-NA	75	264	15S27M8S
k141_80	SRR24415953	1172	261	8S33M60S
k141_80	MAX73668-1RL-UDB-98-S200030036-L1-NA	239	264	5S27M18S
k141_80	MAX70560-1RL-UDB-159-S200028684-L1-NA	10	264	19S27M4S
k141_80	MBX62487-1RL-UDB-100-S200028023-L1-NA	27	264	22S27M1S
k141_80	MBX62487-1RL-UDB-100-S200028023-L1-NA	29	264	22S27M1S
k141_80	21JS942028-1RL-UDB-175-S250000286-L1-NA	25	264	24S26M
k141_80	MAX85618-1RL-UDB-174-S200039023-L1-NA	72	264	27M23S
k141_80	MBX62487-1RL-UDB-100-S200028023-L1-NA	93	264	22S27M1S
k141_80	21JS83291401-1RL-UDB-166-S200028683-L1-NA	189	264	22S27M1S
k141_80	MAX60165-1RL-UDB-101-S200028666-L1-NA	453	264	5S27M18S
k141_80	MAX70400-1RL-UDB-182-S200032742-L1-NA	36	264	20S27M3S
k141_80	MAX60165-1RL-UDB-101-S200028666-L1-NA	261	264	12S27M11S
k141_99	SRR22831173	34	1126	29S43M28S
k141_80	SRR24415953	1582	262	32M69S
k141_80	SRR24415953	577	261	30S33M38S
k141_397	MAX70211-2DL-BDH-UDB-165-S200028717-L1-NA	1	37	17S32M1S
k141_80	SRR24415953	680	261	8S33M60S
k141_80	MAX74858-1RL-UDB-109-S200032951-L1-NA	34	264	10S27M13S
k141_80	MBX62487-1RL-UDB-100-S200028023-L1-NA	112	264	22S27M1S
k141_80	SRR24415953	1180	261	55S33M13S
k141_80	SRR24415953	125	261	53S33M15S
k141_80	MAX75555-1RL-UDB-154-S200032956-L1-NA	4	264	20S26M4S
k141_80	MAX85618-1RL-UDB-174-S200039023-L1-NA	18	264	15S27M8S
k141_80	MAX70400-1RL-UDB-182-S200032742-L1-NA	140	264	12S27M11S
k141_80	21JS942028-1RL-UDB-175-S250000286-L1-NA	64	264	24S26M
k141_80	21JS836541-1RL-UDB-98-S200030038-L1-NA	7	264	27M23S
k141_80	21JS942028-1RL-UDB-175-S250000286-L1-NA	68	264	23S27M
k141_80	MAX73613-1RL-UDB-176-S200028663-L1-NA	73	264	3S27M20S
k141_102	21JS933134-2DL-AD-DH-UDB-112-S200035451-L1-NA	2	453	8S29M13S
k141_80	MAX60165-1RL-UDB-101-S200028666-L1-NA	376	264	3S27M20S
k141_80	MAX75151-1RL-UDB-111-S200032745-L1-NA	127	264	27M23S
k141_80	MAX70400-1RL-UDB-182-S200032742-L1-NA	98	264	5S27M18S
k141_80	SRR24415953	1136	261	7S33M61S
k141_267	ZZMAX74318-AD-DH-2D-1L-UDB-173-S250007197-L1-NA	12	2148	1S29M20S
k141_80	MAX67345-1RL-UDB-140-S200028062-L1-NA	13	264	5S27M18S
k141_80	SRR24415953	1659	265	29M72S
k141_80	MAX73668-1RL-UDB-98-S200030036-L1-NA	229	264	27M23S
k141_80	SRR24415953	826	261	36S33M32S
k141_80	MBX62487-1RL-UDB-100-S200028023-L1-NA	227	264	6S27M17S
k141_80	ZZMAX94724-1R-1L-UDB-129-S200045952-L1-NA	24	261	23S26M1S
k141_80	ZZMBX102112-1R-1L-UDB-99-S250018624-L1-NA	2	264	15S27M8S
k141_80	MAX70560-1RL-UDB-159-S200028684-L1-NA	102	264	15S27M8S
k141_80	MAX73668-1RL-UDB-98-S200030036-L1-NA	36	264	24S26M
k141_80	21JS942048-1RL-UDB-173-S200039023-L1-NA	93	264	16S27M7S
k141_80	SRR24415953	871	261	38S33M30S
k141_102	SRR24442882	6	181	101M
k141_80	SRR24415953	745	261	47S33M21S
k141_424	SRR24390445	2	2018	25S35M41S
k141_80	MBX62487-1RL-UDB-100-S200028023-L1-NA	81	264	22S27M1S
k141_80	MAX63380-1RL-UDB-121-S200032962-L1-NA	68	264	8S27M15S
k141_80	SRR24415953	1443	261	47S33M21S
k141_80	MAX73668-1RL-UDB-98-S200030036-L1-NA	73	264	22S27M1S
k141_80	MAX70211-1RL-UDB-167-S200028717-L1-NA	17	264	27M23S
k141_80	MAX73668-1RL-UDB-98-S200030036-L1-NA	55	264	23S27M
k141_80	SRR24415953	1595	262	32M69S
k141_80	21JS83291401-1RL-UDB-166-S200028683-L1-NA	249	264	9S27M14S
k141_80	21JS942028-1RL-UDB-175-S250000286-L1-NA	18	264	24S26M
k141_80	MAX85618-1RL-UDB-174-S200039023-L1-NA	32	264	21S27M2S
k141_80	MAX60165-1RL-UDB-101-S200028666-L1-NA	249	264	3S27M20S
k141_80	MAX62450-1RL-UDB-170-S200028672-L1-NA	51	264	24S26M
k141_80	SRR24415953	1705	265	29M72S
k141_80	MAX84190-1RL-UDB-189-S250000334-L1-NA	219	264	10S27M13S
k141_80	MBX62487-1RL-UDB-100-S200028023-L1-NA	215	264	22S27M1S
k141_79	SRR24415951	2	39	23S78M
k141_80	MAX75151-1RL-UDB-111-S200032745-L1-NA	88	264	12S27M11S
k141_80	SRR24415953	1681	265	29M72S
k141_80	MAX84190-1RL-UDB-189-S250000334-L1-NA	41	264	13S27M10S
k141_80	SRR24415953	1089	261	29S33M39S
k141_80	21JS942033-1RL-UDB-148-S250000406-L1-NA	78	264	27M23S
k141_80	MAX63544-1RL-UDB-190-S200028715-L1-NA	9	264	22S27M1S
k141_80	MAX56091-1RL-UDB-179-S200028686-L1-NA	1	264	27M23S
k141_80	SRR24415953	1155	261	66S33M2S
k141_80	MAX73668-1RL-UDB-98-S200030036-L1-NA	192	264	7S27M16S
k141_80	SRR24415953	936	261	41S33M27S
k141_80	SRR24415953	1405	261	48S33M20S
k141_80	SRR24415953	1069	261	50S33M18S
k141_80	MAX84770-1RL-UDB-121-S200038095-L1-NA	31	264	4S27M19S
k141_80	MAX62450-1RL-UDB-170-S200028672-L1-NA	36	264	24S26M
k141_80	MAX60165-1RL-UDB-101-S200028666-L1-NA	166	264	24S26M
k141_446	21JS83273301-1DL-DH-UDB-178-S200042648-L1-NA	1	4122	2S30M18S
k141_80	MAX75151-1RL-UDB-111-S200032745-L1-NA	125	264	27M23S
k141_80	21JS942033-1RL-UDB-148-S250000406-L1-NA	44	264	22S27M1S
k141_80	MAX84770-1RL-UDB-121-S200038095-L1-NA	34	264	4S27M19S
k141_80	MAX84190-1RL-UDB-189-S250000334-L1-NA	171	264	12S27M11S
k141_80	SRR24415953	370	261	30S33M38S
k141_80	MAX62450-1RL-UDB-170-S200028672-L1-NA	54	264	27M23S
k141_80	MAX67345-1RL-UDB-140-S200028062-L1-NA	8	264	5S27M18S
k141_80	MAX62265-1RL-UDB-141-S200028062-L1-NA	48	264	16S27M7S
k141_80	MAX73668-1RL-UDB-98-S200030036-L1-NA	12	264	23S27M
k141_80	MAX75185-1RL-UDB-159-S200033165-L1-NA	28	264	22S27M1S
k141_80	MAX60165-1RL-UDB-101-S200028666-L1-NA	260	264	12S27M11S
k141_80	MAX75151-1RL-UDB-111-S200032745-L1-NA	16	264	15S27M8S
k141_80	MAX75185-1RL-UDB-159-S200033165-L1-NA	40	264	13S27M10S
k141_80	SRR24415953	566	261	53S33M15S
k141_80	SRR24415953	1362	261	34S33M34S
k141_80	SRR24415953	301	261	43S33M25S
k141_79	SRR22831213	9	9	21S79M
k141_80	21JS83291401-1RL-UDB-166-S200028683-L1-NA	196	264	23S27M
k141_80	SRR24415953	1079	261	25S33M43S
k141_80	MAX60165-1RL-UDB-101-S200028666-L1-NA	72	264	13S27M10S
k141_80	MAX63544-1RL-UDB-190-S200028715-L1-NA	20	264	23S27M
k141_80	MBX64879-1RL-UDB-110-S200032745-L1-NA	71	264	1S27M22S
k141_80	21JS832553-1RL-UDB-109-S200028714-L1-NA	20	264	22S27M1S
k141_80	MBX62487-1RL-UDB-100-S200028023-L1-NA	42	264	22S27M1S
k141_80	MAX60165-1RL-UDB-101-S200028666-L1-NA	371	264	3S27M20S
k141_80	MAX85618-1RL-UDB-174-S200039023-L1-NA	76	264	27M23S
k141_80	ZZMAX94724-1R-1L-UDB-129-S200045952-L1-NA	14	261	24S26M
k141_80	MAX73668-1RL-UDB-98-S200030036-L1-NA	248	264	2S27M21S
k141_80	SRR24415953	284	261	30S33M38S
k141_79	SRR24415951	68	314	11S50M40S
k141_80	ZZMAX94724-1R-1L-UDB-129-S200045952-L1-NA	9	261	16S26M8S
k141_80	MAX85618-1RL-UDB-174-S200039023-L1-NA	23	264	22S27M1S
k141_80	SRR24415953	65	261	43S33M25S
k141_80	MAX70400-1RL-UDB-182-S200032742-L1-NA	63	264	15S27M8S
k141_80	ZZMAX94724-1R-1L-UDB-129-S200045952-L1-NA	11	261	16S26M8S
k141_80	MAX70560-1RL-UDB-159-S200028684-L1-NA	152	264	5S27M18S
k141_64	20JS81749-2DL-DH-UDB-163-S200027685-L1-NA	1	290	12S38M
k141_80	MAX67345-1RL-UDB-140-S200028062-L1-NA	5	264	5S27M18S
k141_80	MAX70400-1RL-UDB-182-S200032742-L1-NA	137	264	7S27M16S
k141_80	SRR24415953	956	261	55S33M13S
k141_80	MAX73668-1RL-UDB-98-S200030036-L1-NA	322	264	12S27M11S
k141_80	MAX60165-1RL-UDB-101-S200028666-L1-NA	110	264	24S26M
k141_80	MAX70211-1RL-UDB-167-S200028717-L1-NA	7	264	20S27M3S
k141_80	MAX62265-1RL-UDB-141-S200028062-L1-NA	43	264	16S27M7S
k141_80	SRR24415953	1326	261	52S33M16S
k141_80	21JS83291401-1RL-UDB-166-S200028683-L1-NA	79	264	22S27M1S
k141_80	MAX60165-1RL-UDB-101-S200028666-L1-NA	203	264	13S27M10S
k141_80	MAX85618-1RL-UDB-174-S200039023-L1-NA	132	264	15S27M8S
k141_80	SRR24415953	1352	261	49S33M19S
k141_80	MAX60165-1RL-UDB-101-S200028666-L1-NA	237	264	3S27M20S
k141_80	MAX74167-1RL-UDB-159-S200035218-L1-NA	1	261	23S26M1S
k141_80	21JS942028-1RL-UDB-175-S250000286-L1-NA	140	264	1S27M22S
k141_80	MAX60165-1RL-UDB-101-S200028666-L1-NA	101	264	24S26M
k141_80	21JS83291401-1RL-UDB-166-S200028683-L1-NA	15	261	23S26M1S
k141_80	MAX67345-1RL-UDB-140-S200028062-L1-NA	28	264	4S27M19S
k141_80	SRR24415953	105	261	64S33M4S
k141_80	21JS942048-1RL-UDB-173-S200039023-L1-NA	36	264	22S27M1S
k141_80	MAX75382-1RL-UDB-158-S200033165-L1-NA	10	264	24S26M
k141_80	MAX60165-1RL-UDB-101-S200028666-L1-NA	204	264	24S26M
k141_80	ZZ22JS023188-1R-1L-UDB-141-S250015849-L1-NA	7	264	19S27M4S
k141_80	MAX73665-1RL-UDB-178-S200028686-L1-NA	88	264	12S27M11S
k141_80	SRR24415953	883	261	8S33M60S
k141_80	MBX62487-1RL-UDB-100-S200028023-L1-NA	12	264	22S27M1S
k141_80	MAX85618-1RL-UDB-174-S200039023-L1-NA	110	264	15S27M8S
k141_80	MAX73665-1RL-UDB-178-S200028686-L1-NA	9	264	13S27M10S
k141_80	SRR24415953	121	261	40S33M28S
k141_80	SRR24415953	444	261	9S33M59S
k141_80	MAX62265-1RL-UDB-141-S200028062-L1-NA	41	264	21S27M2S
k141_80	MAX70000-1RL-UDB-109-S200032949-L1-NA	78	264	17S27M6S
k141_80	MAX84190-1RL-UDB-189-S250000334-L1-NA	145	264	10S27M13S
k141_80	MAX70400-1RL-UDB-182-S200032742-L1-NA	26	264	20S27M3S
k141_80	SRR24415953	1610	262	7S35M59S
k141_80	MAX70400-1RL-UDB-182-S200032742-L1-NA	185	264	10S27M13S
k141_80	MAX75185-1RL-UDB-159-S200033165-L1-NA	34	264	22S27M1S
k141_80	MBX62487-1RL-UDB-100-S200028023-L1-NA	213	264	6S27M17S
k141_79	SRR24415951	35	278	26S75M
k141_80	MAX85618-1RL-UDB-174-S200039023-L1-NA	38	264	15S27M8S
k141_102	21JS942023-1RL-UDB-186-S250006941-L1-NA	1	454	7S30M13S
k141_80	MAX60165-1RL-UDB-101-S200028666-L1-NA	385	264	5S27M18S
k141_80	ZZMAX120264-1R-1L-UDB-176-S250026347-L1-NA	35	261	17S26M7S
k141_80	SRR24415953	804	261	10S33M58S
k141_80	MBX62487-1RL-UDB-100-S200028023-L1-NA	163	264	6S27M17S
k141_80	SRR24415953	670	261	55S33M13S
k141_80	MAX70000-1RL-UDB-109-S200032949-L1-NA	23	264	13S27M10S
k141_80	SRR24415953	373	261	72S29M
k141_80	SRR24415953	140	261	40S33M28S
k141_80	SRR24415953	691	261	46S33M22S
k141_79	SRR24415951	16	278	21S79M1S
k141_80	21JS942028-1RL-UDB-175-S250000286-L1-NA	148	264	27M23S
k141_80	SRR24415953	789	261	55S33M13S
k141_80	MAX60165-1RL-UDB-101-S200028666-L1-NA	119	264	24S26M
k141_80	MAX70400-1RL-UDB-182-S200032742-L1-NA	155	264	12S27M11S
k141_80	21JS942028-1RL-UDB-175-S250000286-L1-NA	57	264	23S27M
k141_446	21JS83273301-1DL-DH-UDB-178-S200042648-L1-NA	3	4122	6S30M14S
k141_80	MAX63544-1RL-UDB-190-S200028715-L1-NA	10	264	22S27M1S
k141_80	21JS942028-1RL-UDB-175-S250000286-L1-NA	183	264	16S27M7S
k141_80	SRR24415953	1094	261	6S33M62S
k141_80	MAX73613-1RL-UDB-176-S200028663-L1-NA	84	264	7S27M16S
k141_80	SRR24415953	194	261	24S33M44S
k141_80	MAX74515-1RL-UDB-111-S200033138-L1-NA	32	264	22S27M1S
k141_80	SRR24415953	1495	261	25S33M43S
k141_80	SRR24415953	683	261	46S33M22S
k141_80	MBX62487-1RL-UDB-100-S200028023-L1-NA	101	264	22S27M1S
k141_80	MAX75185-1RL-UDB-159-S200033165-L1-NA	5	261	16S26M8S
k141_80	MBX62487-1RL-UDB-100-S200028023-L1-NA	257	264	6S27M17S
k141_80	SRR24415953	1657	265	29M72S
k141_80	21JS942028-1RL-UDB-175-S250000286-L1-NA	180	264	24S26M
k141_80	MAX67345-1RL-UDB-140-S200028062-L1-NA	20	264	4S27M19S
k141_80	21JS83291401-1RL-UDB-166-S200028683-L1-NA	145	264	9S27M14S
k141_80	MAX74515-1RL-UDB-111-S200033138-L1-NA	23	264	23S27M
k141_80	SRR24415953	795	261	8S33M60S
k141_80	MAX74844-1RL-UDB-112-S200032745-L1-NA	2	264	1S27M22S
k141_80	SRR24415953	191	261	40S33M28S
k141_80	MAX70400-1RL-UDB-182-S200032742-L1-NA	116	264	12S27M11S
k141_80	21JS83291401-1RL-UDB-166-S200028683-L1-NA	166	264	22S27M1S
k141_80	SRR24415953	973	261	8S33M60S
k141_80	21JS83291401-1RL-UDB-166-S200028683-L1-NA	247	264	9S27M14S
k141_80	MAX7607201-1RL-UDB-128-S200033143-L1-NA	3	261	16S31M3S
k141_80	MAX70000-1RL-UDB-109-S200032949-L1-NA	9	264	19S27M4S
k141_80	SRR24415953	400	261	29S33M39S
k141_80	MAX67345-1RL-UDB-140-S200028062-L1-NA	23	264	4S27M19S
k141_80	MAX7607201-1RL-UDB-128-S200033143-L1-NA	32	264	12S27M11S
k141_80	MAX73668-1RL-UDB-98-S200030036-L1-NA	68	264	23S27M
k141_80	SRR24415953	708	261	36S33M32S
k141_80	SRR24415953	1156	261	47S33M21S
k141_80	MAX60165-1RL-UDB-101-S200028666-L1-NA	339	264	12S27M11S
k141_80	MAX73668-1RL-UDB-98-S200030036-L1-NA	144	264	27M23S
k141_80	MAX73668-1RL-UDB-98-S200030036-L1-NA	224	264	24S26M
k141_80	MAX73668-1RL-UDB-98-S200030036-L1-NA	233	264	27M23S
k141_80	MAX86023-1RL-UDB-110-S200043840-L1-NA	64	261	24S26M
k141_80	21JS83291401-1RL-UDB-166-S200028683-L1-NA	213	264	23S27M
k141_80	21JS83291401-1RL-UDB-166-S200028683-L1-NA	191	264	9S27M14S
k141_80	MAX70000-1RL-UDB-109-S200032949-L1-NA	70	264	12S27M11S
k141_80	SRR24415953	1276	261	48S33M20S
k141_80	SRR24415953	1700	265	29M72S
k141_80	21JS83291401-1RL-UDB-166-S200028683-L1-NA	62	264	22S27M1S
k141_80	MAX70560-1RL-UDB-159-S200028684-L1-NA	151	264	15S27M8S
k141_80	MAX73668-1RL-UDB-98-S200030036-L1-NA	291	264	3S27M20S
k141_80	MAX73668-1RL-UDB-98-S200030036-L1-NA	265	264	27M23S
k141_80	21JS836538-1RL-UDB-99-S200030036-L1-NA	2	264	27M23S
k141_80	MAX84190-1RL-UDB-189-S250000334-L1-NA	164	264	15S27M8S
k141_80	MAX60165-1RL-UDB-101-S200028666-L1-NA	364	264	5S27M18S
k141_80	SRR24415953	1390	261	8S33M60S
k141_80	MAX74515-1RL-UDB-111-S200033138-L1-NA	47	264	22S27M1S
k141_80	SRR24415953	399	261	4S33M64S
k141_80	ZZ22JS021485-1R-1L-UDB-164-S250026333-L1-NA	7	261	13S21M1D10M6S
k141_80	MAX84190-1RL-UDB-189-S250000334-L1-NA	35	264	13S27M10S
k141_80	MAX60165-1RL-UDB-101-S200028666-L1-NA	415	264	5S27M18S
k141_80	SRR24415953	1438	261	34S33M34S
k141_80	MAX75151-1RL-UDB-111-S200032745-L1-NA	84	264	22S27M1S
k141_80	MAX75151-1RL-UDB-111-S200032745-L1-NA	49	264	22S27M1S
k141_80	SRR24415953	242	261	43S33M25S
k141_80	MAX89963-1RL-UDB-158-S200042777-L1-NA	1	261	24S26M
k141_80	MAX70400-1RL-UDB-182-S200032742-L1-NA	209	264	15S27M8S
k141_80	MAX75151-1RL-UDB-111-S200032745-L1-NA	10	264	22S27M1S
k141_79	SRR24415951	14	101	71M30S
k141_80	MAX60165-1RL-UDB-101-S200028666-L1-NA	333	264	5S27M18S
k141_80	SRR24415953	1503	261	30S33M38S
k141_80	SRR24415953	1489	261	36S33M32S
k141_80	MAX60165-1RL-UDB-101-S200028666-L1-NA	1	264	24S26M
k141_80	21JS942033-1RL-UDB-148-S250000406-L1-NA	10	264	15S27M8S
k141_80	21JS942028-1RL-UDB-175-S250000286-L1-NA	131	264	7S27M16S
k141_80	SRR24415953	1533	261	49S33M19S
k141_80	MAX84190-1RL-UDB-189-S250000334-L1-NA	193	264	10S27M13S
